x,y,z_reported,z_down,z_up,bias,down_spread,up_spread,reps,freq
100.000,45.000,1.953249,1.940952,1.965547,0.024595,0.000000,0.000000,1,126.70
99.590,45.687,1.837792,1.775177,1.900408,0.125230,0.000000,0.000000,1,126.70
100.000,45.000,1.654666,1.615478,1.693854,0.078376,0.000000,0.000000,1,126.70
80.000,85.000,0.112968,0.108049,0.117887,0.009838,0.000000,0.000000,1,126.70
80.000,85.000,0.117121,0.099030,0.135213,0.036183,0.000000,0.000000,1,126.70
80.000,85.000,0.116542,0.095720,0.137363,0.041643,0.000000,0.000000,1,126.70
80.000,85.000,1.990030,2.004582,1.975477,-0.029105,0.000000,0.000000,1,126.70
79.467,84.403,0.105437,0.088153,0.122720,0.034567,0.000000,0.000000,1,126.70
79.321,84.577,1.685794,1.682232,1.689357,0.007125,0.000000,0.000000,1,126.70
80.764,85.239,2.105324,2.089788,2.120861,0.031073,0.000000,0.000000,1,126.70
80.000,85.000,1.880006,1.782077,1.977935,0.195858,0.000000,0.000000,1,126.70
79.259,85.300,1.918275,1.943455,1.893094,-0.050361,0.000000,0.000000,1,126.70
80.000,85.000,0.090182,0.080384,0.099980,0.019596,0.000000,0.000000,1,126.70
100.000,45.000,0.115727,0.108607,0.122847,0.014239,0.000000,0.000000,1,175.30
100.000,45.000,0.108818,0.107464,0.110172,0.002707,0.000000,0.000000,1,175.30
100.000,45.000,0.112778,0.108594,0.116962,0.008367,0.000000,0.000000,1,175.30
100.000,45.000,0.113332,0.109414,0.117250,0.007836,0.000000,0.000000,1,175.30
100.000,45.000,0.116188,0.111155,0.121221,0.010066,0.000000,0.000000,1,175.30
100.000,45.000,0.113609,0.110017,0.117202,0.007186,0.000000,0.000000,1,175.30
100.000,45.000,0.116225,0.110046,0.122405,0.012359,0.000000,0.000000,1,175.30
100.000,45.000,0.116237,0.104844,0.127630,0.022787,0.000000,0.000000,1,175.30
100.000,45.000,0.116268,0.111879,0.120657,0.008779,0.000000,0.000000,1,175.30
100.000,45.000,0.118647,0.112781,0.124513,0.011731,0.000000,0.000000,1,175.30
80.000,85.000,0.090187,0.087742,0.092633,0.004891,0.000000,0.000000,1,175.30
80.000,85.000,0.094082,0.073938,0.114226,0.040289,0.000000,0.000000,1,175.30
80.000,85.000,0.095878,0.077433,0.114322,0.036889,0.000000,0.000000,1,175.30
80.000,85.000,0.098634,0.080673,0.116595,0.035922,0.000000,0.000000,1,175.30
80.000,85.000,0.094570,0.076104,0.113035,0.036931,0.000000,0.000000,1,175.30
80.000,85.000,0.101132,0.079709,0.122554,0.042846,0.000000,0.000000,1,175.30
80.000,85.000,0.095642,0.075707,0.115577,0.039870,0.000000,0.000000,1,175.30
80.000,85.000,0.093446,0.079650,0.107242,0.027591,0.000000,0.000000,1,175.30
80.000,85.000,0.096179,0.076916,0.115443,0.038527,0.000000,0.000000,1,175.30
80.000,85.000,0.100372,0.078656,0.122089,0.043433,0.000000,0.000000,1,175.30
100.000,85.000,0.112917,0.095843,0.129991,0.034147,0.000000,0.000000,1,126.70
100.000,45.000,0.112920,0.108666,0.117174,0.008508,0.000000,0.000000,1,126.70
100.000,45.000,0.108970,0.098551,0.119388,0.020837,0.000000,0.000000,1,126.70
100.000,45.000,0.105733,0.097152,0.114314,0.017162,0.000000,0.000000,1,126.70
100.000,45.000,0.103938,0.094906,0.112970,0.018064,0.000000,0.000000,1,126.70
100.000,45.000,0.110042,0.098187,0.121896,0.023709,0.000000,0.000000,1,126.70
100.000,45.000,0.107645,0.096228,0.119063,0.022835,0.000000,0.000000,1,126.70
100.000,45.000,0.109437,0.097943,0.120931,0.022988,0.000000,0.000000,1,126.70
100.000,45.000,0.111964,0.099875,0.124053,0.024179,0.000000,0.000000,1,126.70
100.000,45.000,0.110565,0.098419,0.122712,0.024293,0.000000,0.000000,1,126.70
100.000,45.000,0.111185,0.099684,0.122685,0.023001,0.000000,0.000000,1,126.70
80.000,85.000,0.100222,0.087328,0.113115,0.025787,0.000000,0.000000,1,126.70
80.000,85.000,0.098332,0.082354,0.114310,0.031956,0.000000,0.000000,1,126.70
80.000,85.000,0.100601,0.087640,0.113562,0.025922,0.000000,0.000000,1,126.70
80.000,85.000,0.096327,0.082198,0.110456,0.028258,0.000000,0.000000,1,126.70
80.000,85.000,0.100361,0.088466,0.112255,0.023789,0.000000,0.000000,1,126.70
80.000,85.000,0.102934,0.086772,0.119095,0.032322,0.000000,0.000000,1,126.70
80.000,85.000,0.098900,0.109407,0.088392,-0.021015,0.000000,0.000000,1,126.70
80.000,85.000,0.099230,0.106868,0.091592,-0.015276,0.000000,0.000000,1,126.70
80.000,85.000,0.100835,0.110411,0.091260,-0.019151,0.000000,0.000000,1,126.70
80.000,85.000,0.099688,0.110281,0.089096,-0.021184,0.000000,0.000000,1,126.70
60.000,60.000,0.035484,0.038438,0.032531,-0.005906,0.000000,0.000000,1,175.30
60.000,60.000,0.085813,0.032878,0.138749,0.105871,0.000000,0.000000,1,175.30
59.363,59.516,0.069460,-0.004604,0.143524,0.148129,0.000000,0.000000,1,175.30
59.363,59.516,0.121915,0.104705,0.139124,0.034419,0.000000,0.000000,1,175.30
60.738,59.691,0.111559,0.031397,0.191722,0.160324,0.000000,0.000000,1,175.30
60.738,59.691,0.192709,0.185642,0.199775,0.014133,0.000000,0.000000,1,175.30
59.899,60.794,0.061306,0.050553,0.072059,0.021506,0.000000,0.000000,1,175.30
59.899,60.794,0.040300,0.035394,0.045205,0.009811,0.000000,0.000000,1,175.30
60.000,62.500,1.061424,1.086987,1.035860,-0.051127,0.000000,0.000000,1,73.30
60.000,62.500,0.009047,-0.007086,0.025179,0.032265,0.000000,0.000000,1,73.30
60.000,62.500,0.033601,0.037914,0.029288,-0.008625,0.000000,0.000000,1,73.30
20.000,25.000,0.073006,0.056039,0.089973,0.033934,0.000000,0.000000,1,73.00
20.000,25.000,0.323398,0.313382,0.333414,0.020032,0.000000,0.000000,1,104.06
20.000,25.000,0.051867,0.041281,0.062452,0.021170,0.000000,0.000000,1,73.00
60.000,62.500,0.034170,0.011885,0.056455,0.044570,0.000000,0.000000,1,73.00
60.000,62.500,0.063989,0.025366,0.102612,0.077246,0.000000,0.000000,1,73.00
60.000,62.500,0.035139,0.010137,0.060142,0.050005,0.000000,0.000000,1,73.00
60.000,62.500,0.051399,0.010071,0.092727,0.082656,0.000000,0.000000,1,73.00
60.000,62.500,0.048431,-0.003429,0.100292,0.103720,0.000000,0.000000,1,73.00
60.000,62.500,0.065170,0.038932,0.091409,0.052477,0.000000,0.000000,1,73.00
60.000,62.500,-0.006510,-0.050118,0.037098,0.087216,0.000000,0.000000,1,73.00
60.000,62.500,-0.012426,-0.055063,0.030210,0.085274,0.000000,0.000000,1,73.00
60.000,62.500,-0.041138,-0.106867,0.024592,0.131459,0.000000,0.000000,1,73.00
60.000,62.500,0.124887,0.115128,0.134645,0.019517,0.000000,0.000000,1,73.00
60.000,100.000,0.151552,0.137915,0.165189,0.027274,0.000000,0.000000,1,73.00
60.000,100.000,0.148871,0.122568,0.175174,0.052606,0.000000,0.000000,1,73.00
60.000,100.000,0.137789,0.112801,0.162777,0.049976,0.000000,0.000000,1,73.00
60.000,100.000,0.127170,0.093938,0.160401,0.066463,0.000000,0.000000,1,73.00
60.000,100.000,0.134972,0.114489,0.155456,0.040967,0.000000,0.000000,1,73.00
20.000,25.000,0.060175,0.062496,0.057853,-0.004643,0.000000,0.000000,1,73.00
20.000,25.000,0.064447,0.053026,0.075867,0.022841,0.000000,0.000000,1,73.00
60.000,25.000,0.114221,0.202038,0.026404,-0.175633,0.000000,0.000000,1,73.00
60.000,25.000,0.006359,-0.006953,0.019672,0.026625,0.000000,0.000000,1,73.00
59.910,24.205,-0.349139,-0.349375,-0.348904,0.000471,0.000000,0.000000,1,73.00
59.910,24.205,0.128678,0.123761,0.133594,0.009833,0.000000,0.000000,1,73.00
60.733,25.320,0.080334,0.069346,0.091322,0.021976,0.000000,0.000000,1,73.00
60.733,25.320,0.067340,0.064212,0.070467,0.006254,0.000000,0.000000,1,73.00
100.000,25.000,0.071746,0.011698,0.131795,0.120097,0.000000,0.000000,1,73.00
100.000,25.000,0.127269,0.086240,0.168299,0.082059,0.000000,0.000000,1,73.00
99.679,25.733,0.029241,0.006811,0.051671,0.044860,0.000000,0.000000,1,73.00
99.679,25.733,0.045748,0.008781,0.082715,0.073934,0.000000,0.000000,1,73.00
100.000,62.500,0.076463,0.011149,0.141778,0.130629,0.000000,0.000000,1,73.00
100.000,62.500,0.055419,-0.003454,0.114292,0.117746,0.000000,0.000000,1,73.00
60.000,62.500,0.121043,0.117699,0.124387,0.006687,0.000000,0.000000,1,73.00
60.000,62.500,-0.008828,-0.056298,0.038641,0.094939,0.000000,0.000000,1,73.00
60.032,61.701,0.297675,0.383782,0.211567,-0.172214,0.000000,0.000000,1,73.00
60.032,61.701,-0.322016,-0.322949,-0.321083,0.001866,0.000000,0.000000,1,73.00
60.676,62.928,-0.001395,-0.042795,0.040005,0.082800,0.000000,0.000000,1,73.00
60.676,62.928,-0.000077,-0.057258,0.057104,0.114362,0.000000,0.000000,1,73.00
20.000,62.500,0.154950,0.273661,0.036239,-0.237421,0.000000,0.000000,1,73.00
20.000,62.500,0.007742,-0.012559,0.028043,0.040602,0.000000,0.000000,1,73.00
19.358,62.977,-0.012875,-0.015009,-0.010741,0.004269,0.000000,0.000000,1,73.00
19.358,62.977,0.107625,-0.007131,0.222380,0.229511,0.000000,0.000000,1,73.00
19.907,61.705,0.042097,0.027013,0.057181,0.030167,0.000000,0.000000,1,73.00
19.907,61.705,-0.110372,-0.088314,-0.132430,-0.044116,0.000000,0.000000,1,73.00
20.734,62.817,0.004456,-0.018088,0.027001,0.045088,0.000000,0.000000,1,73.00
20.734,62.817,0.032576,0.000294,0.064858,0.064564,0.000000,0.000000,1,73.00
60.000,100.000,0.145459,0.130418,0.160500,0.030082,0.000000,0.000000,1,73.00
60.000,100.000,0.145029,0.124613,0.165445,0.040832,0.000000,0.000000,1,73.00
60.000,100.000,0.149637,0.132446,0.166828,0.034383,0.000000,0.000000,1,73.00
60.000,100.000,0.150291,0.135790,0.164791,0.029002,0.000000,0.000000,1,73.00
60.000,100.000,0.153733,0.135021,0.172445,0.037424,0.000000,0.000000,1,73.00
60.000,100.000,0.124173,0.127588,0.120757,-0.006832,0.000000,0.000000,1,73.00
60.000,100.000,0.141140,0.122844,0.159435,0.036592,0.000000,0.000000,1,73.00
60.000,100.000,0.107741,0.097839,0.117643,0.019804,0.000000,0.000000,1,73.00
60.000,100.000,0.127378,0.093872,0.160885,0.067013,0.000000,0.000000,1,73.00
60.000,100.000,0.017058,-0.011770,0.045886,0.057656,0.000000,0.000000,1,73.00
60.000,100.000,0.120292,0.106655,0.133928,0.027273,0.000000,0.000000,1,73.00
60.000,100.000,0.100829,0.079807,0.121851,0.042043,0.000000,0.000000,1,73.00
60.000,100.000,0.118518,0.114972,0.122065,0.007093,0.000000,0.000000,1,73.00
60.785,100.000,-0.111290,-0.118869,-0.103712,0.015157,0.000000,0.000000,1,81.36
60.785,100.000,0.094157,0.082108,0.106205,0.024097,0.000000,0.000000,1,70.40
60.785,100.000,0.050830,0.031286,0.070374,0.039089,0.000000,0.000000,1,71.88
60.785,100.000,-0.040016,-0.070377,-0.009654,0.060723,0.000000,0.000000,1,71.75
60.000,100.000,0.161062,0.154942,0.167181,0.012238,0.000000,0.000000,1,73.00
60.000,100.000,0.160672,0.150429,0.170915,0.020486,0.000000,0.000000,1,73.00
60.000,100.000,0.058271,-0.000921,0.117463,0.118383,0.000000,0.000000,1,73.00
60.000,100.000,0.089711,0.024567,0.154854,0.130287,0.000000,0.000000,1,73.00
60.000,100.000,0.097582,0.046724,0.148440,0.101716,0.000000,0.000000,1,73.00
60.000,100.000,0.204607,0.195280,0.213934,0.018654,0.000000,0.000000,1,73.00
60.000,100.000,0.198844,0.186807,0.210881,0.024074,0.000000,0.000000,1,73.00
60.000,100.000,0.194936,0.183677,0.206195,0.022518,0.000000,0.000000,1,73.00
60.000,100.000,0.190586,0.179212,0.201960,0.022748,0.000000,0.000000,1,73.00
60.000,100.000,0.167572,0.194229,0.140915,-0.053314,0.000000,0.000000,1,73.00
60.000,100.000,0.202199,0.207571,0.196827,-0.010744,0.000000,0.000000,1,73.00
60.000,100.000,0.178547,0.170177,0.186916,0.016739,0.000000,0.000000,1,73.00
60.000,100.000,0.057184,0.032024,0.082343,0.050318,0.000000,0.000000,1,71.60
60.000,100.000,0.075780,0.026096,0.125464,0.099368,0.000000,0.000000,1,71.60
60.000,100.000,0.088312,0.034651,0.141974,0.107323,0.000000,0.000000,1,71.60
60.000,100.000,-0.150229,-0.174402,-0.126055,0.048347,0.000000,0.000000,1,73.00
60.000,100.000,0.132978,0.129221,0.136736,0.007515,0.000000,0.000000,1,73.00
80.785,25.000,0.196621,0.272430,0.120812,-0.151618,0.000000,0.000000,1,73.41
80.785,25.000,0.182294,0.130049,0.234539,0.104490,0.000000,0.000000,1,117.15
80.785,25.000,0.624132,0.628262,0.620001,-0.008260,0.000000,0.000000,1,92.16
80.785,25.000,0.106410,0.065578,0.147241,0.081663,0.000000,0.000000,1,73.41
80.785,25.000,0.486179,0.514548,0.457809,-0.056739,0.000000,0.000000,1,92.16
80.785,25.000,0.112631,0.117114,0.108148,-0.008967,0.000000,0.000000,1,117.15
80.785,25.000,0.565466,0.504918,0.626013,0.121094,0.000000,0.000000,1,92.16
80.785,25.000,0.094957,0.067101,0.122813,0.055711,0.000000,0.000000,1,73.41
80.785,25.000,0.154830,0.148608,0.161053,0.012445,0.000000,0.000000,1,117.15
80.785,30.000,0.115568,0.103545,0.127591,0.024046,0.000000,0.000000,1,71.88
80.785,30.000,0.156663,0.145912,0.167414,0.021502,0.000000,0.000000,1,118.75
80.785,30.000,0.624054,0.644658,0.603450,-0.041208,0.000000,0.000000,1,87.50
80.785,30.000,0.112942,0.102045,0.123839,0.021794,0.000000,0.000000,1,71.88
80.785,30.000,0.679404,0.663656,0.695152,0.031496,0.000000,0.000000,1,87.50
80.785,30.000,0.276952,0.303869,0.250036,-0.053834,0.000000,0.000000,1,118.75
80.785,30.000,0.666262,0.667383,0.665142,-0.002241,0.000000,0.000000,1,87.50
80.785,30.000,0.104616,0.086689,0.122544,0.035855,0.000000,0.000000,1,71.88
80.785,30.000,0.124330,0.086010,0.162650,0.076640,0.000000,0.000000,1,118.75
80.785,30.000,0.089191,0.087458,0.090924,0.003466,0.000000,0.000000,1,71.88
80.785,30.000,0.160002,0.199199,0.120805,-0.078394,0.000000,0.000000,1,73.45
80.785,30.000,0.096917,0.097788,0.096045,-0.001743,0.000000,0.000000,1,54.70
80.785,30.000,0.136843,0.135825,0.137860,0.002035,0.000000,0.000000,1,117.21
80.785,30.000,0.111636,0.106770,0.116502,0.009732,0.000000,0.000000,1,73.45
80.785,30.000,0.139888,0.144540,0.135237,-0.009302,0.000000,0.000000,1,117.21
80.785,30.000,0.134200,0.115320,0.153079,0.037759,0.000000,0.000000,1,54.70
80.785,30.000,0.201086,0.142133,0.260040,0.117907,0.000000,0.000000,1,117.21
80.785,30.000,0.121683,0.121587,0.121779,0.000192,0.000000,0.000000,1,73.45
80.785,30.000,0.104696,0.095641,0.113752,0.018112,0.000000,0.000000,1,54.70
80.785,30.000,0.118705,0.107864,0.129546,0.021683,0.000000,0.000000,1,54.70
80.000,30.000,0.131032,0.106566,0.155498,0.048932,0.000000,0.000000,1,71.60
80.000,30.000,0.157193,0.139988,0.174399,0.034412,0.000000,0.000000,1,71.60
80.000,30.000,0.165407,0.162524,0.168289,0.005765,0.000000,0.000000,1,71.60
80.000,30.000,0.112456,0.113224,0.111687,-0.001537,0.000000,0.000000,1,71.60
80.000,30.000,0.119255,0.122068,0.116443,-0.005625,0.000000,0.000000,1,71.60
80.000,30.000,0.141160,0.135675,0.146645,0.010970,0.000000,0.000000,1,54.70
80.000,30.000,0.136843,0.124908,0.148778,0.023870,0.000000,0.000000,1,54.70
80.000,30.000,0.130206,0.115242,0.145171,0.029928,0.000000,0.000000,1,54.70
80.000,30.000,0.127369,0.114228,0.140509,0.026281,0.000000,0.000000,1,54.70
80.000,30.000,0.123318,0.108407,0.138228,0.029821,0.000000,0.000000,1,54.70
80.000,30.000,0.158709,0.147043,0.170375,0.023332,0.000061,0.002042,3,54.70
80.000,30.000,0.152600,0.141733,0.163468,0.021735,0.008376,0.002633,3,54.70
80.000,30.000,0.153158,0.142072,0.164244,0.022172,0.004142,0.002124,3,54.70
29.535,29.349,0.044380,0.036126,0.052633,0.016506,0.000000,0.000000,1,54.70
29.326,29.570,0.100694,0.087477,0.113910,0.026432,0.000000,0.000000,1,54.70
30.000,30.000,0.071830,0.058165,0.085495,0.027330,0.000000,0.000000,1,54.70
30.000,30.000,0.066466,0.054314,0.078617,0.024303,0.000000,0.000000,1,54.70
30.000,30.000,0.053723,0.041405,0.066041,0.024636,0.000000,0.000000,1,54.70
30.000,30.000,0.048463,0.036853,0.060072,0.023220,0.000000,0.000000,1,54.70
29.552,29.338,0.066956,0.054021,0.079892,0.025871,0.000000,0.000000,1,54.70
30.000,30.000,0.075608,0.051340,0.099875,0.048535,0.000000,0.000000,1,54.70
90.000,30.000,-0.110638,-0.158380,-0.062895,0.095485,0.000000,0.000000,1,54.70
90.000,30.000,0.098160,0.085024,0.111296,0.026271,0.000000,0.000000,1,54.70
90.000,30.000,0.091247,0.077469,0.105025,0.027557,0.000000,0.000000,1,54.70
90.000,30.000,0.088067,0.072278,0.103856,0.031578,0.000000,0.000000,1,54.70
90.000,30.000,0.092189,0.081835,0.102543,0.020709,0.000000,0.000000,1,54.70
60.000,60.000,0.068770,0.059292,0.078249,0.018957,0.000000,0.000000,1,54.70
60.507,60.619,0.050472,0.038738,0.062207,0.023468,0.000000,0.000000,1,54.70
59.711,60.746,0.068810,0.061075,0.076545,0.015470,0.000000,0.000000,1,54.70
59.319,59.581,0.050299,0.037140,0.063457,0.026317,0.000000,0.000000,1,54.70
60.000,60.000,0.062457,0.049908,0.075006,0.025098,0.000000,0.000000,1,54.70
30.000,90.000,0.065373,0.052640,0.078105,0.025465,0.000000,0.000000,1,54.70
30.000,90.000,0.133318,0.187880,0.078755,-0.109125,0.000000,0.000000,1,54.70
29.507,89.370,0.080672,0.069299,0.092046,0.022748,0.000000,0.000000,1,54.70
30.000,90.000,0.068613,0.056546,0.080679,0.024132,0.000000,0.000000,1,54.70
30.000,90.000,0.075456,0.067516,0.083397,0.015881,0.000000,0.000000,1,54.70
90.000,90.000,0.095517,0.082475,0.108559,0.026084,0.000000,0.000000,1,54.70
90.000,90.000,0.098999,0.091980,0.106018,0.014038,0.000000,0.000000,1,54.70
90.000,90.000,0.103746,0.097040,0.110451,0.013411,0.000000,0.000000,1,54.70
90.000,90.000,0.079362,0.071004,0.087719,0.016715,0.000000,0.000000,1,54.70
90.000,90.000,0.095792,0.079489,0.112095,0.032607,0.000000,0.000000,1,54.70
30.000,20.000,1.901444,1.859910,1.942979,0.083069,0.000000,0.000000,1,54.70,verify00227.csv
30.000,20.000,0.016275,0.001939,0.030612,0.028674,0.000000,0.000000,1,54.70,verify00228.csv
30.000,20.000,0.018586,0.007805,0.029368,0.021563,0.000000,0.000000,1,54.70,verify00229.csv
30.000,20.000,0.018333,0.008109,0.028557,0.020448,0.000000,0.000000,1,54.70,verify00230.csv
29.990,20.800,0.023971,0.011454,0.036488,0.025034,0.000000,0.000000,1,54.70,verify00232.csv
60.000,20.000,0.072739,0.062613,0.082865,0.020251,0.000000,0.000000,1,54.70,verify00233.csv
60.000,20.000,0.067571,0.056118,0.079024,0.022906,0.000000,0.000000,1,54.70,verify00234.csv
60.000,20.000,0.067193,0.056869,0.077517,0.020648,0.000000,0.000000,1,54.70,verify00235.csv
60.000,20.000,0.075201,0.068900,0.081502,0.012602,0.000000,0.000000,1,54.70,verify00236.csv
59.286,19.640,0.043947,0.030275,0.057619,0.027343,0.000000,0.000000,1,54.70,verify00240.csv
90.000,20.000,0.112064,0.102560,0.121568,0.019008,0.000000,0.000000,1,54.70,verify00241.csv
90.000,20.000,0.111943,0.103840,0.120047,0.016207,0.000000,0.000000,1,54.70,verify00242.csv
90.000,20.000,0.113341,0.106400,0.120281,0.013881,0.000000,0.000000,1,54.70,verify00243.csv
90.000,20.000,0.106138,0.091963,0.120312,0.028349,0.000000,0.000000,1,54.70,verify00244.csv
90.000,20.000,0.109710,0.095961,0.123460,0.027500,0.000000,0.000000,1,54.70,verify00245.csv
30.000,45.000,-0.058564,-0.080813,-0.036315,0.044498,0.000000,0.000000,1,54.70,verify00247.csv
30.000,45.000,0.056774,0.046083,0.067464,0.021382,0.000000,0.000000,1,54.70,verify00248.csv
30.000,45.000,0.131875,0.180960,0.082789,-0.098171,0.000000,0.000000,1,54.70,verify00249.csv
30.000,45.000,0.065692,0.054180,0.077204,0.023024,0.000000,0.000000,1,54.70,verify00250.csv
30.000,45.000,0.135340,0.194860,0.075820,-0.119040,0.000000,0.000000,1,54.70,verify00251.csv
60.000,45.000,0.087343,0.074369,0.100318,0.025949,0.000000,0.000000,1,54.70,verify00252.csv
59.290,44.631,0.079256,0.067829,0.090682,0.022853,0.000000,0.000000,1,54.70,verify00255.csv
60.000,45.000,0.084071,0.072220,0.095922,0.023703,0.000000,0.000000,1,54.70,verify00258.csv
60.000,45.000,0.076140,0.062781,0.089499,0.026718,0.000000,0.000000,1,54.70,verify00259.csv
60.000,45.000,0.083126,0.069915,0.096336,0.026422,0.000000,0.000000,1,54.70,verify00262.csv
90.000,45.000,0.101386,0.090655,0.112118,0.021464,0.000000,0.000000,1,54.70,verify00264.csv
90.000,45.000,0.109106,0.111760,0.106452,-0.005308,0.000000,0.000000,1,54.70,verify00265.csv
90.000,45.000,0.099056,0.087811,0.110301,0.022490,0.000000,0.000000,1,54.70,verify00266.csv
90.000,45.000,0.094640,0.082188,0.107092,0.024904,0.000000,0.000000,1,54.70,verify00267.csv
90.000,45.000,0.097113,0.085167,0.109059,0.023892,0.000000,0.000000,1,54.70,verify00268.csv
30.000,70.000,0.097771,0.091340,0.104202,0.012862,0.000000,0.000000,1,54.70,verify00269.csv
30.798,69.940,0.085863,0.073219,0.098508,0.025289,0.000000,0.000000,1,54.70,verify00272.csv
30.000,70.000,0.096048,0.084823,0.107273,0.022450,0.000000,0.000000,1,54.70,verify00273.csv
30.000,70.000,0.096281,0.087005,0.105558,0.018553,0.000000,0.000000,1,54.70,verify00274.csv
30.000,70.000,0.093470,0.082927,0.104013,0.021086,0.000000,0.000000,1,54.70,verify00275.csv
60.000,70.000,0.193409,0.246840,0.139979,-0.106861,0.000000,0.000000,1,54.70,verify00277.csv
60.163,69.217,0.130776,0.117282,0.144270,0.026988,0.000000,0.000000,1,54.70,verify00279.csv
60.000,70.000,0.126448,0.113931,0.138964,0.025032,0.000000,0.000000,1,54.70,verify00280.csv
60.000,70.000,0.123757,0.110124,0.137390,0.027266,0.000000,0.000000,1,54.70,verify00281.csv
60.000,70.000,0.127728,0.114890,0.140566,0.025676,0.000000,0.000000,1,54.70,verify00282.csv
90.000,70.000,0.124128,0.115060,0.133195,0.018135,0.000000,0.000000,1,54.70,verify00283.csv
90.000,70.000,0.126616,0.115520,0.137711,0.022191,0.000000,0.000000,1,54.70,verify00284.csv
90.000,70.000,0.105657,0.070437,0.140877,0.070440,0.000000,0.000000,1,54.70,verify00285.csv
90.000,70.000,0.139853,0.131340,0.148366,0.017026,0.000000,0.000000,1,54.70,verify00286.csv
90.000,70.000,0.143977,0.130146,0.157809,0.027663,0.000000,0.000000,1,54.70,verify00289.csv
30.000,95.000,0.147876,0.189140,0.106613,-0.082527,0.000000,0.000000,1,54.70,verify00291.csv
30.000,95.000,0.100845,0.090173,0.111517,0.021344,0.000000,0.000000,1,54.70,verify00292.csv
30.000,95.000,0.100820,0.089101,0.112538,0.023437,0.000000,0.000000,1,54.70,verify00293.csv
30.511,95.616,0.030148,0.012403,0.047894,0.035491,0.000000,0.000000,1,54.70,verify00295.csv
30.000,95.000,0.098330,0.087038,0.109622,0.022584,0.000000,0.000000,1,54.70,verify00296.csv
90.000,95.000,0.114997,0.103578,0.126416,0.022838,0.000000,0.000000,1,54.70,verify00297.csv
90.000,95.000,0.117041,0.104095,0.129987,0.025892,0.000000,0.000000,1,54.70,verify00298.csv
89.283,94.645,0.111031,0.104480,0.117582,0.013102,0.000000,0.000000,1,54.70,verify00300.csv
90.000,95.000,0.115305,0.109480,0.121130,0.011650,0.000000,0.000000,1,54.70,verify00301.csv
90.000,95.000,0.114751,0.107300,0.122203,0.014903,0.000000,0.000000,1,54.70,verify00302.csv
75.000,85.000,0.120503,0.109639,0.131367,0.021728,0.000000,0.000000,1,54.70,verify00304.csv
75.000,85.000,0.120005,0.108656,0.131354,0.022698,0.000000,0.000000,1,54.70,verify00305.csv
75.000,85.000,0.119330,0.112620,0.126041,0.013421,0.000000,0.000000,1,54.70,verify00306.csv
75.000,85.000,0.130202,0.130480,0.129923,-0.000557,0.000000,0.000000,1,54.70,verify00307.csv
75.000,85.000,0.116689,0.105176,0.128202,0.023027,0.000000,0.000000,1,54.70,verify00308.csv
60.785,60.000,0.012963,-0.010386,0.036311,0.046697,0.000000,0.000000,1,72.06,verify00309.csv
60.785,60.000,0.117466,0.200547,0.034385,-0.166162,0.000000,0.000000,1,93.99,verify00311.csv
60.785,60.000,0.582791,0.593189,0.572393,-0.020796,0.000000,0.000000,1,100.26,verify00313.csv
60.785,60.000,0.088286,0.089556,0.087016,-0.002539,0.000000,0.000000,1,87.73,verify00314.csv
60.785,60.000,-0.008838,-0.074331,0.056655,0.130986,0.000000,0.000000,1,72.06,verify00315.csv
60.785,60.000,0.125144,0.149536,0.100752,-0.048784,0.000000,0.000000,1,87.73,verify00316.csv
60.785,60.000,0.128418,0.051393,0.205442,0.154049,0.000000,0.000000,1,93.99,verify00318.csv
60.785,60.000,0.577417,0.636160,0.518675,-0.117485,0.000000,0.000000,1,100.26,verify00320.csv
60.785,60.000,0.091372,0.081915,0.100829,0.018914,0.000000,0.000000,1,87.73,verify00322.csv
60.785,60.000,-0.055507,-0.152598,0.041585,0.194183,0.000000,0.000000,1,72.06,verify00323.csv
60.785,60.000,0.085452,0.052000,0.118904,0.066904,0.000000,0.000000,1,93.99,verify00324.csv
30.000,45.000,0.021136,0.011459,0.030812,0.019353,0.008558,0.003920,5,72.10,verify00325.csv
30.000,45.000,0.015174,0.003045,0.027304,0.024259,0.004835,0.004309,5,72.10,verify00326.csv
30.000,45.000,0.013102,0.000798,0.025405,0.024607,0.003292,0.010903,5,72.10,verify00327.csv
30.000,45.000,0.015194,0.000243,0.030146,0.029903,0.004785,0.005028,5,72.10,verify00328.csv
30.000,45.000,0.016406,0.000834,0.031978,0.031143,0.001946,0.004208,5,72.10,verify00329.csv
60.000,60.000,0.029793,0.016849,0.042737,0.025888,0.013406,0.015838,5,72.10,verify00330.csv
60.000,60.000,0.067621,0.059296,0.075946,0.016650,0.011153,0.011458,5,72.10,verify00331.csv
60.000,60.000,0.082104,0.070087,0.094121,0.024034,0.019880,0.013717,5,72.10,verify00332.csv
60.000,60.000,0.083258,0.071523,0.094992,0.023470,0.006226,0.002632,5,72.10,verify00333.csv
59.202,60.054,0.103496,0.095968,0.111023,0.015055,0.047127,0.010357,5,72.10,verify00335.csv
90.000,45.000,0.052953,0.034294,0.071611,0.037317,0.022339,0.013066,5,72.10,verify00336.csv
90.000,45.000,0.080647,0.065713,0.095582,0.029869,0.013203,0.003651,5,72.10,verify00337.csv
90.000,45.000,0.081310,0.066848,0.095773,0.028925,0.008626,0.005650,5,72.10,verify00338.csv
