x,y,z_reported,z_down,z_up,bias,down_spread,up_spread,reps,freq
60.000,60.000,-0.017125,0.076211,-0.110461,-0.186672,0.000000,0.000000,1,213.60
60.000,60.000,-0.009686,0.067042,-0.086414,-0.153456,0.000000,0.000000,1,213.60
60.000,60.000,-0.001345,0.068977,-0.071667,-0.140644,0.000000,0.000000,1,213.60
60.000,60.000,-0.014556,0.069216,-0.098328,-0.167544,0.000000,0.000000,1,213.60
60.000,60.000,-0.013659,0.066939,-0.094258,-0.161197,0.000000,0.000000,1,213.60
60.000,60.000,-0.001125,0.069241,-0.071492,-0.140733,0.000000,0.000000,1,213.60
60.000,60.000,-0.005458,0.069799,-0.080716,-0.150516,0.000000,0.000000,1,213.60
60.000,60.000,-0.005512,0.069907,-0.080930,-0.150837,0.000000,0.000000,1,213.60
60.000,60.000,-0.019823,0.070761,-0.110406,-0.181167,0.000000,0.000000,1,213.60
60.000,60.000,0.006077,0.071425,-0.059271,-0.130697,0.000000,0.000000,1,213.60
60.000,60.000,-0.004370,0.068970,-0.077711,-0.146681,0.000000,0.000000,1,213.60
60.000,60.000,0.007348,0.070539,-0.055844,-0.126382,0.000000,0.000000,1,213.60
60.000,60.000,-0.002635,0.070146,-0.075417,-0.145563,0.000000,0.000000,1,213.60
60.000,60.000,-0.013650,0.067867,-0.095168,-0.163035,0.000000,0.000000,1,213.60
60.000,60.000,-0.019659,0.069118,-0.108436,-0.177554,0.000000,0.000000,1,213.60
60.000,60.000,-0.008962,0.070068,-0.087993,-0.158062,0.000000,0.000000,1,213.60
60.000,60.000,-0.005443,0.070796,-0.081683,-0.152479,0.000000,0.000000,1,213.60
60.000,60.000,0.004118,0.071931,-0.063694,-0.135625,0.000000,0.000000,1,213.60
60.000,60.000,-0.022911,-0.043441,-0.002382,0.041059,0.000000,0.000000,1,213.60
60.000,60.000,0.025842,-0.019858,0.071541,0.091399,0.000000,0.000000,1,213.60
60.000,60.000,0.532617,0.379401,0.685833,0.306433,0.000000,0.000000,1,213.60
60.000,60.000,1.092554,1.217653,0.967455,-0.250198,0.000000,0.000000,1,213.60
60.000,60.000,0.081033,0.081734,0.080333,-0.001401,0.000000,0.000000,1,213.60
60.000,60.000,0.072850,0.074368,0.071333,-0.003036,0.000000,0.000000,1,213.60
60.000,60.000,0.073202,0.072402,0.074001,0.001599,0.000000,0.000000,1,213.60
60.000,60.000,0.071416,0.071431,0.071400,-0.000031,0.000000,0.000000,1,213.60
60.000,60.000,1.215342,1.310010,1.120673,-0.189337,0.000000,0.000000,1,213.60
60.000,60.000,2.007118,2.047418,1.966818,-0.080600,0.000000,0.000000,1,213.60
60.553,59.422,-0.015667,0.086801,-0.118135,-0.204936,0.000000,0.000000,1,213.60
60.000,60.000,0.076217,0.076441,0.075993,-0.000448,0.000000,0.000000,1,213.60
60.000,60.000,0.079108,0.076094,0.082122,0.006028,0.000000,0.000000,1,213.60
59.668,60.728,0.069657,0.064876,0.074437,0.009562,0.000000,0.000000,1,213.60
60.743,60.000,0.078632,0.081543,0.075721,-0.005822,0.000000,0.000000,1,205.30
60.743,60.000,0.085991,0.079605,0.092377,0.012772,0.000000,0.000000,1,205.30
60.000,60.000,0.072784,0.069371,0.076197,0.006826,0.000000,0.000000,1,205.30
60.000,60.000,0.069539,0.059287,0.079791,0.020504,0.000000,0.000000,1,205.30
60.000,60.000,0.062486,0.056311,0.068661,0.012350,0.000000,0.000000,1,205.30
60.000,60.000,0.559748,0.717675,0.401821,-0.315854,0.000000,0.000000,1,205.30
60.000,60.000,1.644007,1.756812,1.531202,-0.225610,0.000000,0.000000,1,205.30
60.084,59.204,0.072039,0.065130,0.078948,0.013818,0.000000,0.000000,1,205.30
60.000,60.000,1.851585,1.849756,1.853415,0.003659,0.000000,0.000000,1,205.30
60.000,60.000,0.067474,0.061806,0.073142,0.011335,0.000000,0.000000,1,205.30
60.000,60.000,0.068693,0.057565,0.079820,0.022255,0.000000,0.000000,1,205.30
60.000,60.000,1.914032,1.924878,1.903186,-0.021692,0.000000,0.000000,1,205.30
60.000,60.000,1.673313,1.778191,1.568435,-0.209756,0.000000,0.000000,1,205.30
60.000,60.000,2.001252,2.139241,1.863263,-0.275978,0.000000,0.000000,1,205.30
60.000,60.000,2.062927,2.214756,1.911098,-0.303659,0.000000,0.000000,1,205.30
60.777,60.192,2.006922,2.096528,1.917317,-0.179211,0.000000,0.000000,1,205.30
60.212,59.229,0.073622,0.066784,0.080460,0.013676,0.000000,0.000000,1,205.30
59.212,60.135,2.118304,2.263065,1.973543,-0.289521,0.000000,0.000000,1,205.30
60.000,60.000,0.071628,0.063518,0.079737,0.016219,0.000000,0.000000,1,205.30
60.000,60.000,0.066006,0.055919,0.076092,0.020173,0.000000,0.000000,1,205.30
60.000,60.000,0.728320,0.861857,0.594783,-0.267073,0.000000,0.000000,1,205.30
60.000,60.000,0.073037,0.068010,0.078063,0.010053,0.000000,0.000000,1,205.30
60.000,60.000,0.067758,0.061097,0.074420,0.013323,0.000000,0.000000,1,205.30
60.000,60.000,0.068357,0.060334,0.076380,0.016046,0.000000,0.000000,1,205.30
60.000,60.000,0.070194,0.061196,0.079193,0.017997,0.000000,0.000000,1,205.30
60.000,60.000,0.069104,0.058703,0.079504,0.020802,0.000000,0.000000,1,205.30
60.000,60.000,0.379390,0.472683,0.286098,-0.186585,0.000000,0.000000,1,205.30
60.000,60.000,0.453421,0.453421,0.453421,0.000000,0.000000,0.000000,1,205.30
60.000,60.000,1.479871,1.461578,1.498164,0.036585,0.000000,0.000000,1,205.30
60.000,60.000,1.769536,1.950634,1.588439,-0.362195,0.000000,0.000000,1,205.30
59.206,59.902,1.887507,2.016800,1.758215,-0.258586,0.000000,0.000000,1,205.30
64.720,60.000,-0.010732,-0.020079,-0.001385,0.018694,0.000000,0.000000,1,64.17
64.720,60.000,0.090293,0.088369,0.092218,0.003849,0.000000,0.000000,1,186.25
64.720,60.000,0.089117,0.087192,0.091042,0.003850,0.000000,0.000000,1,181.55
64.720,60.000,-0.081396,-0.075687,-0.087105,-0.011418,0.000000,0.000000,1,200.33
64.720,60.000,0.027903,0.012209,0.043597,0.031388,0.000000,0.000000,1,64.17
64.720,60.000,1.367067,1.522893,1.211242,-0.311651,0.000000,0.000000,1,200.33
64.720,60.000,0.095312,0.093584,0.097040,0.003455,0.000000,0.000000,1,181.55
64.720,60.000,0.090220,0.089654,0.090786,0.001132,0.000000,0.000000,1,186.25
64.720,60.000,0.090098,0.087088,0.093108,0.006021,0.000000,0.000000,1,181.55
64.720,60.000,0.088770,0.082050,0.095490,0.013440,0.000000,0.000000,1,200.33
64.720,60.000,0.035182,0.019450,0.050914,0.031464,0.000000,0.000000,1,64.17
64.720,60.000,0.085352,0.089025,0.081679,-0.007345,0.000000,0.000000,1,186.25
64.720,60.000,0.087803,0.089648,0.085959,-0.003689,0.000000,0.000000,1,186.25
60.552,59.421,0.093072,0.098777,0.087366,-0.011411,0.000000,0.000000,1,186.20
60.000,60.000,-0.015795,0.092406,-0.123996,-0.216403,0.000000,0.000000,1,186.20
60.591,60.539,0.093805,0.101678,0.085932,-0.015746,0.000000,0.000000,1,186.20
60.000,60.000,0.085976,0.084575,0.087376,0.002801,0.000000,0.000000,1,186.20
60.000,60.000,0.082017,0.080543,0.083490,0.002948,0.000000,0.000000,1,186.20
60.000,60.000,0.086974,0.089810,0.084137,-0.005673,0.000000,0.000000,1,186.20
60.000,60.000,0.088085,0.087054,0.089116,0.002062,0.000000,0.000000,1,186.20
60.000,60.000,0.090434,0.086770,0.094097,0.007328,0.000000,0.000000,1,186.20
60.000,60.000,0.087150,0.085553,0.088746,0.003193,0.000000,0.000000,1,186.20
60.000,60.000,0.087772,0.082477,0.093067,0.010590,0.000000,0.000000,1,186.20
60.000,60.000,0.091020,0.087961,0.094079,0.006119,0.000000,0.000000,1,186.20
60.000,60.000,0.090057,0.087040,0.093074,0.006034,0.000000,0.000000,1,186.20
60.000,60.000,0.091888,0.085319,0.098458,0.013138,0.000000,0.000000,1,186.20
60.000,60.000,0.098747,0.094655,0.102840,0.008186,0.000000,0.000000,1,186.20
60.000,60.000,0.100033,0.102387,0.097678,-0.004708,0.000000,0.000000,1,186.20
60.000,60.000,0.101308,0.103638,0.098977,-0.004660,0.000000,0.000000,1,186.20
60.000,60.000,0.096510,0.095568,0.097452,0.001884,0.000000,0.000000,1,186.20
60.000,60.000,0.094165,0.094372,0.093957,-0.000416,0.000000,0.000000,1,186.20
60.000,60.000,0.095258,0.095582,0.094935,-0.000647,0.000000,0.000000,1,186.20
60.000,60.000,0.095609,0.095274,0.095944,0.000670,0.000000,0.000000,1,186.20
60.000,60.000,0.096233,0.094765,0.097702,0.002937,0.000000,0.000000,1,186.20
60.000,60.000,0.095602,0.094110,0.097095,0.002985,0.000000,0.000000,1,186.20
60.000,60.000,0.099189,0.096642,0.101736,0.005094,0.000000,0.000000,1,186.20
60.000,60.000,0.096415,0.095508,0.097323,0.001815,0.000000,0.000000,1,186.20
60.000,60.000,0.096354,0.093992,0.098717,0.004725,0.000000,0.000000,1,186.20
60.000,60.000,0.097054,0.095640,0.098467,0.002827,0.000000,0.000000,1,186.20
60.000,60.000,0.097472,0.096765,0.098179,0.001414,0.000000,0.000000,1,186.20
60.000,60.000,0.104879,0.103849,0.105909,0.002060,0.000000,0.000000,1,186.20
60.000,60.000,0.100026,0.103207,0.096845,-0.006361,0.000000,0.000000,1,186.20
60.000,60.000,0.098966,0.098270,0.099661,0.001391,0.000000,0.000000,1,186.20
60.000,60.000,0.102579,0.101088,0.104069,0.002982,0.000000,0.000000,1,186.20
60.000,60.000,0.102007,0.098016,0.105997,0.007982,0.000000,0.000000,1,186.20
60.000,60.000,0.099103,0.096897,0.101309,0.004413,0.000000,0.000000,1,186.20
60.000,60.000,0.102933,0.100720,0.105145,0.004425,0.000000,0.000000,1,186.20
60.000,60.000,0.101177,0.098518,0.103837,0.005319,0.000000,0.000000,1,186.20
60.000,60.000,0.101657,0.099539,0.103775,0.004236,0.000000,0.000000,1,186.20
60.000,60.000,0.098826,0.099629,0.098023,-0.001606,0.000000,0.000000,1,186.20
60.000,60.000,0.102827,0.101477,0.104176,0.002699,0.000000,0.000000,1,186.20
60.000,60.000,0.101312,0.099867,0.102756,0.002889,0.000000,0.000000,1,186.20
60.000,60.000,0.101453,0.101111,0.101796,0.000685,0.000000,0.000000,1,186.20
60.000,60.000,0.101024,0.100666,0.101382,0.000716,0.000000,0.000000,1,186.20
60.000,60.000,0.103075,0.102001,0.104150,0.002149,0.000000,0.000000,1,186.20
60.000,60.000,0.101227,0.098619,0.103835,0.005216,0.000000,0.000000,1,186.20
60.000,60.000,0.102878,0.100492,0.105264,0.004772,0.000000,0.000000,1,186.20
60.000,60.000,0.102267,0.099017,0.105516,0.006499,0.000000,0.000000,1,186.20
60.000,60.000,0.105999,0.102541,0.109457,0.006915,0.000000,0.000000,1,186.20
60.000,60.000,0.102569,0.100098,0.105040,0.004942,0.000000,0.000000,1,186.20
60.000,60.000,0.103149,0.099242,0.107057,0.007815,0.000000,0.000000,1,186.20
60.000,60.000,0.104335,0.100186,0.108485,0.008299,0.000000,0.000000,1,186.20
60.000,60.000,0.103245,0.100290,0.106200,0.005910,0.000000,0.000000,1,186.20
60.000,60.000,0.104414,0.100376,0.108453,0.008077,0.000000,0.000000,1,186.20
60.000,60.000,0.103776,0.100557,0.106994,0.006437,0.000000,0.000000,1,186.20
60.000,60.000,0.104863,0.102783,0.106942,0.004160,0.000000,0.000000,1,186.20
60.000,60.000,0.105670,0.101580,0.109760,0.008179,0.000000,0.000000,1,186.20
60.000,60.000,0.103880,0.099002,0.108757,0.009755,0.000000,0.000000,1,186.20
60.000,60.000,0.104095,0.100866,0.107324,0.006458,0.000000,0.000000,1,186.20
60.000,60.000,0.104094,0.101273,0.106915,0.005642,0.000000,0.000000,1,186.20
60.000,60.000,0.106558,0.102936,0.110180,0.007244,0.000000,0.000000,1,186.20
60.000,60.000,0.103401,0.101525,0.105278,0.003753,0.000000,0.000000,1,186.20
60.000,60.000,0.102267,0.100933,0.103600,0.002667,0.000000,0.000000,1,186.20
60.769,60.220,0.112666,0.119452,0.105879,-0.013573,0.000000,0.000000,1,186.20
60.000,60.000,0.090102,0.095492,0.084712,-0.010780,0.000000,0.000000,1,186.20
60.000,60.000,0.092255,0.093404,0.091106,-0.002298,0.000000,0.000000,1,186.20
60.000,60.000,0.089985,0.093496,0.086474,-0.007022,0.000000,0.000000,1,186.20
60.000,60.000,0.084152,0.090807,0.077497,-0.013311,0.000000,0.000000,1,186.20
60.000,60.000,0.089155,0.091330,0.086980,-0.004350,0.000000,0.000000,1,186.20
60.000,60.000,0.089099,0.099181,0.079018,-0.020163,0.000000,0.000000,1,186.20
60.000,60.000,0.086492,0.093845,0.079139,-0.014706,0.000000,0.000000,1,186.20
60.309,60.738,0.110583,0.112909,0.108257,-0.004653,0.000000,0.000000,1,186.20
60.000,60.000,0.090930,0.099790,0.082070,-0.017720,0.000000,0.000000,1,186.20
60.000,60.000,0.097021,0.100351,0.093691,-0.006660,0.000000,0.000000,1,186.20
60.000,60.000,0.092875,0.094422,0.091327,-0.003095,0.000000,0.000000,1,186.20
60.000,60.000,0.185712,0.277206,0.094218,-0.182987,0.000000,0.000000,1,186.20
60.000,60.000,0.092722,0.094441,0.091002,-0.003438,0.000000,0.000000,1,186.20
59.255,59.707,0.112175,0.110105,0.114245,0.004140,0.000000,0.000000,1,186.20
60.000,60.000,0.093728,0.097903,0.089552,-0.008351,0.000000,0.000000,1,186.20
60.000,60.000,0.094035,0.096445,0.091625,-0.004820,0.000000,0.000000,1,186.20
60.000,60.000,0.097694,0.096812,0.098576,0.001764,0.000000,0.000000,1,186.20
60.000,60.000,0.096719,0.096910,0.096527,-0.000383,0.000000,0.000000,1,186.20
60.000,60.000,0.093607,0.096830,0.090384,-0.006447,0.000000,0.000000,1,186.20
59.314,60.412,0.099655,0.103157,0.096153,-0.007004,0.000000,0.000000,1,186.20
60.000,60.000,0.087306,0.092970,0.081643,-0.011327,0.000000,0.000000,1,186.20
60.000,60.000,0.089534,0.092713,0.086354,-0.006359,0.000000,0.000000,1,186.20
60.000,60.000,0.090134,0.093774,0.086494,-0.007280,0.000000,0.000000,1,186.20
60.000,60.000,0.088068,0.090847,0.085288,-0.005560,0.000000,0.000000,1,186.20
60.000,60.000,0.088042,0.090034,0.086050,-0.003984,0.000000,0.000000,1,186.20
60.000,60.000,0.089831,0.090179,0.089483,-0.000696,0.000000,0.000000,1,186.20
60.000,60.000,-0.034286,0.091601,-0.160173,-0.251774,0.000000,0.000000,1,186.20
60.000,60.000,0.087210,0.087620,0.086801,-0.000819,0.000000,0.000000,1,186.20
60.000,60.000,0.088321,0.087448,0.089193,0.001745,0.000000,0.000000,1,186.20
59.202,59.945,-0.001583,0.110151,-0.113317,-0.223469,0.000000,0.000000,1,186.20
59.261,60.306,0.101447,0.102772,0.100121,-0.002651,0.000000,0.000000,1,186.20
60.000,60.000,0.091901,0.096217,0.087586,-0.008630,0.000000,0.000000,1,186.20
60.000,60.000,0.090528,0.094241,0.086815,-0.007425,0.000000,0.000000,1,186.20
60.000,60.000,0.094614,0.094306,0.094921,0.000615,0.000000,0.000000,1,186.20
60.000,60.000,0.096759,0.094435,0.099083,0.004648,0.000000,0.000000,1,186.20
60.000,60.000,0.099923,0.096993,0.102853,0.005860,0.000000,0.000000,1,186.20
60.000,60.000,0.097837,0.093798,0.101877,0.008079,0.000000,0.000000,1,186.20
60.000,60.000,0.095494,0.092718,0.098270,0.005552,0.000000,0.000000,1,186.20
60.000,60.000,0.094520,0.093619,0.095420,0.001801,0.000000,0.000000,1,186.20
60.000,60.000,0.098281,0.094761,0.101801,0.007040,0.000000,0.000000,1,186.20
60.000,60.000,0.100617,0.099362,0.101872,0.002510,0.000000,0.000000,1,186.20
60.000,60.000,0.097654,0.097926,0.097383,-0.000543,0.000000,0.000000,1,186.20
60.000,60.000,0.095601,0.093047,0.098154,0.005108,0.000000,0.000000,1,186.20
60.000,60.000,0.102920,0.105318,0.100523,-0.004795,0.000000,0.000000,1,186.20
60.000,60.000,0.100729,0.093720,0.107738,0.014018,0.000000,0.000000,1,186.20
60.000,60.000,0.099907,0.095754,0.104060,0.008306,0.000000,0.000000,1,186.20
60.000,60.000,0.101698,0.094940,0.108456,0.013517,0.000000,0.000000,1,186.20
60.000,60.000,0.097862,0.096480,0.099245,0.002765,0.000000,0.000000,1,186.20
60.000,60.000,0.106408,0.099714,0.113102,0.013388,0.000000,0.000000,1,186.20
60.000,60.000,0.107687,0.099583,0.115790,0.016207,0.000000,0.000000,1,186.20
60.000,60.000,0.101500,0.093570,0.109430,0.015859,0.000000,0.000000,1,186.20
60.000,60.000,0.108335,0.102220,0.114450,0.012230,0.000000,0.000000,1,186.20
60.000,60.000,0.106155,0.099827,0.112483,0.012656,0.000000,0.000000,1,186.20
60.000,60.000,0.106341,0.100384,0.112299,0.011915,0.000000,0.000000,1,186.20
60.000,60.000,0.100897,0.097733,0.104060,0.006327,0.000000,0.000000,1,186.20
60.000,60.000,0.105919,0.100696,0.111141,0.010445,0.000000,0.000000,1,186.20
60.000,60.000,0.103576,0.096564,0.110587,0.014023,0.000000,0.000000,1,186.20
60.800,59.974,-0.028979,0.085185,-0.143143,-0.228328,0.000000,0.000000,1,186.20
60.000,60.000,0.108187,0.109001,0.107374,-0.001627,0.000000,0.000000,1,186.20
60.000,60.000,0.107026,0.104299,0.109754,0.005456,0.000000,0.000000,1,186.20
60.000,60.000,0.109451,0.107945,0.110956,0.003012,0.000000,0.000000,1,186.20
60.000,60.000,0.107931,0.110254,0.105609,-0.004645,0.000000,0.000000,1,186.20
60.000,60.000,0.102393,0.107852,0.096933,-0.010919,0.000000,0.000000,1,186.20
60.000,60.000,0.108408,0.109777,0.107038,-0.002739,0.000000,0.000000,1,186.20
60.000,60.000,0.106992,0.107239,0.106745,-0.000494,0.000000,0.000000,1,186.20
60.000,60.000,0.107986,0.109663,0.106309,-0.003354,0.000000,0.000000,1,186.20
60.000,60.000,0.109306,0.110243,0.108370,-0.001872,0.000000,0.000000,1,186.20
60.000,60.000,0.110231,0.107978,0.112483,0.004505,0.000000,0.000000,1,186.20
60.000,60.000,0.108718,0.107439,0.109996,0.002557,0.000000,0.000000,1,186.20
60.000,60.000,0.105828,0.105452,0.106204,0.000752,0.000000,0.000000,1,186.20
60.000,60.000,0.102544,0.104531,0.100558,-0.003973,0.000000,0.000000,1,186.20
60.000,60.000,0.101408,0.103933,0.098884,-0.005049,0.000000,0.000000,1,186.20
60.000,60.000,0.104288,0.104754,0.103822,-0.000932,0.000000,0.000000,1,186.20
60.000,60.000,0.105454,0.103659,0.107249,0.003591,0.000000,0.000000,1,186.20
60.000,60.000,0.094538,0.095759,0.093317,-0.002442,0.000000,0.000000,1,186.20
60.000,60.000,0.107026,0.105140,0.108912,0.003772,0.000000,0.000000,1,186.20
60.000,60.000,0.108794,0.105922,0.111667,0.005745,0.000000,0.000000,1,186.20
60.000,60.000,0.106965,0.104331,0.109599,0.005268,0.000000,0.000000,1,186.20
60.000,60.000,0.107748,0.103855,0.111642,0.007787,0.000000,0.000000,1,186.20
60.000,60.000,0.107985,0.103972,0.111999,0.008027,0.000000,0.000000,1,186.20
60.000,60.000,0.106784,0.104481,0.109087,0.004606,0.000000,0.000000,1,186.20
60.000,60.000,0.107273,0.104547,0.109999,0.005452,0.000000,0.000000,1,186.20
60.000,60.000,0.107246,0.104997,0.109494,0.004497,0.000000,0.000000,1,186.20
60.000,60.000,0.106747,0.104589,0.108904,0.004315,0.000000,0.000000,1,186.20
60.000,60.000,0.107500,0.105463,0.109537,0.004074,0.000000,0.000000,1,186.20
60.000,60.000,0.109464,0.105081,0.113847,0.008766,0.000000,0.000000,1,186.20
60.000,60.000,0.107958,0.105087,0.110828,0.005741,0.000000,0.000000,1,186.20
60.000,60.000,0.106846,0.105408,0.108283,0.002875,0.000000,0.000000,1,186.20
60.000,60.000,0.105553,0.105105,0.106001,0.000896,0.000000,0.000000,1,186.20
44.720,40.000,0.025882,0.032499,0.019264,-0.013235,0.000000,0.000000,1,64.42
44.720,40.000,0.080861,0.075144,0.086578,0.011434,0.000000,0.000000,1,207.41
44.720,40.000,0.048492,0.037270,0.059713,0.022443,0.000000,0.000000,1,186.98
44.720,40.000,0.097857,0.083466,0.112247,0.028782,0.000000,0.000000,1,122.56
44.720,40.000,0.000466,0.082969,-0.082037,-0.165006,0.000000,0.000000,1,64.42
44.720,40.000,-0.039001,0.084433,-0.162434,-0.246868,0.000000,0.000000,1,122.56
44.720,40.000,0.082649,0.084494,0.080804,-0.003690,0.000000,0.000000,1,186.98
44.720,40.000,0.074473,0.074135,0.074812,0.000677,0.000000,0.000000,1,207.41
44.720,40.000,0.075189,0.080772,0.069607,-0.011164,0.000000,0.000000,1,186.98
44.720,40.000,0.088880,0.080015,0.097745,0.017730,0.000000,0.000000,1,122.56
44.720,40.000,-0.014712,0.090298,-0.119722,-0.210020,0.000000,0.000000,1,64.42
44.720,40.000,0.076991,0.077161,0.076821,-0.000340,0.000000,0.000000,1,207.41
44.720,52.000,-0.001131,-0.020360,0.018097,0.038457,0.000000,0.000000,1,64.09
44.720,52.000,0.061162,0.056602,0.065722,0.009120,0.000000,0.000000,1,182.88
44.720,52.000,0.055806,0.060944,0.050667,-0.010276,0.000000,0.000000,1,186.01
44.720,52.000,0.057624,0.059787,0.055461,-0.004325,0.000000,0.000000,1,176.63
44.720,52.000,0.051200,0.050345,0.052056,0.001711,0.000000,0.000000,1,217.27
44.720,52.000,0.047849,0.049099,0.046598,-0.002501,0.000000,0.000000,1,206.33
44.720,52.000,0.009662,0.007679,0.011645,0.003967,0.000000,0.000000,1,64.09
44.720,52.000,0.057027,0.051334,0.062721,0.011387,0.000000,0.000000,1,206.33
44.720,52.000,0.052981,0.048805,0.057158,0.008353,0.000000,0.000000,1,217.27
44.720,52.000,-0.031427,0.048157,-0.111011,-0.159168,0.000000,0.000000,1,176.63
44.720,52.000,0.053227,0.052831,0.053622,0.000791,0.000000,0.000000,1,186.01
44.720,52.000,0.087221,0.120487,0.053954,-0.066533,0.000000,0.000000,1,182.88
44.720,52.000,0.052987,0.053286,0.052689,-0.000597,0.000000,0.000000,1,186.01
44.720,52.000,-0.055081,0.054675,-0.164836,-0.219512,0.000000,0.000000,1,176.63
44.720,52.000,0.054335,0.052600,0.056069,0.003469,0.000000,0.000000,1,217.27
44.720,52.000,0.029601,0.051167,0.008035,-0.043132,0.000000,0.000000,1,206.33
44.720,52.000,-0.008090,-0.026158,0.009978,0.036135,0.000000,0.000000,1,64.09
44.720,52.000,0.058689,0.057342,0.060037,0.002695,0.000000,0.000000,1,182.88
44.720,52.000,0.055150,0.052145,0.058155,0.006009,0.000000,0.000000,1,217.27
80.000,45.000,0.101259,0.108182,0.094335,-0.013847,0.000000,0.000000,1,186.20
80.000,45.000,0.094571,0.094546,0.094596,0.000050,0.000000,0.000000,1,186.20
34.720,80.000,0.105109,0.092693,0.117525,0.024832,0.000000,0.000000,1,64.16
34.720,80.000,0.091959,0.084462,0.099455,0.014993,0.000000,0.000000,1,215.94
34.720,80.000,0.050135,0.079860,0.020409,-0.059451,0.000000,0.000000,1,189.34
34.720,80.000,0.085142,0.075138,0.095145,0.020008,0.000000,0.000000,1,175.25
34.720,80.000,0.094549,0.083756,0.105341,0.021586,0.000000,0.000000,1,126.75
34.720,80.000,0.105484,0.092383,0.118586,0.026203,0.000000,0.000000,1,64.16
34.720,80.000,0.094440,0.085846,0.103034,0.017188,0.000000,0.000000,1,126.75
34.720,80.000,0.087146,0.079801,0.094490,0.014690,0.000000,0.000000,1,175.25
34.720,80.000,0.085743,0.079101,0.092385,0.013285,0.000000,0.000000,1,189.34
34.720,80.000,0.086242,0.080054,0.092430,0.012376,0.000000,0.000000,1,215.94
34.720,80.000,0.082827,0.079645,0.086008,0.006363,0.000000,0.000000,1,189.34
34.720,80.000,0.083991,0.078433,0.089549,0.011115,0.000000,0.000000,1,175.25
34.720,80.000,0.095585,0.087870,0.103300,0.015430,0.000000,0.000000,1,126.75
34.720,80.000,0.003272,0.085279,-0.078734,-0.164013,0.000000,0.000000,1,64.16
34.720,80.000,0.087912,0.081520,0.094304,0.012784,0.000000,0.000000,1,215.94
34.720,80.000,0.087878,0.079681,0.096074,0.016393,0.000000,0.000000,1,175.25
80.000,85.000,0.084414,0.074458,0.094371,0.019913,0.000000,0.000000,1,175.30
80.000,85.000,0.080213,0.078710,0.081716,0.003007,0.000000,0.000000,1,175.30
80.000,85.000,0.083961,0.075734,0.092187,0.016453,0.000000,0.000000,1,175.30
80.000,85.000,0.081960,0.074842,0.089079,0.014237,0.000000,0.000000,1,175.30
80.000,85.000,0.004438,0.066958,-0.058082,-0.125040,0.000000,0.000000,1,175.30
80.000,85.000,0.009203,0.072307,-0.053902,-0.126210,0.000000,0.000000,1,175.30
80.000,85.000,-0.002734,0.070079,-0.075547,-0.145626,0.000000,0.000000,1,175.30
80.000,85.000,-0.011470,0.070241,-0.093182,-0.163423,0.000000,0.000000,1,175.30
80.000,85.000,-0.015481,0.079338,-0.110301,-0.189640,0.000000,0.000000,1,175.30
80.000,85.000,0.089298,0.070807,0.107788,0.036981,0.000000,0.000000,1,175.30
100.000,45.000,0.107913,0.101215,0.114611,0.013395,0.000000,0.000000,1,175.30
100.000,45.000,0.100170,0.094760,0.105579,0.010820,0.000000,0.000000,1,175.30
100.000,45.000,0.100337,0.090761,0.109913,0.019152,0.000000,0.000000,1,175.30
100.000,45.000,0.100934,0.092037,0.109832,0.017795,0.000000,0.000000,1,175.30
100.000,45.000,0.103334,0.091972,0.114696,0.022724,0.000000,0.000000,1,175.30
100.000,45.000,0.099560,0.089510,0.109610,0.020099,0.000000,0.000000,1,175.30
100.000,45.000,0.100733,0.092276,0.109189,0.016913,0.000000,0.000000,1,175.30
100.000,45.000,0.104208,0.095621,0.112795,0.017174,0.000000,0.000000,1,175.30
100.000,45.000,0.101304,0.092413,0.110196,0.017782,0.000000,0.000000,1,175.30
100.000,45.000,0.100625,0.092692,0.108559,0.015867,0.000000,0.000000,1,175.30
80.000,85.000,0.108246,0.096630,0.119862,0.023231,0.000000,0.000000,1,175.30
80.000,85.000,0.110383,0.099906,0.120860,0.020954,0.000000,0.000000,1,175.30
80.000,85.000,0.113121,0.103177,0.123066,0.019890,0.000000,0.000000,1,175.30
80.000,85.000,0.114764,0.104225,0.125302,0.021077,0.000000,0.000000,1,175.30
80.000,85.000,0.115620,0.105533,0.125707,0.020174,0.000000,0.000000,1,175.30
80.000,85.000,0.113398,0.101936,0.124860,0.022924,0.000000,0.000000,1,175.30
80.000,85.000,0.111788,0.101168,0.122408,0.021240,0.000000,0.000000,1,175.30
80.000,85.000,0.113574,0.102731,0.124416,0.021684,0.000000,0.000000,1,175.30
80.000,85.000,0.114153,0.103290,0.125016,0.021725,0.000000,0.000000,1,175.30
80.000,85.000,0.115675,0.104568,0.126782,0.022214,0.000000,0.000000,1,175.30
100.000,45.000,1.907763,1.891642,1.923884,0.032242,0.000000,0.000000,1,126.70
100.000,45.000,1.877673,1.865074,1.890272,0.025198,0.000000,0.000000,1,126.70
100.000,45.000,2.089086,2.088819,2.089352,0.000533,0.000000,0.000000,1,126.70
100.000,45.000,1.707212,1.655222,1.759202,0.103980,0.000000,0.000000,1,126.70
99.436,45.567,2.083025,2.074116,2.091934,0.017817,0.000000,0.000000,1,126.70
99.202,44.943,1.990971,2.016025,1.965917,-0.050108,0.000000,0.000000,1,126.70
100.000,45.000,1.883997,1.887645,1.880350,-0.007295,0.000000,0.000000,1,126.70
