# freq=71.60 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=0.13000 reps=1
# x=60.000 y=100.000
# air_amp=2528.136 contact_amp=1428.146
# note=textured-PEI-side
z,amp,tag,rep
0.28000,444.030,warm,-1
0.28000,1629.566,warm,-1
0.28000,2367.463,warm,-1
0.28000,2397.254,warm,-1
0.28000,2480.773,warm,-1
0.28000,2462.687,warm,-1
0.28000,2579.596,warm,-1
0.28000,2692.062,warm,-1
0.28000,2490.003,warm,-1
0.28000,2433.185,warm,-1
0.28000,2460.396,warm,-1
0.28000,2538.051,warm,-1
0.28000,2557.252,warm,-1
0.28000,2454.599,warm,-1
0.28000,2612.602,warm,-1
0.26609,2731.124,down,0
0.23826,2650.531,down,0
0.21043,2613.762,down,0
0.18261,2604.873,down,0
0.15478,3083.553,down,0
0.12696,3454.742,down,0
0.09913,3034.386,down,0
0.07130,2465.843,down,0
0.04348,2037.148,down,0
0.01565,1893.797,down,0
-0.01217,1809.232,down,0
-0.04000,1750.851,down,0
-0.06783,1823.829,down,0
-0.09565,1795.406,down,0
-0.12000,1562.243,contact,0
-0.12000,1428.146,contact,0
-0.12000,1392.313,contact,0
-0.12000,1420.911,contact,0
-0.12000,1475.876,contact,0
-0.12000,1430.693,contact,0
-0.12000,1466.245,contact,0
-0.12000,1518.067,contact,0
-0.09217,1603.669,up,0
-0.06435,1724.274,up,0
-0.03652,1752.284,up,0
-0.00870,1862.290,up,0
0.01913,1919.540,up,0
0.04696,1937.279,up,0
0.07478,1943.748,up,0
0.10261,2070.338,up,0
0.13043,2521.162,up,0
0.15826,2567.299,up,0
0.18609,2332.604,up,0
0.21391,2466.159,up,0
0.24174,2538.018,up,0
0.26957,2514.324,up,0
0.28000,2514.643,air,0
0.28000,2529.677,air,0
0.28000,2526.596,air,0
0.28000,2534.336,air,0
0.28000,2568.970,air,0
0.28000,2435.602,air,0
# outcome=confirmed drop=0.4351 thresh=0.2000 step_snr=1.86 via=ratio
