# freq=73.00 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=-0.25000 reps=1
# x=60.032 y=61.701
# air_amp=1361.644 contact_amp=643.399
# note=textured-PEI-side
z,amp,tag,rep
-0.10000,505.149,warm,-1
-0.10000,1051.274,warm,-1
-0.10000,1155.577,warm,-1
-0.10000,1196.926,warm,-1
-0.10000,1247.982,warm,-1
-0.10000,1291.460,warm,-1
-0.10000,1344.747,warm,-1
-0.10000,1309.687,warm,-1
-0.10000,1280.191,warm,-1
-0.10000,1312.918,warm,-1
-0.10000,1295.578,warm,-1
-0.10000,1342.803,warm,-1
-0.10000,1341.964,warm,-1
-0.10000,1288.554,warm,-1
-0.10000,1290.984,warm,-1
-0.12051,1294.856,down,0
-0.14786,1346.289,down,0
-0.17521,1367.295,down,0
-0.20256,1345.646,down,0
-0.22991,1306.509,down,0
-0.25726,1231.646,down,0
-0.28462,1152.402,down,0
-0.31197,1051.708,down,0
-0.33932,929.222,down,0
-0.36667,864.862,down,0
-0.39402,866.805,down,0
-0.42137,794.140,down,0
-0.44872,755.528,down,0
-0.47607,736.741,down,0
-0.50000,681.841,contact,0
-0.50000,656.705,contact,0
-0.50000,643.399,contact,0
-0.50000,647.596,contact,0
-0.50000,670.364,contact,0
-0.50000,657.873,contact,0
-0.50000,622.038,contact,0
-0.50000,603.333,contact,0
-0.47607,638.176,up,0
-0.44872,683.599,up,0
-0.42137,755.991,up,0
-0.39402,825.628,up,0
-0.36667,852.632,up,0
-0.33932,896.912,up,0
-0.31197,1055.329,up,0
-0.28462,1223.134,up,0
-0.25726,1290.608,up,0
-0.22991,1327.043,up,0
-0.20256,1386.058,up,0
-0.17521,1427.821,up,0
-0.14786,1412.104,up,0
-0.12051,1448.331,up,0
-0.10000,1466.306,air,0
-0.10000,1397.608,air,0
-0.10000,1387.876,air,0
-0.10000,1361.644,air,0
-0.10000,1326.863,air,0
-0.10000,1338.597,air,0
-0.10000,1350.074,air,0
# outcome=confirmed drop=0.5275 thresh=0.2000 step_snr=3.14 via=ratio
