# freq=73.00 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=-0.20000 reps=1
# x=60.000 y=100.000
# air_amp=832.794 contact_amp=219.472
# note=textured-PEI-side
z,amp,tag,rep
0.60000,18.332,warm,-1
0.60000,21.522,warm,-1
0.60000,424.943,warm,-1
0.60000,776.972,warm,-1
0.60000,1002.483,warm,-1
0.60000,1124.188,warm,-1
0.60000,942.201,warm,-1
0.60000,1085.592,warm,-1
0.60000,1181.352,warm,-1
0.60000,1046.397,warm,-1
0.60000,1011.620,warm,-1
0.60000,914.009,warm,-1
0.60000,937.365,warm,-1
0.60000,917.689,warm,-1
0.60000,941.141,warm,-1
0.60000,1012.746,warm,-1
0.60000,987.883,warm,-1
0.60000,982.774,warm,-1
0.60000,954.089,warm,-1
0.60000,1059.889,warm,-1
0.60000,1154.758,warm,-1
0.60000,986.061,warm,-1
0.60000,1026.852,warm,-1
0.60000,1011.130,warm,-1
0.60000,901.930,warm,-1
0.60000,931.539,warm,-1
0.58291,898.401,down,0
0.56581,918.539,down,0
0.54872,911.012,down,0
0.53162,859.530,down,0
0.51453,781.842,down,0
0.49744,825.205,down,0
0.48034,849.724,down,0
0.46325,932.484,down,0
0.44615,1007.007,down,0
0.42906,808.955,down,0
0.41197,794.753,down,0
0.39487,969.209,down,0
0.37778,1143.080,down,0
0.36068,986.940,down,0
0.34359,939.930,down,0
0.32650,1046.921,down,0
0.30940,940.853,down,0
0.29231,883.261,down,0
0.27521,880.890,down,0
0.25812,718.999,down,0
0.24103,661.318,down,0
0.22393,735.598,down,0
0.20684,783.833,down,0
0.18974,821.424,down,0
0.17265,854.443,down,0
0.15556,772.911,down,0
0.13846,670.524,down,0
0.12137,661.461,down,0
0.10427,683.672,down,0
0.08718,755.933,down,0
0.07009,799.696,down,0
0.05299,441.450,down,0
0.03590,95.873,down,0
0.01880,219.472,down,0
0.00171,145.459,down,0
-0.01538,502.079,down,0
-0.03248,565.309,down,0
-0.04957,625.509,down,0
-0.06667,600.769,down,0
-0.08376,601.247,down,0
-0.10085,751.632,down,0
-0.11795,716.998,down,0
-0.13504,671.193,down,0
-0.15214,567.885,down,0
-0.16923,520.194,down,0
-0.18632,479.108,down,0
-0.20000,438.727,contact,0
-0.20000,364.651,contact,0
-0.20000,291.291,contact,0
-0.20000,354.523,contact,0
-0.20000,307.381,contact,0
-0.20000,332.969,contact,0
-0.20000,349.949,contact,0
-0.20000,323.460,contact,0
-0.20000,319.795,contact,0
-0.20000,367.480,contact,0
-0.20000,371.960,contact,0
-0.20000,385.786,contact,0
-0.18974,335.201,up,0
-0.17265,336.513,up,0
-0.15556,436.573,up,0
-0.13846,513.211,up,0
-0.12137,549.723,up,0
-0.10427,551.101,up,0
-0.08718,621.966,up,0
-0.07009,716.004,up,0
-0.05299,766.965,up,0
-0.03590,505.583,up,0
-0.01880,570.162,up,0
-0.00171,655.128,up,0
0.01538,524.927,up,0
0.03248,487.955,up,0
0.04957,315.629,up,0
0.06667,293.340,up,0
0.08376,404.843,up,0
0.10085,318.445,up,0
0.11795,356.873,up,0
0.13504,736.969,up,0
0.15214,919.816,up,0
0.16923,897.274,up,0
0.18632,873.258,up,0
0.20342,781.880,up,0
0.22051,863.841,up,0
0.23761,800.264,up,0
0.25470,687.173,up,0
0.27179,695.501,up,0
0.28889,677.118,up,0
0.30598,727.948,up,0
0.32650,714.268,up,0
0.34359,750.203,up,0
0.36068,868.319,up,0
0.37778,878.439,up,0
0.39487,792.128,up,0
0.41197,730.117,up,0
0.42906,733.400,up,0
0.44615,807.954,up,0
0.46325,772.231,up,0
0.48034,853.351,up,0
0.49744,1007.041,up,0
0.51453,946.855,up,0
0.53162,798.650,up,0
0.54872,897.719,up,0
0.56581,781.367,up,0
0.58291,743.391,up,0
0.60000,875.009,up,0
0.60000,808.638,air,0
0.60000,754.257,air,0
0.60000,716.920,air,0
0.60000,812.943,air,0
0.60000,978.562,air,0
0.60000,973.975,air,0
0.60000,880.281,air,0
0.60000,766.298,air,0
0.60000,852.646,air,0
0.60000,950.678,air,0
