# freq=117.21 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=0.12250 reps=1
# x=80.785 y=30.000
# air_amp=2433.905 contact_amp=1915.214
# note=textured-PEI-side
z,amp,tag,rep
0.27250,13.921,warm,-1
0.27250,20.467,warm,-1
0.27250,9.353,warm,-1
0.27250,295.885,warm,-1
0.27250,1666.155,warm,-1
0.27250,2592.853,warm,-1
0.27250,2499.755,warm,-1
0.27250,2450.450,warm,-1
0.27250,2457.183,warm,-1
0.27250,2488.232,warm,-1
0.27250,2417.931,warm,-1
0.27250,2422.906,warm,-1
0.27250,2440.852,warm,-1
0.27250,2456.893,warm,-1
0.27250,2401.309,warm,-1
0.27250,2451.818,warm,-1
0.27250,2425.211,warm,-1
0.27250,2433.539,warm,-1
0.27250,2385.254,warm,-1
0.27250,2442.844,warm,-1
0.27250,2410.343,warm,-1
0.27250,2422.839,warm,-1
0.27250,2460.087,warm,-1
0.27250,2464.818,warm,-1
0.27250,2443.855,warm,-1
0.27250,2423.815,warm,-1
0.27250,2448.454,warm,-1
0.27250,2459.209,warm,-1
0.27250,2433.975,warm,-1
0.27250,2427.405,warm,-1
0.27250,2434.075,warm,-1
0.27250,2429.062,warm,-1
0.27250,2412.192,warm,-1
0.27250,2424.118,warm,-1
0.27250,2433.370,warm,-1
0.27250,2437.276,warm,-1
0.27250,2446.193,warm,-1
0.27250,2397.702,warm,-1
0.27250,2376.287,warm,-1
0.27250,2408.493,warm,-1
0.27250,2422.677,warm,-1
0.27250,2383.344,warm,-1
0.26399,2367.257,down,0
0.25335,2395.711,down,0
0.24271,2390.014,down,0
0.23207,2362.674,down,0
0.22144,2368.549,down,0
0.21080,2379.868,down,0
0.20016,2389.693,down,0
0.18952,2371.250,down,0
0.17888,2379.315,down,0
0.16824,2403.276,down,0
0.15761,2412.456,down,0
0.14697,2365.131,down,0
0.13633,2187.672,down,0
0.12569,1911.368,down,0
0.11505,1822.892,down,0
0.10441,1915.214,down,0
0.09378,2122.595,down,0
0.08314,2250.319,down,0
0.07250,2347.734,down,0
0.06186,2422.761,down,0
0.05122,2497.120,down,0
0.04059,2570.208,down,0
0.02995,2584.239,down,0
0.01931,2581.795,down,0
0.00867,2561.229,down,0
-0.00197,2507.925,down,0
-0.01261,2592.678,down,0
-0.02324,2639.964,down,0
-0.03388,2683.669,down,0
-0.04452,2667.259,down,0
-0.05516,2696.511,down,0
-0.06580,2745.161,down,0
-0.07644,2754.722,down,0
-0.08707,2745.044,down,0
-0.09771,2731.731,down,0
-0.10835,2760.861,down,0
-0.11899,2763.098,down,0
-0.12750,2759.781,contact,0
-0.12750,2768.213,contact,0
-0.12750,2758.317,contact,0
-0.12750,2784.136,contact,0
-0.12750,2798.393,contact,0
-0.12750,2776.162,contact,0
-0.12750,2769.927,contact,0
-0.12750,2776.535,contact,0
-0.12750,2761.363,contact,0
-0.12750,2732.670,contact,0
-0.12750,2745.862,contact,0
-0.12750,2762.348,contact,0
-0.12750,2748.436,contact,0
-0.12750,2705.856,contact,0
-0.12750,2678.568,contact,0
-0.12750,2693.565,contact,0
-0.12750,2700.219,contact,0
-0.12750,2715.466,contact,0
-0.12750,2748.108,contact,0
-0.12324,2726.079,up,0
-0.11261,2681.374,up,0
-0.10197,2681.956,up,0
-0.09133,2671.590,up,0
-0.08069,2651.902,up,0
-0.07005,2597.596,up,0
-0.05941,2572.816,up,0
-0.04878,2560.013,up,0
-0.03814,2479.577,up,0
-0.02750,2452.808,up,0
-0.01686,2450.687,up,0
-0.00622,2540.470,up,0
0.00441,2576.628,up,0
0.01505,2590.305,up,0
0.02569,2564.402,up,0
0.03633,2570.031,up,0
0.04697,2549.081,up,0
0.05761,2489.881,up,0
0.06824,2409.444,up,0
0.07888,2356.994,up,0
0.08952,2259.404,up,0
0.10016,2209.539,up,0
0.11080,2132.514,up,0
0.12144,2103.725,up,0
0.13207,2063.079,up,0
0.14271,2268.058,up,0
0.15335,2456.606,up,0
0.16399,2489.764,up,0
0.17463,2431.258,up,0
0.18527,2462.608,up,0
0.19590,2455.536,up,0
0.20654,2448.757,up,0
0.21718,2426.619,up,0
0.22782,2429.724,up,0
0.23846,2376.967,up,0
0.24910,2379.301,up,0
0.25973,2405.750,up,0
0.27037,2424.032,up,0
0.27250,2455.553,air,0
0.27250,2474.384,air,0
0.27250,2429.831,air,0
0.27250,2414.401,air,0
0.27250,2456.823,air,0
0.27250,2433.905,air,0
0.27250,2463.977,air,0
0.27250,2410.325,air,0
0.27250,2417.013,air,0
0.27250,2401.770,air,0
0.27250,2441.670,air,0
0.27250,2420.555,air,0
0.27250,2458.641,air,0
# outcome=confirmed drop=0.2131 thresh=0.2000 step_snr=2.54 via=ratio
