# freq=73.00 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=0.14000 reps=1
# x=20.000 y=25.000
# air_amp=2294.804 contact_amp=389.211
# note=textured-PEI-side
z,amp,tag,rep
0.29000,44.958,warm,-1
0.29000,626.531,warm,-1
0.29000,1743.327,warm,-1
0.29000,2231.669,warm,-1
0.29000,2193.321,warm,-1
0.29000,2113.179,warm,-1
0.29000,2046.904,warm,-1
0.29000,1980.763,warm,-1
0.29000,2072.075,warm,-1
0.29000,2213.803,warm,-1
0.29000,2245.566,warm,-1
0.29000,2292.055,warm,-1
0.29000,2175.298,warm,-1
0.29000,2090.044,warm,-1
0.29000,2213.005,warm,-1
0.29000,2295.937,warm,-1
0.29000,2307.824,warm,-1
0.29000,2215.916,warm,-1
0.29000,2270.696,warm,-1
0.29000,2265.198,warm,-1
0.29000,2148.128,warm,-1
0.29000,2080.394,warm,-1
0.29000,2172.314,warm,-1
0.29000,2227.809,warm,-1
0.29000,2161.409,warm,-1
0.27291,2045.523,down,0
0.25581,2042.240,down,0
0.23872,2087.712,down,0
0.22162,2214.553,down,0
0.20453,2256.937,down,0
0.18744,2216.187,down,0
0.17034,2224.106,down,0
0.15325,2273.866,down,0
0.13615,2394.766,down,0
0.11906,2270.184,down,0
0.10197,2057.401,down,0
0.08487,1820.271,down,0
0.06778,1539.281,down,0
0.05068,1252.005,down,0
0.03359,1091.532,down,0
0.01650,973.613,down,0
-0.00060,887.236,down,0
-0.01769,840.301,down,0
-0.03479,783.320,down,0
-0.05188,783.917,down,0
-0.06897,846.746,down,0
-0.08265,814.631,down,0
-0.09974,664.031,down,0
-0.11000,589.438,contact,0
-0.11000,563.192,contact,0
-0.11000,500.772,contact,0
-0.11000,451.879,contact,0
-0.11000,481.302,contact,0
-0.11000,465.809,contact,0
-0.11000,383.739,contact,0
-0.11000,416.449,contact,0
-0.11000,448.267,contact,0
-0.11000,402.988,contact,0
-0.11000,367.881,contact,0
-0.11000,389.211,contact,0
-0.09632,328.635,up,0
-0.07923,378.521,up,0
-0.06214,413.094,up,0
-0.04504,466.961,up,0
-0.02795,422.077,up,0
-0.01085,387.357,up,0
0.00624,412.450,up,0
0.02333,422.382,up,0
0.04043,568.506,up,0
0.05752,683.331,up,0
0.07462,958.685,up,0
0.09171,1385.354,up,0
0.10880,1921.306,up,0
0.12590,2134.994,up,0
0.14299,2112.332,up,0
0.16009,2145.404,up,0
0.17718,2156.966,up,0
0.19427,2112.955,up,0
0.21137,2176.003,up,0
0.22846,2270.070,up,0
0.24556,2298.748,up,0
0.25923,2270.275,up,0
0.27632,2297.822,up,0
0.29000,2328.505,air,0
0.29000,2264.402,air,0
0.29000,2170.001,air,0
0.29000,2235.412,air,0
0.29000,2277.995,air,0
0.29000,2276.114,air,0
0.29000,2295.705,air,0
0.29000,2294.804,air,0
0.29000,2345.140,air,0
0.29000,2329.217,air,0
0.29000,2333.409,air,0
# outcome=confirmed drop=0.8304 thresh=0.2000 step_snr=3.45 via=ratio
