# freq=112.70 accel_per_hz=120.0 speed=0.2000
# win_n=141 step_z=0.01001
# warmup=0.800
# halt_floor=0.0530,0.9000,0.1140
# deriv_floor=0.0800,1.3500,0.1710
# drawdown_thresh=0.1000,0.6703,0.1975
# trigger_kind=drawdown trigger_axis=0
# halt_gradient=0
# note=smooth-PEI-side
mm_below_arm,amp_x,amp_y,amp_z
0.00000,3061.964,244.299,650.856
0.01000,3083.970,219.982,707.812
0.02001,3061.552,282.485,683.437
0.03001,3050.706,208.779,612.878
0.04002,3024.348,227.881,648.762
0.05002,3068.783,237.884,675.201
0.06003,3069.947,255.416,648.932
0.07003,3057.824,218.809,649.385
0.08004,3033.690,253.586,605.017
0.09004,3067.708,242.491,667.013
0.10005,3055.826,235.232,675.617
0.11005,3041.435,243.150,658.068
0.12006,3077.695,230.325,656.947
0.13006,3049.306,271.388,653.541
0.14007,3055.664,255.211,671.186
0.15007,3072.251,284.787,632.479
0.16008,3068.155,262.223,651.934
0.17008,3080.070,254.039,659.745
0.18009,3069.473,231.229,647.076
0.19009,3051.642,221.705,651.831
0.20010,3064.645,275.571,636.977
0.21010,3034.229,210.890,641.900
0.22011,3057.391,230.737,657.527
0.23011,3052.736,262.710,665.187
0.24012,3068.424,242.353,684.729
0.25013,3086.928,266.564,668.589
0.26013,3073.047,246.337,653.564
0.27014,3034.617,243.083,626.879
0.28014,3029.305,196.906,658.442
0.29015,3068.153,235.791,655.568
0.30015,3017.397,228.143,630.908
0.31016,3002.739,203.647,649.554
0.32016,3044.967,212.799,636.605
0.33017,3059.912,222.766,645.732
0.34017,3053.964,254.967,674.919
0.35018,3066.316,274.809,648.232
0.36018,3083.523,236.352,683.633
0.37019,3061.176,279.794,650.198
0.38020,3081.318,268.772,655.173
0.39020,3037.470,177.788,642.421
0.40021,3013.064,265.578,644.531
0.41021,3041.454,262.890,630.224
0.42022,3084.188,266.808,655.950
0.43022,3043.440,225.341,687.926
0.44023,3081.792,229.219,656.759
0.45023,3064.230,270.827,653.771
0.46024,3070.394,206.022,630.208
0.47024,3023.857,183.487,660.554
0.48025,3039.838,238.354,638.736
0.49025,3061.462,257.452,694.343
0.50026,3054.099,264.813,674.231
0.51026,3039.957,209.834,654.138
0.52027,3049.677,262.868,645.637
0.53028,3034.548,265.805,675.170
0.54028,3057.951,255.037,667.080
0.55029,3058.157,236.959,652.293
0.56030,3082.032,248.411,709.460
0.57030,3017.687,242.417,656.297
0.58031,3043.652,258.025,675.081
0.59031,3072.545,249.652,646.265
0.60032,3041.219,267.972,688.956
0.61032,3090.368,217.916,653.178
0.62032,3044.331,245.327,685.024
0.63033,3032.803,257.044,646.063
0.64033,3094.062,241.523,624.985
0.65034,3078.641,253.471,664.620
0.66034,3034.159,227.120,666.732
0.67035,3066.603,280.671,657.401
0.68035,3079.312,279.358,654.798
0.69035,3024.616,245.852,615.225
0.70036,3055.607,282.303,675.129
0.71036,3034.520,229.541,674.541
0.72036,3033.784,209.716,689.362
0.73037,3012.225,248.348,684.305
0.74038,3060.476,205.823,669.422
0.75038,3014.257,241.795,651.932
0.76038,3011.305,261.080,679.698
0.77039,3031.000,216.539,665.262
0.78039,3055.888,225.530,673.374
0.79040,3004.505,227.389,670.550
0.80040,3035.162,221.347,685.494
0.81041,3061.268,195.567,599.111
0.82041,2994.511,268.071,605.220
0.83042,3043.711,186.208,657.716
0.84042,3059.858,222.589,652.798
0.85043,3030.208,294.510,643.465
0.86044,3035.848,212.687,672.003
0.87044,3062.523,258.917,670.561
0.88045,3045.512,269.544,676.601
0.89045,3012.191,251.425,634.628
0.90046,3063.844,208.501,663.034
0.91046,3094.691,186.676,666.912
0.92047,3045.207,279.927,640.728
0.93047,3047.330,221.906,628.451
0.94048,3044.368,288.592,649.628
