# freq=54.70 accel_per_hz=120.0 speed=0.1000
# win_n=292 step_z=0.01001
# warmup=0.800
# halt_floor=1.0000,1.0000,1.0000
# deriv_floor=off,off,off
# drawdown_thresh=unset,unset,unset
# trigger_kind=None trigger_axis=None
# halt_gradient=0
# note=textured-PEI-side
mm_below_arm,amp_x,amp_y,amp_z
0.00000,5713.519,1064.677,759.382
0.01000,5712.902,1067.557,744.269
0.02000,5745.338,1102.110,725.157
0.03000,5696.168,1097.774,726.240
0.04001,5709.709,1085.076,736.730
0.05001,5719.559,1057.031,746.089
0.06001,5738.006,1103.405,748.619
0.07001,5711.264,1072.882,736.825
0.08002,5718.330,1094.712,743.412
0.09002,5734.568,1113.986,727.778
0.10002,5692.020,1109.991,731.164
0.11002,5718.781,1128.743,762.229
0.12003,5715.325,1133.238,720.028
0.13003,5705.252,1127.572,723.853
0.14004,5689.896,1136.038,699.276
0.15004,5688.723,1066.671,735.937
0.16004,5679.665,1066.333,736.402
0.17005,5675.604,1078.040,751.182
0.18005,5706.549,1121.011,740.766
0.19005,5713.478,1074.295,715.758
0.20005,5717.354,1092.280,745.655
0.21005,5726.812,1139.649,747.672
0.22006,5720.538,1124.586,763.827
0.23006,5695.445,1136.123,752.957
0.24006,5708.050,1176.046,760.938
0.25007,5689.916,1142.362,753.430
0.26007,5710.066,1162.122,773.349
0.27007,5705.356,1139.100,762.726
0.28007,5711.523,1125.031,762.529
0.29008,5691.576,1102.644,771.887
0.30008,5695.541,1125.439,723.509
0.31008,5695.615,1094.878,713.225
0.32008,5723.400,1094.632,738.637
0.33009,5713.535,1128.992,717.500
0.34009,5690.549,1085.613,746.453
0.35009,5704.142,1050.267,723.236
0.36010,5737.916,1106.813,739.533
0.37010,5699.603,1115.496,734.313
0.38010,5710.252,1108.525,691.436
0.39011,5723.221,1153.153,734.986
0.40011,5732.474,1176.952,742.673
0.41011,5701.761,1226.483,740.736
0.42011,5720.361,1191.825,774.607
0.43011,5726.299,1192.622,770.275
