# freq=73.00 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=0.11000 reps=1
# x=60.000 y=100.000
# air_amp=849.221 contact_amp=198.179
# note=textured-PEI-side
z,amp,tag,rep
0.26000,20.849,warm,-1
0.26000,237.613,warm,-1
0.26000,673.561,warm,-1
0.26000,1036.840,warm,-1
0.26000,1174.207,warm,-1
0.26000,1040.428,warm,-1
0.26000,1002.882,warm,-1
0.26000,1067.634,warm,-1
0.26000,1002.308,warm,-1
0.26000,983.099,warm,-1
0.26000,1059.043,warm,-1
0.26000,1117.385,warm,-1
0.26000,1055.783,warm,-1
0.26000,949.254,warm,-1
0.26000,980.760,warm,-1
0.26000,960.419,warm,-1
0.26000,956.987,warm,-1
0.26000,901.161,warm,-1
0.26000,809.678,warm,-1
0.26000,740.453,warm,-1
0.26000,704.457,warm,-1
0.26000,828.898,warm,-1
0.26000,931.139,warm,-1
0.26000,892.471,warm,-1
0.26000,834.708,warm,-1
0.24974,788.657,down,0
0.23265,702.502,down,0
0.21556,600.077,down,0
0.19846,692.235,down,0
0.18137,792.904,down,0
0.16427,836.996,down,0
0.14718,774.257,down,0
0.13009,536.736,down,0
0.11299,279.001,down,0
0.09590,169.766,down,0
0.07880,136.488,down,0
0.06171,354.461,down,0
0.04462,690.545,down,0
0.02752,1067.695,down,0
0.01043,1138.485,down,0
-0.00667,1016.426,down,0
-0.02376,896.124,down,0
-0.04085,817.981,down,0
-0.05795,752.230,down,0
-0.07504,724.126,down,0
-0.09214,701.197,down,0
-0.10923,737.630,down,0
-0.12632,572.549,down,0
-0.14000,579.825,contact,0
-0.14000,661.736,contact,0
-0.14000,721.152,contact,0
-0.14000,957.587,contact,0
-0.14000,1030.109,contact,0
-0.14000,869.413,contact,0
-0.14000,837.284,contact,0
-0.14000,832.976,contact,0
-0.14000,902.095,contact,0
-0.14000,1001.846,contact,0
-0.14000,1014.779,contact,0
-0.14000,860.330,contact,0
-0.12974,823.814,up,0
-0.11265,899.955,up,0
-0.09556,854.811,up,0
-0.07846,886.752,up,0
-0.06137,859.102,up,0
-0.04427,752.653,up,0
-0.02718,729.156,up,0
-0.01009,711.307,up,0
0.00701,809.110,up,0
0.02410,919.999,up,0
0.04120,957.585,up,0
0.05829,795.924,up,0
0.07538,600.229,up,0
0.09248,198.179,up,0
0.10957,231.081,up,0
0.12667,402.320,up,0
0.14376,608.383,up,0
0.16085,867.308,up,0
0.17795,776.561,up,0
0.19504,752.402,up,0
0.21214,848.441,up,0
0.22923,880.208,up,0
0.24632,713.585,up,0
0.26000,740.171,air,0
0.26000,841.029,air,0
0.26000,795.857,air,0
0.26000,875.393,air,0
0.26000,849.221,air,0
0.26000,844.104,air,0
0.26000,930.308,air,0
0.26000,903.125,air,0
0.26000,851.850,air,0
0.26000,867.661,air,0
0.26000,755.788,air,0
# outcome=confirmed drop=0.7666 thresh=0.2000 step_snr=0.90 via=ratio
