# freq=112.70 accel_per_hz=120.0 speed=0.2000
# win_n=141 step_z=0.01001
# warmup=0.800
# halt_floor=0.0530,0.9000,0.1140
# deriv_floor=0.0800,1.3500,0.1710
# drawdown_thresh=0.1000,0.9859,0.3073
# trigger_kind=drawdown trigger_axis=0
# halt_gradient=0
# note=smooth-PEI-side
mm_below_arm,amp_x,amp_y,amp_z
0.00000,3214.323,288.443,666.873
0.01001,3240.324,270.738,642.842
0.02001,3252.298,310.071,682.918
0.03002,3244.968,232.232,626.766
0.04003,3218.274,299.469,685.116
0.05003,3230.272,287.749,642.234
0.06004,3248.262,321.112,651.500
0.07004,3230.395,277.777,689.690
0.08005,3216.994,297.587,642.721
0.09006,3238.433,270.194,715.018
0.10006,3243.376,323.546,664.853
0.11007,3251.165,302.014,689.898
0.12007,3244.888,263.080,655.024
0.13007,3198.549,316.363,640.687
0.14008,3195.714,259.973,677.943
0.15008,3244.011,268.900,702.058
0.16009,3237.372,250.698,647.704
0.17009,3217.261,249.942,673.430
0.18010,3250.105,269.304,713.968
0.19010,3220.006,243.227,667.629
0.20011,3217.509,283.450,698.847
0.21011,3233.319,269.863,710.837
0.22012,3249.271,249.404,687.691
0.23012,3188.369,274.447,690.878
0.24013,3191.352,210.595,678.954
0.25013,3268.434,276.593,651.034
0.26014,3259.891,272.093,695.522
0.27015,3183.113,264.314,623.668
0.28015,3256.955,210.645,674.124
0.29016,3218.168,324.882,635.996
0.30016,3194.468,241.755,653.416
0.31017,3243.512,356.123,684.717
0.32017,3219.210,226.924,685.628
0.33018,3212.318,294.106,656.497
0.34018,3248.190,260.287,660.484
0.35019,3256.889,252.419,668.246
0.36019,3233.070,201.940,640.355
0.37020,3190.724,266.037,648.699
0.38020,3226.932,246.503,663.272
0.39021,3208.369,320.783,679.669
0.40021,3194.781,318.833,679.047
0.41022,3238.927,278.097,661.644
0.42023,3189.305,248.157,665.566
0.43023,3134.441,238.337,642.709
0.44024,3224.750,240.459,676.555
0.45024,3225.744,223.469,668.857
0.46025,3189.756,319.388,669.456
0.47026,3213.524,254.445,661.631
0.48026,3259.640,251.529,697.543
0.49027,3217.946,240.658,699.653
0.50027,3201.281,297.298,666.207
0.51028,3222.022,239.056,671.814
0.52029,3252.775,305.840,719.312
0.53029,3189.871,232.993,683.183
0.54030,3235.770,264.966,713.507
0.55030,3218.478,265.271,690.449
0.56031,3216.622,251.248,678.413
0.57032,3240.567,261.742,689.831
0.58032,3305.103,266.112,728.570
0.59033,3213.469,271.540,697.848
0.60033,3244.026,228.318,688.610
0.61034,3260.905,252.478,724.094
0.62035,3226.770,269.445,695.895
0.63035,3176.942,216.188,658.932
0.64036,3231.754,319.833,700.678
0.65036,3230.324,250.836,688.347
0.66037,3216.866,254.366,687.413
0.67037,3236.489,259.890,690.068
0.68038,3185.463,262.680,702.642
0.69038,3228.576,244.604,668.886
0.70039,3219.044,235.493,668.952
0.71039,3251.351,190.202,697.081
0.72040,3199.905,245.482,690.295
0.73041,3179.277,266.373,661.409
0.74041,3210.689,254.355,686.120
0.75042,3251.028,278.408,714.668
0.76042,3195.263,227.147,688.431
0.77043,3261.011,285.014,695.571
0.78044,3226.188,240.038,666.043
0.79044,3235.811,266.938,678.556
0.80045,3233.805,195.560,690.069
0.81045,3275.524,238.083,721.624
0.82046,3305.511,235.976,690.337
0.83046,3278.108,237.365,700.916
0.84047,3290.745,205.712,728.364
0.85047,3269.336,226.612,687.291
0.86048,3296.024,237.096,703.066
0.87048,3299.847,250.694,695.048
0.88049,3291.897,243.565,731.609
0.89049,3258.148,216.951,728.790
0.90050,3300.100,173.432,753.065
0.91050,3312.330,210.441,713.449
0.92050,3278.039,218.088,715.551
0.93051,3317.438,168.572,741.337
0.94052,3310.078,204.899,740.762
0.95052,3296.629,191.184,744.263
0.96052,3331.152,205.204,773.544
0.97053,3326.528,205.956,761.221
0.98054,3330.594,230.306,760.405
0.99054,3349.096,224.610,771.915
1.00055,3351.259,248.850,717.970
1.01055,3360.190,215.814,774.110
1.02056,3357.248,275.920,775.489
1.03056,3366.353,177.099,801.360
1.04057,3357.461,189.620,748.560
1.05058,3343.549,287.232,749.515
1.06058,3374.583,201.443,751.121
1.07059,3373.290,154.301,754.957
1.08059,3352.200,189.200,768.670
1.09060,3378.129,235.378,790.010
1.10060,3369.942,159.474,740.316
1.11061,3376.035,160.422,759.977
1.12061,3341.736,249.704,756.381
1.13062,3383.471,195.560,746.948
1.14063,3427.782,229.348,792.947
1.15063,3322.711,209.188,774.118
1.16064,3399.963,270.382,811.666
1.17064,3382.798,241.264,761.531
1.18065,3369.480,210.581,783.367
1.19065,3357.865,164.570,775.653
1.20066,3397.849,195.191,765.001
1.21066,3340.233,219.639,770.944
1.22067,3384.692,269.247,780.709
1.23067,3380.921,216.092,771.350
1.24068,3360.165,205.782,798.009
1.25069,3320.902,191.614,801.607
1.26069,3334.430,189.269,766.412
1.27070,3387.956,223.764,772.494
1.28070,3327.908,193.842,769.909
1.29071,3348.112,257.576,747.482
1.30071,3343.027,170.123,774.173
1.31072,3359.935,278.979,778.396
1.32072,3407.782,202.364,748.005
1.33073,3413.911,242.913,779.552
1.34073,3390.199,246.186,762.702
1.35074,3399.359,218.064,761.070
1.36075,3370.802,171.446,762.005
1.37075,3372.432,218.472,770.985
1.38076,3369.835,208.172,758.593
1.39077,3375.501,251.038,792.116
1.40077,3379.734,199.420,757.963
1.41078,3304.551,242.596,772.376
1.42078,3388.280,222.568,764.056
1.43079,3365.723,238.173,770.260
1.44080,3353.525,206.710,727.733
1.45080,3332.440,176.434,741.409
1.46081,3332.271,197.181,718.980
1.47081,3327.494,169.094,760.780
1.48082,3314.100,231.611,728.201
1.49082,3341.076,272.748,762.802
1.50083,3347.196,265.277,752.589
1.51083,3326.935,280.418,723.662
1.52084,3350.089,236.248,707.512
1.53084,3344.367,298.010,721.194
1.54085,3338.030,232.574,721.220
1.55085,3337.148,245.499,747.395
1.56086,3335.897,185.318,690.376
1.57086,3331.829,278.373,711.177
1.58087,3315.337,252.060,733.730
1.59087,3359.277,247.388,736.441
1.60088,3354.967,214.163,745.496
1.61088,3316.455,187.684,727.742
1.62089,3369.937,254.865,733.150
1.63089,3365.253,257.430,752.464
1.64090,3338.285,232.500,709.616
1.65090,3369.635,174.882,718.380
1.66090,3358.380,207.861,730.480
1.67091,3314.883,226.187,726.021
1.68092,3407.711,253.795,735.845
1.69092,3358.222,214.877,746.072
1.70093,3352.387,199.262,738.778
1.71093,3342.816,201.329,734.405
1.72093,3370.533,254.266,744.960
1.73094,3354.268,254.997,727.446
1.74094,3308.477,180.886,696.343
1.75095,3385.270,264.394,765.510
1.76095,3335.473,237.150,719.449
1.77096,3333.647,245.067,717.648
1.78096,3334.460,241.150,672.821
1.79097,3346.415,254.842,717.370
1.80097,3371.209,236.109,765.629
1.81098,3358.614,233.216,740.703
1.82098,3384.183,273.064,754.117
1.83099,3359.406,214.234,748.096
1.84100,3375.202,230.611,736.955
1.85100,3395.479,153.457,771.280
1.86101,3319.417,242.329,690.411
1.87101,3344.627,230.672,729.105
1.88102,3360.405,228.137,748.130
1.89103,3377.518,197.317,762.596
1.90103,3305.953,229.706,727.143
1.91104,3312.812,257.873,713.650
1.92104,3235.413,90.335,787.503
1.93105,2972.693,47.244,755.561
1.94106,2749.710,160.336,709.760
