# freq=73.00 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=0.15750 reps=1
# x=20.000 y=62.500
# air_amp=985.897 contact_amp=215.629
# note=textured-PEI-side
z,amp,tag,rep
0.30750,240.614,warm,-1
0.30750,664.797,warm,-1
0.30750,897.418,warm,-1
0.30750,989.569,warm,-1
0.30750,938.263,warm,-1
0.30750,892.334,warm,-1
0.30750,956.967,warm,-1
0.30750,929.440,warm,-1
0.30750,946.391,warm,-1
0.30750,1132.273,warm,-1
0.30750,1013.835,warm,-1
0.30750,895.735,warm,-1
0.30750,1027.221,warm,-1
0.30750,1022.793,warm,-1
0.30750,971.418,warm,-1
0.30066,994.809,down,0
0.27331,1178.408,down,0
0.24596,1089.691,down,0
0.21861,853.934,down,0
0.19126,808.150,down,0
0.16391,705.493,down,0
0.13656,792.969,down,0
0.10921,1096.634,down,0
0.07844,1131.183,down,0
0.05109,955.051,down,0
0.02374,802.878,down,0
-0.00361,682.657,down,0
-0.03096,432.338,down,0
-0.05831,241.382,down,0
-0.08566,80.456,down,0
-0.09250,185.457,contact,0
-0.09250,267.520,contact,0
-0.09250,250.407,contact,0
-0.09250,215.629,contact,0
-0.09250,212.884,contact,0
-0.09250,336.100,contact,0
-0.09250,369.673,contact,0
-0.08224,250.489,up,0
-0.05147,204.961,up,0
-0.02412,247.568,up,0
0.00323,30.680,up,0
0.03058,658.984,up,0
0.05793,1263.978,up,0
0.08528,1537.270,up,0
0.11263,1648.374,up,0
0.13998,1452.881,up,0
0.16733,1188.608,up,0
0.19468,1030.200,up,0
0.22203,971.310,up,0
0.24938,989.681,up,0
0.27673,1062.412,up,0
0.30408,976.207,up,0
0.30750,894.014,air,0
0.30750,975.616,air,0
0.30750,1028.717,air,0
0.30750,981.440,air,0
0.30750,990.353,air,0
0.30750,1052.647,air,0
# outcome=confirmed drop=0.7813 thresh=0.2000 step_snr=3.45 via=ratio
