# freq=72.00 accel_per_hz=120.0 speed=0.2000
# win_n=222 step_z=0.00998
# warmup=0.800
# halt_floor=0.2000,0.2000,0.2000
# deriv_floor=0.3000,0.3000,0.3000
# drawdown_thresh=0.1000,3.5144,0.3369
# trigger_kind=derivative trigger_axis=1
# halt_gradient=0
# note=textured-PEI-side
mm_below_arm,amp_x,amp_y,amp_z
0.00000,16445.731,197.229,2250.211
0.00998,16471.041,132.515,2228.335
0.01997,16532.811,111.359,2411.001
0.02995,16467.963,154.694,2358.175
0.03993,16349.200,214.201,2291.736
0.04991,16522.081,130.304,2270.323
0.05989,16384.827,149.324,2290.147
0.06987,16616.338,148.515,2449.119
0.07986,16559.664,167.536,2541.598
0.08984,16419.957,229.894,2353.000
0.09982,16640.306,114.821,2451.896
0.10980,16716.856,116.411,2448.742
0.11979,16772.682,35.976,2445.301
0.12977,16447.565,236.609,2285.217
0.13975,16579.232,86.282,2418.863
0.14973,16884.652,87.584,2559.402
0.15971,16556.068,188.435,2387.532
0.16969,16373.059,346.584,2314.396
0.17967,16651.033,97.318,2412.924
0.18965,16474.049,175.617,2338.938
0.19964,16477.500,127.859,2412.935
0.20962,16338.376,222.994,2214.715
0.21960,16604.691,214.252,2357.943
0.22959,16406.411,218.495,2161.333
0.23957,16365.031,289.811,2104.752
0.24955,16419.955,243.033,2314.221
0.25953,16418.503,246.142,2224.806
0.26952,16286.447,299.872,2227.054
0.27950,16625.906,74.632,2449.549
0.28948,16392.348,227.971,2147.268
0.29947,16352.615,285.747,2246.356
0.30945,16580.271,179.198,2275.327
0.31943,16498.881,169.853,2300.036
0.32941,16489.618,192.498,2332.095
0.33939,16558.025,237.430,2243.910
0.34938,16760.947,13.678,2424.444
0.35936,16652.341,283.522,2604.896
0.36934,16564.497,151.610,2540.135
0.37932,16810.716,152.293,2413.249
0.38930,16710.558,48.253,2410.855
0.39929,16515.957,239.202,2288.656
0.40927,16904.452,65.517,2637.892
0.41925,16613.554,183.434,2375.132
0.42923,16456.522,286.700,2302.479
0.43921,16255.629,319.604,2162.987
0.44919,16659.170,169.356,2235.354
0.45917,16886.602,119.323,2548.447
0.46916,16742.442,188.418,2503.748
0.47914,16617.823,133.822,2586.621
0.48912,16790.817,30.541,2350.723
0.49910,16731.097,181.903,2543.371
0.50909,16482.461,231.389,2291.726
0.51907,16748.713,25.289,2435.591
0.52905,16558.011,231.959,2417.566
0.53903,16740.098,211.589,2421.576
0.54901,16859.233,69.837,2392.218
0.55900,16922.552,10.733,2602.725
