# freq=73.00 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=0.19000 reps=1
# x=99.679 y=25.733
# air_amp=1999.995 contact_amp=999.134
# note=textured-PEI-side
z,amp,tag,rep
0.34000,518.912,warm,-1
0.34000,1554.334,warm,-1
0.34000,2049.367,warm,-1
0.34000,2108.624,warm,-1
0.34000,2022.353,warm,-1
0.34000,1949.207,warm,-1
0.34000,2037.485,warm,-1
0.34000,1996.169,warm,-1
0.34000,1900.244,warm,-1
0.34000,1907.300,warm,-1
0.34000,1928.994,warm,-1
0.34000,1897.010,warm,-1
0.34000,1989.866,warm,-1
0.34000,1889.236,warm,-1
0.34000,1884.674,warm,-1
0.32632,1921.946,down,0
0.29897,1931.153,down,0
0.27162,1820.411,down,0
0.24427,1686.807,down,0
0.21692,1867.169,down,0
0.18957,2013.834,down,0
0.16222,2024.568,down,0
0.13487,1875.683,down,0
0.10752,1734.733,down,0
0.08017,1731.862,down,0
0.05282,1756.810,down,0
0.02547,1606.134,down,0
-0.00188,1449.925,down,0
-0.02923,1409.829,down,0
-0.05658,1218.446,down,0
-0.06000,1057.144,contact,0
-0.06000,948.357,contact,0
-0.06000,993.260,contact,0
-0.06000,1036.736,contact,0
-0.06000,999.134,contact,0
-0.06000,1101.984,contact,0
-0.06000,1265.694,contact,0
-0.04291,1248.319,up,0
-0.01556,1341.213,up,0
0.01179,1468.533,up,0
0.03915,1490.396,up,0
0.06650,1510.416,up,0
0.09385,1602.798,up,0
0.12120,1626.873,up,0
0.14855,1637.007,up,0
0.17590,1852.953,up,0
0.20325,1906.954,up,0
0.23060,1768.122,up,0
0.25795,1911.140,up,0
0.28530,1905.912,up,0
0.31265,1871.002,up,0
0.34000,2062.952,up,0
0.34000,1982.849,air,0
0.34000,1911.994,air,0
0.34000,2022.527,air,0
0.34000,1979.919,air,0
0.34000,2017.141,air,0
0.34000,2147.096,air,0
# outcome=confirmed drop=0.5004 thresh=0.2000 step_snr=2.02 via=ratio
