# freq=73.00 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=-0.02751 reps=1
# x=60.000 y=62.500
# air_amp=1831.577 contact_amp=565.403
# note=textured-PEI-side
z,amp,tag,rep
0.12249,807.751,warm,-1
0.12249,1561.250,warm,-1
0.12249,1754.995,warm,-1
0.12249,1802.414,warm,-1
0.12249,1779.453,warm,-1
0.12249,1744.602,warm,-1
0.12249,1767.338,warm,-1
0.12249,1894.460,warm,-1
0.12249,1875.476,warm,-1
0.12249,1607.455,warm,-1
0.12249,1474.798,warm,-1
0.12249,1524.033,warm,-1
0.12249,1651.752,warm,-1
0.12249,1774.305,warm,-1
0.12249,1940.352,warm,-1
0.09856,2070.167,down,0
0.07121,2047.156,down,0
0.04386,1848.519,down,0
0.01651,1728.278,down,0
-0.01426,1531.168,down,0
-0.04161,1284.766,down,0
-0.06896,1007.436,down,0
-0.09631,816.211,down,0
-0.12366,708.716,down,0
-0.15101,704.141,down,0
-0.17836,743.871,down,0
-0.20571,620.096,down,0
-0.23306,565.403,down,0
-0.26041,535.604,down,0
-0.27751,556.354,contact,0
-0.27751,574.445,contact,0
-0.27751,586.427,contact,0
-0.27751,654.285,contact,0
-0.27751,636.951,contact,0
-0.27751,621.642,contact,0
-0.27751,634.096,contact,0
-0.27409,618.141,up,0
-0.24674,576.976,up,0
-0.21939,515.881,up,0
-0.19204,572.912,up,0
-0.16469,676.756,up,0
-0.13734,692.097,up,0
-0.10999,683.969,up,0
-0.08263,734.444,up,0
-0.05528,796.059,up,0
-0.02793,818.285,up,0
-0.00058,847.256,up,0
0.02677,1068.704,up,0
0.05412,1412.300,up,0
0.08147,1616.702,up,0
0.10882,1790.205,up,0
0.12249,1784.408,air,0
0.12249,1735.198,air,0
0.12249,1849.030,air,0
0.12249,1876.446,air,0
0.12249,1814.124,air,0
0.12249,1877.741,air,0
