# freq=73.00 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=-0.20000 reps=1
# x=60.000 y=100.000
# air_amp=2562.523 contact_amp=1067.492
# note=textured-PEI-side
z,amp,tag,rep
0.60000,152.814,warm,-1
0.60000,884.607,warm,-1
0.60000,1989.717,warm,-1
0.60000,2585.021,warm,-1
0.60000,2578.664,warm,-1
0.60000,2654.078,warm,-1
0.60000,2602.035,warm,-1
0.60000,2522.945,warm,-1
0.60000,2580.319,warm,-1
0.60000,2419.771,warm,-1
0.60000,2507.393,warm,-1
0.60000,2636.395,warm,-1
0.60000,2545.172,warm,-1
0.60000,2426.452,warm,-1
0.60000,2416.888,warm,-1
0.60000,2372.070,warm,-1
0.60000,2360.562,warm,-1
0.60000,2615.067,warm,-1
0.60000,2508.095,warm,-1
0.60000,2377.728,warm,-1
0.60000,2483.090,warm,-1
0.60000,2406.118,warm,-1
0.60000,2523.579,warm,-1
0.60000,2597.283,warm,-1
0.59316,2502.376,down,0
0.57607,2490.514,down,0
0.55897,2487.644,down,0
0.54188,2370.863,down,0
0.52479,2170.761,down,0
0.50769,2266.939,down,0
0.49060,2564.627,down,0
0.47350,2676.949,down,0
0.45641,2511.343,down,0
0.43932,2527.013,down,0
0.42222,2520.316,down,0
0.40513,2540.282,down,0
0.38803,2741.050,down,0
0.37094,2724.718,down,0
0.35385,2665.144,down,0
0.33675,2753.285,down,0
0.31966,2768.295,down,0
0.30256,2425.570,down,0
0.28547,2279.628,down,0
0.26838,2399.211,down,0
0.25128,2826.878,down,0
0.23419,2895.500,down,0
0.21709,2761.275,down,0
0.20000,2660.603,down,0
0.18291,2468.428,down,0
0.16581,2518.404,down,0
0.14872,2482.499,down,0
0.13162,2018.667,down,0
0.11453,1554.263,down,0
0.09744,1477.868,down,0
0.08034,1499.561,down,0
0.06325,1296.251,down,0
0.04615,1444.890,down,0
0.02906,1398.999,down,0
0.01197,1225.767,down,0
-0.00513,1487.049,down,0
-0.02222,1404.370,down,0
-0.03932,1277.136,down,0
-0.05641,1370.876,down,0
-0.07350,1326.439,down,0
-0.09060,1168.549,down,0
-0.10769,1094.206,down,0
-0.12479,1267.951,down,0
-0.14188,1391.968,down,0
-0.15897,1149.483,down,0
-0.17607,1058.583,down,0
-0.19316,1120.812,down,0
-0.20000,1083.842,contact,0
-0.20000,1067.492,contact,0
-0.20000,1171.123,contact,0
-0.20000,1199.926,contact,0
-0.20000,1108.010,contact,0
-0.20000,993.003,contact,0
-0.20000,1064.524,contact,0
-0.20000,1210.481,contact,0
-0.20000,1134.934,contact,0
-0.20000,1145.403,contact,0
-0.20000,1244.771,contact,0
-0.20000,1228.511,contact,0
-0.18291,967.444,up,0
-0.16581,1068.986,up,0
-0.14872,1335.799,up,0
-0.13162,1133.934,up,0
-0.11453,1143.536,up,0
-0.09744,1402.000,up,0
-0.08034,1193.925,up,0
-0.06325,1367.826,up,0
-0.04615,1553.891,up,0
-0.02906,1420.356,up,0
-0.01197,1489.883,up,0
0.00513,1566.362,up,0
0.02222,1565.703,up,0
0.03932,1445.602,up,0
0.05641,1205.982,up,0
0.07350,1104.266,up,0
0.09060,1287.793,up,0
0.10769,1275.445,up,0
0.12479,1077.731,up,0
0.14188,1083.734,up,0
0.15897,1523.719,up,0
0.17607,2093.159,up,0
0.19316,2488.019,up,0
0.21026,2497.576,up,0
0.22735,2655.299,up,0
0.24444,2704.946,up,0
0.26154,2362.336,up,0
0.27863,2434.704,up,0
0.29573,2812.969,up,0
0.31282,2738.981,up,0
0.32991,2716.215,up,0
0.34701,2740.994,up,0
0.36410,2418.061,up,0
0.38120,2222.720,up,0
0.39829,2570.810,up,0
0.41538,2641.633,up,0
0.43248,2542.270,up,0
0.44957,2567.282,up,0
0.46667,2503.197,up,0
0.48376,2648.518,up,0
0.50085,2816.243,up,0
0.51795,2908.651,up,0
0.53504,2836.859,up,0
0.55214,2718.901,up,0
0.56923,2623.898,up,0
0.58632,2300.329,up,0
0.60000,2218.416,air,0
0.60000,2564.640,air,0
0.60000,2568.823,air,0
0.60000,2423.161,air,0
0.60000,2433.527,air,0
0.60000,2407.648,air,0
0.60000,2571.095,air,0
0.60000,2638.797,air,0
0.60000,2669.761,air,0
0.60000,2562.523,air,0
0.60000,2173.001,air,0
