# freq=54.70 accel_per_hz=120.0 speed=0.2000
# win_n=352 step_z=0.00999
# warmup=0.800
# halt_floor=0.0380,0.1840,0.1240
# deriv_floor=0.0800,0.2760,0.1860
# drawdown_thresh=0.1000,0.8460,0.4595
# trigger_kind=derivative trigger_axis=2
# halt_gradient=0
# note=textured-PEI-side
mm_below_arm,amp_x,amp_y,amp_z
0.00000,5314.360,111.350,179.037
0.01000,5301.452,145.622,174.675
0.02000,5361.159,147.408,176.509
0.02999,5314.432,131.953,175.588
0.03999,5354.529,120.590,190.016
0.04999,5316.405,126.282,173.985
0.05998,5358.826,134.254,183.492
0.06998,5296.722,101.212,176.838
0.07998,5331.732,92.850,184.913
0.08998,5287.140,108.835,172.992
0.09998,5334.683,112.114,158.458
0.10998,5298.942,104.673,171.766
0.11997,5362.566,128.472,182.292
0.12997,5298.158,127.984,180.243
0.13997,5346.621,174.306,170.179
0.14997,5297.314,155.263,166.174
0.15996,5340.233,123.545,168.155
0.16996,5306.374,126.038,165.915
0.17996,5336.187,121.923,181.058
0.18996,5278.272,138.203,170.192
0.19995,5324.797,154.689,153.889
0.20995,5308.022,127.548,174.630
0.21995,5351.288,97.744,197.674
0.22995,5319.507,129.100,176.199
0.23995,5316.537,142.300,165.810
0.24995,5325.943,163.551,166.038
0.25995,5320.668,161.983,164.415
0.26994,5317.282,123.207,166.889
0.27994,5297.665,101.972,161.949
0.28994,5312.634,116.348,168.002
0.29994,5295.780,138.777,181.414
0.30994,5314.726,133.433,206.291
0.31994,5287.219,141.132,212.306
0.32994,5330.514,137.326,202.657
0.33994,5282.990,146.039,181.127
0.34993,5342.969,162.524,188.046
0.35993,5285.968,155.568,155.261
0.36993,5315.410,161.902,149.094
0.37992,5275.292,147.640,171.248
0.38992,5328.211,134.578,176.583
0.39992,5282.351,116.227,190.740
0.40992,5342.404,147.040,167.629
0.41991,5299.278,161.161,183.917
0.42991,5337.608,153.634,177.705
0.43991,5277.476,156.800,173.324
0.44991,5315.944,176.027,163.840
0.45991,5272.757,161.854,167.671
0.46991,5338.061,130.225,159.916
0.47990,5326.562,154.033,179.770
0.48990,5355.367,174.091,175.946
0.49990,5305.611,184.461,166.205
0.50990,5304.854,176.909,147.219
0.51989,5285.002,154.588,154.660
0.52989,5311.782,175.967,158.343
0.53989,5295.004,195.239,165.313
0.54988,5307.842,148.335,155.200
0.55988,5284.207,121.206,145.590
0.56988,5293.759,125.168,171.080
0.57988,5310.415,129.902,186.224
0.58987,5288.576,156.896,178.060
0.59987,5311.033,182.890,174.588
0.60987,5296.599,181.397,164.678
0.61987,5344.950,159.780,168.899
0.62987,5310.120,145.333,161.503
0.63987,5333.620,137.546,163.012
0.64986,5282.837,153.314,161.740
0.65986,5335.292,168.930,162.388
0.66986,5293.335,154.482,163.093
0.67986,5319.406,158.057,151.823
0.68985,5276.333,142.881,184.734
0.69985,5336.735,126.435,198.486
0.70985,5273.077,89.424,158.079
0.71985,5317.138,90.766,169.737
0.72985,5278.272,148.157,162.779
0.73984,5330.961,173.820,145.610
0.74984,5274.609,160.187,155.718
0.75984,5327.349,174.968,161.551
0.76984,5274.411,161.109,159.098
0.77983,5324.077,162.826,166.662
0.78983,5295.215,155.521,185.366
0.79983,5315.522,155.636,172.207
0.80982,5283.742,132.182,169.963
0.81982,5315.893,150.154,169.619
0.82982,5290.733,148.147,179.640
0.83982,5297.996,141.245,169.210
0.84981,5273.971,147.697,173.073
0.85981,5281.443,156.084,166.028
0.86981,5309.129,162.156,183.833
0.87981,5297.660,188.397,185.817
0.88981,5301.100,161.814,188.636
0.89981,5281.797,170.495,185.942
0.90980,5323.453,144.233,192.862
0.91980,5302.888,169.727,194.488
0.92980,5335.777,172.748,182.978
0.93980,5294.906,128.789,189.013
0.94979,5325.221,132.661,177.778
0.95979,5281.060,160.156,168.288
0.96979,5324.323,170.115,183.294
0.97978,5283.363,159.373,197.771
0.98978,5322.316,165.790,183.512
0.99978,5266.745,176.714,160.321
1.00978,5326.107,158.892,177.666
1.01978,5281.496,142.312,206.413
1.02977,5320.552,170.205,219.447
1.03977,5269.494,193.038,189.127
1.04977,5332.194,171.389,164.624
1.05977,5274.888,198.654,165.983
1.06977,5302.097,217.613,179.979
1.07976,5278.451,189.198,168.474
1.08976,5322.273,153.053,173.804
1.09976,5275.867,152.279,192.754
1.10976,5287.173,165.816,175.913
1.11975,5268.924,158.740,193.460
1.12975,5282.804,153.636,183.717
1.13975,5284.051,144.097,182.080
1.14975,5306.259,173.186,182.098
1.15975,5291.210,179.225,179.527
1.16974,5287.090,151.963,180.343
1.17974,5304.982,149.216,195.713
1.18974,5281.049,165.624,195.742
1.19974,5301.009,147.098,189.297
1.20973,5269.015,128.994,199.090
1.21973,5334.544,146.744,203.413
1.22973,5270.646,155.683,170.334
1.23973,5312.168,174.558,170.044
1.24972,5284.342,192.415,185.283
1.25972,5332.211,167.339,168.342
1.26972,5266.524,132.022,159.527
1.27971,5318.131,151.183,178.323
1.28971,5244.018,152.802,174.267
1.29971,5298.481,159.256,156.706
1.30970,5280.582,163.935,179.323
1.31970,5317.434,151.416,180.138
1.32970,5260.149,160.767,190.356
1.33970,5314.947,125.554,192.406
1.34969,5263.005,125.348,180.744
1.35969,5314.857,150.022,172.932
1.36969,5291.103,167.574,188.887
1.37968,5332.715,148.482,193.103
1.38968,5291.955,130.079,187.415
1.39968,5308.978,126.556,180.369
1.40968,5288.706,141.478,198.533
1.41967,5302.213,163.675,188.919
1.42967,5287.277,161.938,193.951
1.43966,5283.998,174.914,182.337
1.44966,5284.980,166.571,179.338
1.45966,5282.274,170.325,192.279
1.46966,5279.667,131.689,192.226
1.47965,5278.066,165.320,181.023
1.48965,5304.735,176.070,174.066
1.49965,5264.928,169.171,174.348
1.50964,5301.162,163.526,195.430
1.51964,5282.924,155.691,171.906
1.52964,5317.758,141.496,169.555
1.53964,5282.065,161.630,194.896
1.54963,5330.348,151.420,203.959
1.55963,5283.742,159.062,187.981
1.56963,5325.739,183.267,174.900
1.57962,5294.853,161.763,170.055
1.58962,5362.502,182.856,179.803
1.59962,5277.498,180.878,184.607
1.60962,5311.704,179.272,195.187
1.61961,5263.222,175.005,181.221
1.62961,5322.749,174.045,172.687
1.63961,5290.559,163.034,191.489
1.64960,5351.109,154.536,172.329
1.65960,5293.286,162.627,167.667
1.66960,5322.455,166.830,164.619
1.67959,5282.784,178.101,169.295
1.68959,5305.921,166.377,168.303
1.69959,5267.811,172.144,185.600
1.70958,5290.489,201.693,199.562
1.71958,5287.262,198.510,189.467
1.72958,5309.784,178.509,160.910
1.73957,5300.879,169.946,170.836
1.74957,5297.176,177.964,174.907
1.75957,5319.908,153.316,185.504
1.76956,5310.556,164.098,190.650
1.77956,5336.836,163.958,215.762
1.78956,5297.739,196.023,204.353
1.79956,5317.069,201.952,167.174
1.80955,5287.960,178.458,161.442
1.81955,5316.696,158.761,167.961
1.82955,5277.245,156.460,163.542
1.83954,5318.326,162.631,166.420
1.84954,5257.594,180.812,162.352
1.85954,5339.699,184.943,175.418
1.86953,5302.804,189.936,170.388
1.87953,5333.857,229.106,175.267
1.88953,5281.107,205.939,172.507
1.89953,5341.040,200.509,177.317
1.90952,5282.901,190.010,164.266
1.91952,5327.454,168.512,162.655
1.92952,5273.094,142.288,159.946
1.93951,5329.058,175.065,158.293
1.94951,5305.041,192.151,184.971
1.95951,5339.549,209.201,175.007
1.96951,5289.168,215.458,178.820
1.97951,5280.200,250.371,142.992
1.98950,5234.084,345.098,98.854
