# freq=73.00 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=-0.50000 reps=1
# x=60.000 y=25.000
# air_amp=1155.240 contact_amp=728.126
# note=textured-PEI-side
z,amp,tag,rep
0.30000,54.085,warm,-1
0.30000,554.268,warm,-1
0.30000,1260.950,warm,-1
0.30000,1323.535,warm,-1
0.30000,1186.453,warm,-1
0.30000,1169.393,warm,-1
0.30000,1213.480,warm,-1
0.30000,1173.399,warm,-1
0.30000,1173.226,warm,-1
0.30000,1169.193,warm,-1
0.30000,1134.163,warm,-1
0.30000,1124.683,warm,-1
0.30000,1094.988,warm,-1
0.30000,1052.245,warm,-1
0.30000,1083.930,warm,-1
0.30000,1169.427,warm,-1
0.28632,1105.849,down,0
0.25897,1013.534,down,0
0.23162,1097.984,down,0
0.20427,1088.288,down,0
0.17692,1095.537,down,0
0.14957,1134.673,down,0
0.12222,1142.891,down,0
0.09487,1121.269,down,0
0.06752,1095.414,down,0
0.04017,1044.966,down,0
0.01282,924.256,down,0
-0.01453,871.410,down,0
-0.04188,815.380,down,0
-0.06923,800.119,down,0
-0.09658,820.865,down,0
-0.12393,783.145,down,0
-0.15128,814.997,down,0
-0.17863,811.049,down,0
-0.20598,839.084,down,0
-0.23333,869.372,down,0
-0.26068,833.953,down,0
-0.28803,859.366,down,0
-0.31538,887.032,down,0
-0.34274,834.783,down,0
-0.37009,777.086,down,0
-0.39744,801.651,down,0
-0.42479,840.802,down,0
-0.45214,839.662,down,0
-0.47949,830.473,down,0
-0.50000,893.494,contact,0
-0.50000,938.246,contact,0
-0.50000,936.233,contact,0
-0.50000,965.892,contact,0
-0.50000,1001.634,contact,0
-0.50000,988.050,contact,0
-0.50000,985.728,contact,0
-0.50000,1023.102,contact,0
-0.47265,1065.285,up,0
-0.44530,1037.374,up,0
-0.41795,953.588,up,0
-0.39060,871.410,up,0
-0.36325,785.452,up,0
-0.33590,728.126,up,0
-0.30855,585.401,up,0
-0.28120,622.534,up,0
-0.25385,773.894,up,0
-0.22650,787.539,up,0
-0.19915,811.280,up,0
-0.17179,877.573,up,0
-0.14444,909.727,up,0
-0.11709,907.369,up,0
-0.08974,775.437,up,0
-0.06239,721.672,up,0
-0.03504,859.687,up,0
-0.00769,991.270,up,0
0.01966,1148.160,up,0
0.04701,1224.577,up,0
0.07436,1087.277,up,0
0.10171,1030.705,up,0
0.12906,1121.209,up,0
0.15641,1200.409,up,0
0.18376,1168.050,up,0
0.21111,1122.187,up,0
0.23846,1124.529,up,0
0.26581,1096.852,up,0
0.29316,1068.754,up,0
0.30000,1100.154,air,0
0.30000,1151.598,air,0
0.30000,1158.882,air,0
0.30000,1167.377,air,0
0.30000,1135.171,air,0
0.30000,1168.141,air,0
