# freq=73.00 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=-0.20000 reps=1
# x=60.000 y=100.000
# air_amp=909.896 contact_amp=394.478
# note=textured-PEI-side
z,amp,tag,rep
0.60000,117.851,warm,-1
0.60000,461.687,warm,-1
0.60000,851.368,warm,-1
0.60000,839.942,warm,-1
0.60000,861.995,warm,-1
0.60000,941.902,warm,-1
0.60000,915.150,warm,-1
0.60000,875.595,warm,-1
0.60000,923.764,warm,-1
0.60000,933.389,warm,-1
0.60000,932.417,warm,-1
0.60000,933.738,warm,-1
0.60000,863.336,warm,-1
0.60000,927.267,warm,-1
0.60000,996.816,warm,-1
0.60000,945.531,warm,-1
0.60000,946.572,warm,-1
0.60000,888.620,warm,-1
0.60000,922.133,warm,-1
0.60000,965.802,warm,-1
0.60000,887.549,warm,-1
0.60000,923.597,warm,-1
0.60000,934.680,warm,-1
0.60000,873.271,warm,-1
0.60000,939.484,warm,-1
0.58291,914.893,down,0
0.56581,896.314,down,0
0.54872,938.411,down,0
0.53162,951.873,down,0
0.51453,914.993,down,0
0.49744,892.661,down,0
0.48034,1001.625,down,0
0.46325,1002.525,down,0
0.44615,930.898,down,0
0.42906,991.490,down,0
0.41197,1060.075,down,0
0.39487,1037.438,down,0
0.37778,1022.309,down,0
0.36068,976.896,down,0
0.34359,961.910,down,0
0.32650,969.668,down,0
0.30940,970.921,down,0
0.29231,923.784,down,0
0.27521,897.649,down,0
0.25812,936.110,down,0
0.24103,943.508,down,0
0.22393,944.840,down,0
0.20684,1027.707,down,0
0.18974,943.100,down,0
0.17265,928.748,down,0
0.15556,932.305,down,0
0.13846,949.716,down,0
0.12137,939.879,down,0
0.10427,969.658,down,0
0.08718,896.022,down,0
0.07009,1151.993,down,0
0.05299,1524.940,down,0
0.03590,1454.663,down,0
0.01880,1246.533,down,0
0.00171,1052.928,down,0
-0.01538,956.443,down,0
-0.03248,939.643,down,0
-0.04957,790.575,down,0
-0.06667,806.802,down,0
-0.08376,830.313,down,0
-0.10085,753.533,down,0
-0.11795,592.061,down,0
-0.13504,528.142,down,0
-0.15214,464.332,down,0
-0.16923,476.148,down,0
-0.18632,495.028,down,0
-0.20000,469.101,contact,0
-0.20000,415.442,contact,0
-0.20000,394.859,contact,0
-0.20000,448.473,contact,0
-0.20000,454.580,contact,0
-0.20000,438.363,contact,0
-0.20000,423.436,contact,0
-0.20000,388.006,contact,0
-0.20000,459.484,contact,0
-0.20000,445.585,contact,0
-0.20000,388.763,contact,0
-0.20000,413.219,contact,0
-0.18974,394.478,up,0
-0.17265,378.765,up,0
-0.15556,368.570,up,0
-0.13846,413.339,up,0
-0.12137,554.194,up,0
-0.10427,605.995,up,0
-0.09060,565.976,up,0
-0.07350,671.429,up,0
-0.05641,760.131,up,0
-0.03932,712.203,up,0
-0.02222,708.047,up,0
-0.00513,655.129,up,0
0.01197,739.255,up,0
0.02906,884.529,up,0
0.04615,1214.778,up,0
0.06325,1367.633,up,0
0.08034,1292.821,up,0
0.09744,1171.710,up,0
0.11453,960.652,up,0
0.13162,1078.323,up,0
0.14872,1016.237,up,0
0.16581,995.299,up,0
0.18291,966.183,up,0
0.20000,959.092,up,0
0.21709,963.895,up,0
0.23419,1007.132,up,0
0.25128,1010.873,up,0
0.26838,980.998,up,0
0.28547,915.115,up,0
0.30256,948.941,up,0
0.31966,993.500,up,0
0.33675,963.169,up,0
0.35385,989.011,up,0
0.37094,954.924,up,0
0.38803,939.919,up,0
0.40513,1026.361,up,0
0.42222,1011.992,up,0
0.43932,1055.464,up,0
0.45641,1058.193,up,0
0.47350,1013.934,up,0
0.49060,1008.955,up,0
0.50769,1039.388,up,0
0.52479,986.657,up,0
0.54188,942.661,up,0
0.55897,974.355,up,0
0.57607,1061.855,up,0
0.59316,1069.722,up,0
0.60000,1035.826,air,0
0.60000,983.351,air,0
0.60000,998.604,air,0
0.60000,925.186,air,0
0.60000,898.700,air,0
0.60000,896.992,air,0
0.60000,869.978,air,0
0.60000,909.896,air,0
0.60000,877.985,air,0
0.60000,872.222,air,0
0.60000,932.815,air,0
