# freq=72.00 accel_per_hz=120.0 speed=0.2000
# win_n=222 step_z=0.00998
# warmup=0.800
# halt_floor=0.2000,0.2000,0.2000
# deriv_floor=0.3000,0.3000,0.3000
# drawdown_thresh=unset,unset,unset
# trigger_kind=derivative trigger_axis=1
# halt_gradient=0
# note=textured-PEI-side
mm_below_arm,amp_x,amp_y,amp_z
0.00000,16340.023,306.408,2230.586
0.00998,16169.853,441.186,2251.674
0.01996,16321.240,396.971,2411.466
0.02995,16443.919,329.898,2461.565
0.03993,16300.165,274.471,2267.469
0.04991,16592.660,256.793,2360.661
0.05989,16413.485,203.979,2190.953
0.06988,16129.721,345.216,2265.408
0.07986,16351.157,284.989,2381.093
0.08984,16423.885,286.779,2293.300
0.09982,16388.522,301.213,2355.035
0.10980,16390.953,336.014,2330.633
0.11979,16388.700,317.670,2352.952
0.12977,16117.006,498.579,2306.291
0.13975,16241.421,384.306,2367.185
0.14973,16453.042,258.561,2389.705
0.15971,16491.167,210.220,2384.973
0.16969,16176.180,434.357,2303.216
0.17968,16230.602,371.477,2293.126
0.18966,16442.666,333.571,2416.063
0.19964,16339.124,301.389,2255.928
0.20962,16417.716,239.466,2405.902
0.21960,16308.830,376.999,2429.829
0.22958,16390.390,368.762,2357.118
0.23957,16325.021,442.347,2352.067
0.24955,16299.877,465.445,2370.981
0.25953,16479.698,226.339,2450.938
0.26951,16272.122,442.469,2307.796
0.27950,16337.171,287.940,2245.872
0.28948,16566.206,151.796,2425.368
