# freq=71.88 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=0.18250 reps=1
# x=80.785 y=30.000
# air_amp=1867.166 contact_amp=1265.118
# note=textured-PEI-side
z,amp,tag,rep
0.33250,159.235,warm,-1
0.33250,823.963,warm,-1
0.33250,1522.107,warm,-1
0.33250,1709.223,warm,-1
0.33250,1884.152,warm,-1
0.33250,2082.999,warm,-1
0.33250,1897.137,warm,-1
0.33250,2013.033,warm,-1
0.33250,2086.505,warm,-1
0.33250,1891.874,warm,-1
0.33250,1909.599,warm,-1
0.33250,1966.074,warm,-1
0.33250,1868.524,warm,-1
0.33250,1604.066,warm,-1
0.33250,1698.075,warm,-1
0.33250,1984.476,warm,-1
0.33250,1931.649,warm,-1
0.33250,1858.735,warm,-1
0.33250,1779.963,warm,-1
0.33250,1915.540,warm,-1
0.33250,2088.022,warm,-1
0.33250,2049.392,warm,-1
0.33250,2020.434,warm,-1
0.33250,2032.883,warm,-1
0.31859,1981.984,down,0
0.30120,1933.373,down,0
0.28380,1989.605,down,0
0.26641,1871.366,down,0
0.24902,1933.058,down,0
0.23163,1962.277,down,0
0.21424,1873.918,down,0
0.19685,1873.779,down,0
0.17946,1843.033,down,0
0.16207,1943.276,down,0
0.14467,1994.282,down,0
0.12728,1773.020,down,0
0.10989,1613.196,down,0
0.09250,1484.243,down,0
0.07511,1423.638,down,0
0.05772,1318.477,down,0
0.04033,1265.118,down,0
0.02293,1440.103,down,0
0.00554,1601.400,down,0
-0.01185,1531.527,down,0
-0.02924,1429.707,down,0
-0.04663,1459.840,down,0
-0.06402,1496.092,down,0
-0.06750,1522.890,contact,0
-0.06750,1491.440,contact,0
-0.06750,1383.938,contact,0
-0.06750,1375.388,contact,0
-0.06750,1456.028,contact,0
-0.06750,1506.682,contact,0
-0.06750,1536.035,contact,0
-0.06750,1459.361,contact,0
-0.06750,1392.299,contact,0
-0.06750,1524.006,contact,0
-0.06750,1547.556,contact,0
-0.06402,1422.005,up,0
-0.04663,1529.917,up,0
-0.02924,1526.804,up,0
-0.01185,1489.010,up,0
0.00554,1481.452,up,0
0.02293,1374.372,up,0
0.04033,1353.991,up,0
0.05772,1179.945,up,0
0.07511,897.942,up,0
0.09250,1037.815,up,0
0.10989,1395.951,up,0
0.12728,1563.634,up,0
0.14467,1705.121,up,0
0.16207,1983.574,up,0
0.17946,1936.630,up,0
0.19685,1859.003,up,0
0.21424,1876.291,up,0
0.23163,1881.603,up,0
0.24902,2016.092,up,0
0.26641,1892.056,up,0
0.28380,1970.038,up,0
0.30120,2220.814,up,0
0.31859,2015.552,up,0
0.33250,1803.450,air,0
0.33250,1831.975,air,0
0.33250,1763.714,air,0
0.33250,1785.740,air,0
0.33250,1938.674,air,0
0.33250,1902.358,air,0
0.33250,1923.529,air,0
0.33250,2053.962,air,0
# outcome=confirmed drop=0.3224 thresh=0.2000 step_snr=2.39 via=ratio
