# freq=73.00 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=0.14250 reps=1
# x=60.000 y=62.500
# air_amp=1665.540 contact_amp=473.654
# note=textured-PEI-side
z,amp,tag,rep
0.29250,369.787,warm,-1
0.29250,1242.587,warm,-1
0.29250,1563.261,warm,-1
0.29250,1555.260,warm,-1
0.29250,1723.127,warm,-1
0.29250,1668.444,warm,-1
0.29250,1669.793,warm,-1
0.29250,1628.095,warm,-1
0.29250,1415.379,warm,-1
0.29250,1522.855,warm,-1
0.29250,1705.332,warm,-1
0.29250,1649.443,warm,-1
0.29250,1570.340,warm,-1
0.29250,1560.861,warm,-1
0.29250,1586.320,warm,-1
0.27882,1572.740,down,0
0.25147,1853.562,down,0
0.22412,1947.914,down,0
0.19677,1760.921,down,0
0.16942,1556.757,down,0
0.14207,1434.816,down,0
0.11472,1329.920,down,0
0.08737,1133.374,down,0
0.06002,1303.964,down,0
0.03267,1440.127,down,0
0.00532,1158.618,down,0
-0.02203,880.344,down,0
-0.04938,646.575,down,0
-0.07673,547.596,down,0
-0.10408,453.110,down,0
-0.10750,325.130,contact,0
-0.10750,371.351,contact,0
-0.10750,473.654,contact,0
-0.10750,577.568,contact,0
-0.10750,569.188,contact,0
-0.10750,544.326,contact,0
-0.10750,600.493,contact,0
-0.09041,667.910,up,0
-0.06306,689.175,up,0
-0.03571,681.530,up,0
-0.00835,647.106,up,0
0.01900,638.349,up,0
0.04635,629.302,up,0
0.07370,773.764,up,0
0.10105,1078.001,up,0
0.12840,1475.462,up,0
0.15575,1791.084,up,0
0.18310,1827.929,up,0
0.21045,1862.628,up,0
0.23780,1866.021,up,0
0.26515,1803.737,up,0
0.29250,1789.062,up,0
0.29250,1762.134,air,0
0.29250,1619.272,air,0
0.29250,1596.339,air,0
0.29250,1728.709,air,0
0.29250,1711.808,air,0
0.29250,1616.452,air,0
# outcome=confirmed drop=0.7156 thresh=0.2000 step_snr=2.50 via=ratio
