# freq=71.88 accel_per_hz=120.0 speed=1.0000
# win_n=89 step_z=0.03001
# warmup=0.800
# halt_floor=0.0620,0.5220,0.3400
# deriv_floor=0.0930,0.7830,0.5100
# drawdown_thresh=0.1036,0.8784,0.6649
# trigger_kind=None trigger_axis=None
# halt_gradient=0
# note=textured-PEI-side
mm_below_arm,amp_x,amp_y,amp_z
0.00000,17387.551,754.799,2366.095
0.03001,17037.229,738.219,2271.187
0.06002,16888.394,819.990,1967.980
0.09002,17315.402,998.189,2114.401
0.12003,16790.958,939.817,1769.524
0.15004,16965.217,931.085,2096.938
0.18004,17233.893,1021.609,2105.816
0.21004,16925.425,870.461,2035.647
0.24004,17159.975,983.772,2087.404
0.27004,16953.679,769.856,2020.017
0.30003,16799.952,813.239,2042.808
0.33003,16998.478,831.260,2035.109
0.36003,17015.440,863.996,1975.852
0.39003,17209.245,813.245,2120.959
0.42003,17196.983,862.645,2316.985
0.45003,17086.194,1030.847,2007.713
0.48003,17112.900,777.430,2469.179
0.51003,17328.274,747.238,2383.670
0.54003,16839.803,813.232,1977.577
0.57003,17478.057,928.931,2448.919
0.60003,17016.957,1054.577,1919.700
0.63004,17022.772,744.413,2149.230
0.66004,16953.257,755.783,2059.798
0.69005,17137.375,865.208,2033.239
0.72005,16959.944,909.844,2037.724
0.75005,16649.670,1013.713,1841.789
0.78006,17129.105,908.527,2219.682
0.81006,16621.412,1001.831,1696.351
0.84007,16527.225,759.188,1997.025
0.87007,17151.391,747.646,1979.130
0.90007,16902.244,809.573,2213.243
0.93007,17122.715,896.296,2161.436
0.96008,17072.830,802.888,2328.125
0.99008,17178.910,975.330,1969.111
1.02007,16792.291,854.233,2063.914
1.05007,17795.848,937.365,2524.082
1.08007,16850.345,1092.706,2000.179
1.11007,17087.945,896.456,2173.148
1.14007,17030.637,898.013,1932.587
1.17007,16559.733,1044.206,1760.355
1.20006,17118.220,902.456,2017.697
1.23006,17001.763,1000.421,2190.098
1.26006,16821.269,900.705,2175.967
