# freq=73.00 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=0.17250 reps=1
# x=59.910 y=24.205
# air_amp=1016.027 contact_amp=509.672
# note=textured-PEI-side
z,amp,tag,rep
0.32250,384.456,warm,-1
0.32250,990.421,warm,-1
0.32250,1163.949,warm,-1
0.32250,1092.390,warm,-1
0.32250,1010.976,warm,-1
0.32250,1065.829,warm,-1
0.32250,1120.545,warm,-1
0.32250,1095.244,warm,-1
0.32250,1054.590,warm,-1
0.32250,1022.436,warm,-1
0.32250,1015.626,warm,-1
0.32250,948.277,warm,-1
0.32250,966.251,warm,-1
0.32250,1005.916,warm,-1
0.32250,980.338,warm,-1
0.31224,984.578,down,0
0.28489,959.035,down,0
0.25754,1041.022,down,0
0.23019,1091.144,down,0
0.20284,1005.487,down,0
0.17549,1000.879,down,0
0.14814,966.851,down,0
0.12079,737.991,down,0
0.09344,538.545,down,0
0.06609,783.850,down,0
0.03874,1066.683,down,0
0.01139,955.544,down,0
-0.01596,805.870,down,0
-0.04331,646.232,down,0
-0.07066,593.986,down,0
-0.07750,540.019,contact,0
-0.07750,582.354,contact,0
-0.07750,591.931,contact,0
-0.07750,559.189,contact,0
-0.07750,543.934,contact,0
-0.07750,535.996,contact,0
-0.07750,535.655,contact,0
-0.06382,523.611,up,0
-0.03647,484.881,up,0
-0.00912,494.296,up,0
0.01823,509.672,up,0
0.04558,721.833,up,0
0.07293,993.666,up,0
0.10028,891.036,up,0
0.12763,709.344,up,0
0.15498,954.646,up,0
0.18233,1136.299,up,0
0.20968,1061.100,up,0
0.23703,1086.750,up,0
0.26438,994.768,up,0
0.29173,951.337,up,0
0.31908,987.081,up,0
0.32250,980.500,air,0
0.32250,1033.309,air,0
0.32250,988.560,air,0
0.32250,998.744,air,0
0.32250,1036.752,air,0
0.32250,1058.916,air,0
# outcome=confirmed drop=0.4984 thresh=0.2000 step_snr=2.80 via=ratio
