# freq=70.40 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=0.03924 reps=1
# x=60.785 y=100.000
# air_amp=861.080 contact_amp=268.506
# note=textured-PEI-side
z,amp,tag,rep
0.18924,57.737,warm,-1
0.18924,239.450,warm,-1
0.18924,610.068,warm,-1
0.18924,867.234,warm,-1
0.18924,1030.397,warm,-1
0.18924,976.848,warm,-1
0.18924,733.666,warm,-1
0.18924,758.562,warm,-1
0.18924,744.276,warm,-1
0.18924,671.510,warm,-1
0.18924,701.312,warm,-1
0.18924,697.089,warm,-1
0.18924,660.232,warm,-1
0.18924,823.360,warm,-1
0.18924,891.248,warm,-1
0.18924,890.612,warm,-1
0.18924,716.680,warm,-1
0.18924,735.784,warm,-1
0.18924,908.456,warm,-1
0.18924,907.004,warm,-1
0.18924,870.620,warm,-1
0.18924,893.361,warm,-1
0.18924,931.016,warm,-1
0.18924,874.787,warm,-1
0.17509,747.071,down,0
0.15739,660.642,down,0
0.13970,677.085,down,0
0.12201,853.419,down,0
0.10432,1170.148,down,0
0.08662,720.373,down,0
0.06893,110.730,down,0
0.05124,592.455,down,0
0.03355,538.566,down,0
0.01585,407.066,down,0
-0.00184,907.272,down,0
-0.01953,1226.729,down,0
-0.03723,1119.183,down,0
-0.05492,1092.726,down,0
-0.07261,985.674,down,0
-0.09030,958.123,down,0
-0.10800,879.208,down,0
-0.12569,747.889,down,0
-0.14338,635.619,down,0
-0.16108,587.396,down,0
-0.17877,577.257,down,0
-0.19646,488.021,down,0
-0.20000,478.806,contact,0
-0.20000,576.227,contact,0
-0.20000,554.097,contact,0
-0.20000,543.045,contact,0
-0.20000,563.941,contact,0
-0.20000,589.469,contact,0
-0.20000,564.032,contact,0
-0.20000,522.612,contact,0
-0.20000,536.791,contact,0
-0.20000,581.215,contact,0
-0.20000,586.192,contact,0
-0.18938,525.204,up,0
-0.17169,516.413,up,0
-0.15400,497.816,up,0
-0.13631,506.623,up,0
-0.11861,648.243,up,0
-0.10092,804.224,up,0
-0.08323,898.215,up,0
-0.06553,963.333,up,0
-0.04784,1084.412,up,0
-0.03015,1240.405,up,0
-0.01246,1229.932,up,0
0.00524,1283.544,up,0
0.02293,1074.960,up,0
0.04062,741.310,up,0
0.05832,542.791,up,0
0.07601,268.506,up,0
0.09370,247.782,up,0
0.11139,696.327,up,0
0.12909,1248.965,up,0
0.14678,1162.591,up,0
0.16447,787.165,up,0
0.18216,775.169,up,0
0.18924,830.503,air,0
0.18924,899.221,air,0
0.18924,856.901,air,0
0.18924,803.651,air,0
0.18924,861.080,air,0
0.18924,992.737,air,0
0.18924,1021.835,air,0
0.18924,858.382,air,0
0.18924,935.948,air,0
0.18924,1004.377,air,0
0.18924,840.701,air,0
