# freq=71.60 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=0.18250 reps=1
# x=60.000 y=100.000
# air_amp=2040.298 contact_amp=818.165
# note=textured-PEI-side
z,amp,tag,rep
0.33250,674.570,warm,-1
0.33250,1657.995,warm,-1
0.33250,2098.248,warm,-1
0.33250,2127.031,warm,-1
0.33250,2127.434,warm,-1
0.33250,2094.163,warm,-1
0.33250,2133.212,warm,-1
0.33250,2226.348,warm,-1
0.33250,2171.486,warm,-1
0.33250,2169.541,warm,-1
0.33250,2219.378,warm,-1
0.33250,2212.286,warm,-1
0.33250,2194.318,warm,-1
0.33250,2173.272,warm,-1
0.33250,2092.565,warm,-1
0.30815,2125.846,down,0
0.28033,2173.741,down,0
0.25250,2245.922,down,0
0.22467,2267.801,down,0
0.19685,2176.677,down,0
0.16902,2161.434,down,0
0.14120,2013.997,down,0
0.11337,1963.772,down,0
0.08554,1879.729,down,0
0.05772,1577.505,down,0
0.02989,1398.636,down,0
0.00207,1278.682,down,0
-0.02576,1320.436,down,0
-0.05359,1277.423,down,0
-0.06750,1083.828,contact,0
-0.06750,945.248,contact,0
-0.06750,895.346,contact,0
-0.06750,845.193,contact,0
-0.06750,812.844,contact,0
-0.06750,815.188,contact,0
-0.06750,818.165,contact,0
-0.05707,835.382,up,0
-0.02924,986.190,up,0
-0.00141,1129.140,up,0
0.02641,1210.287,up,0
0.05424,1284.959,up,0
0.08207,1337.056,up,0
0.10989,1374.346,up,0
0.13772,1376.105,up,0
0.16554,1723.419,up,0
0.19337,2006.585,up,0
0.22120,2051.282,up,0
0.24902,2061.208,up,0
0.27685,1997.251,up,0
0.30467,2132.941,up,0
0.33250,2103.982,up,0
0.33250,2040.351,air,0
0.33250,2048.390,air,0
0.33250,2046.215,air,0
0.33250,2011.047,air,0
0.33250,1978.320,air,0
0.33250,2040.246,air,0
# outcome=confirmed drop=0.5990 thresh=0.2000 step_snr=4.52 via=ratio
