# freq=73.00 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=-0.20000 reps=1
# x=60.000 y=100.000
# air_amp=677.700 contact_amp=140.730
# note=textured-PEI-side
z,amp,tag,rep
0.60000,6.556,warm,-1
0.60000,55.466,warm,-1
0.60000,384.421,warm,-1
0.60000,788.728,warm,-1
0.60000,1049.395,warm,-1
0.60000,993.775,warm,-1
0.60000,880.952,warm,-1
0.60000,989.756,warm,-1
0.60000,1036.093,warm,-1
0.60000,902.074,warm,-1
0.60000,893.578,warm,-1
0.60000,874.563,warm,-1
0.60000,835.925,warm,-1
0.60000,762.950,warm,-1
0.60000,845.795,warm,-1
0.60000,860.533,warm,-1
0.60000,896.420,warm,-1
0.60000,766.472,warm,-1
0.60000,654.414,warm,-1
0.60000,877.788,warm,-1
0.60000,808.209,warm,-1
0.60000,697.525,warm,-1
0.60000,855.885,warm,-1
0.60000,856.252,warm,-1
0.60000,868.864,warm,-1
0.60000,837.545,warm,-1
0.58632,788.922,down,0
0.56923,786.288,down,0
0.55214,743.884,down,0
0.53504,728.417,down,0
0.51795,732.503,down,0
0.50085,671.844,down,0
0.48376,619.194,down,0
0.46667,757.524,down,0
0.44957,748.793,down,0
0.43248,658.212,down,0
0.41538,751.834,down,0
0.39829,817.771,down,0
0.38120,699.738,down,0
0.36410,730.842,down,0
0.34701,677.161,down,0
0.32991,683.111,down,0
0.31282,800.293,down,0
0.29573,789.278,down,0
0.27863,705.011,down,0
0.26154,526.489,down,0
0.24444,608.253,down,0
0.22735,754.984,down,0
0.21026,694.135,down,0
0.19316,684.012,down,0
0.17607,709.887,down,0
0.15897,605.529,down,0
0.14188,516.741,down,0
0.12479,363.440,down,0
0.10769,421.463,down,0
0.09060,345.610,down,0
0.07350,239.911,down,0
0.05641,292.429,down,0
0.03932,140.730,down,0
0.02222,227.326,down,0
0.00513,472.458,down,0
-0.00855,554.663,down,0
-0.02564,666.709,down,0
-0.04274,747.475,down,0
-0.05983,764.056,down,0
-0.07692,801.631,down,0
-0.09402,914.491,down,0
-0.11111,983.587,down,0
-0.12821,988.350,down,0
-0.14530,957.540,down,0
-0.16239,1001.412,down,0
-0.17949,856.473,down,0
-0.19658,762.215,down,0
-0.20000,702.232,contact,0
-0.20000,681.614,contact,0
-0.20000,628.195,contact,0
-0.20000,632.439,contact,0
-0.20000,575.785,contact,0
-0.20000,696.422,contact,0
-0.20000,764.008,contact,0
-0.20000,732.608,contact,0
-0.20000,668.667,contact,0
-0.20000,638.892,contact,0
-0.20000,626.758,contact,0
-0.19658,667.201,up,0
-0.17949,690.388,up,0
-0.16239,696.248,up,0
-0.14530,767.125,up,0
-0.12821,734.614,up,0
-0.11111,677.852,up,0
-0.09744,765.929,up,0
-0.08034,802.099,up,0
-0.06325,754.787,up,0
-0.04615,712.648,up,0
-0.02906,587.044,up,0
-0.01197,653.319,up,0
0.00513,616.377,up,0
0.02222,319.066,up,0
0.03932,295.588,up,0
0.05641,36.945,up,0
0.07350,127.704,up,0
0.09060,212.549,up,0
0.10769,228.890,up,0
0.12479,179.097,up,0
0.14188,216.599,up,0
0.15897,681.343,up,0
0.17607,634.642,up,0
0.19316,737.717,up,0
0.21026,721.459,up,0
0.22735,589.397,up,0
0.24444,703.660,up,0
0.26154,736.289,up,0
0.27863,702.589,up,0
0.29573,643.010,up,0
0.31282,639.703,up,0
0.32991,692.230,up,0
0.34701,645.592,up,0
0.36410,761.855,up,0
0.38120,795.136,up,0
0.39829,752.041,up,0
0.41538,594.369,up,0
0.43248,617.328,up,0
0.44957,747.805,up,0
0.46667,777.026,up,0
0.48376,756.094,up,0
0.50085,713.243,up,0
0.51795,799.186,up,0
0.53504,708.318,up,0
0.54872,659.710,up,0
0.56581,766.423,up,0
0.58291,677.299,up,0
0.60000,694.183,up,0
0.60000,611.179,air,0
0.60000,671.783,air,0
0.60000,729.146,air,0
0.60000,683.617,air,0
0.60000,725.648,air,0
0.60000,705.652,air,0
0.60000,587.908,air,0
0.60000,622.857,air,0
0.60000,645.912,air,0
0.60000,687.427,air,0
