# freq=54.70 accel_per_hz=120.0 speed=0.2000
# win_n=352 step_z=0.01000
# warmup=0.800
# halt_floor=0.0380,0.1840,0.1240
# deriv_floor=0.0800,0.2760,0.1860
# drawdown_thresh=0.1000,0.1168,0.1049
# trigger_kind=drawdown trigger_axis=1
# halt_gradient=0
# note=textured-PEI-side
mm_below_arm,amp_x,amp_y,amp_z
0.00000,6273.928,1373.534,650.394
0.00999,6251.284,1368.096,649.725
0.01999,6252.439,1366.751,647.032
0.02998,6222.893,1408.434,633.629
0.03998,6255.808,1396.825,629.294
0.04997,6234.023,1388.518,610.673
0.05997,6276.249,1362.924,616.155
0.06996,6244.474,1422.156,641.032
0.07996,6264.386,1415.311,652.195
0.08995,6220.300,1397.079,639.479
0.09995,6276.539,1376.788,627.108
0.10994,6236.111,1383.404,629.384
0.11994,6303.880,1345.099,640.929
0.12993,6244.171,1370.351,638.121
0.13993,6267.817,1373.758,638.444
0.14992,6195.303,1402.845,648.270
0.15992,6266.817,1391.478,677.275
0.16991,6229.224,1388.126,682.073
0.17990,6283.669,1366.910,645.901
0.18990,6230.077,1370.793,653.328
0.19989,6267.867,1356.172,641.221
0.20989,6241.738,1366.839,631.538
0.21988,6257.978,1357.219,645.019
0.22987,6227.245,1324.409,640.424
0.23987,6267.468,1341.406,643.665
0.24986,6257.425,1374.909,648.339
0.25986,6265.523,1406.845,626.567
0.26986,6274.616,1416.149,623.735
0.27985,6283.800,1393.658,621.422
0.28985,6286.982,1366.530,623.633
0.29984,6246.807,1391.081,625.935
0.30984,6265.224,1382.883,612.988
0.31983,6262.697,1402.886,615.720
0.32983,6293.869,1396.653,642.990
0.33982,6255.740,1422.971,662.764
0.34982,6305.553,1384.129,666.587
0.35981,6249.298,1406.601,669.874
0.36981,6296.417,1428.460,660.624
0.37980,6227.984,1467.542,644.980
0.38980,6255.277,1445.218,641.992
0.39979,6206.950,1446.836,643.483
0.40979,6276.791,1386.909,637.800
0.41978,6224.843,1379.917,651.809
0.42978,6278.339,1384.647,656.470
0.43977,6226.170,1411.650,634.742
0.44977,6289.877,1398.732,626.325
