# freq=73.00 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=-0.03114 reps=1
# x=60.000 y=100.000
# air_amp=685.871 contact_amp=329.258
# note=textured-PEI-side
z,amp,tag,rep
0.11886,49.331,warm,-1
0.11886,245.039,warm,-1
0.11886,528.043,warm,-1
0.11886,631.121,warm,-1
0.11886,668.590,warm,-1
0.11886,624.171,warm,-1
0.11886,554.609,warm,-1
0.11886,577.840,warm,-1
0.11886,667.885,warm,-1
0.11886,653.958,warm,-1
0.11886,628.196,warm,-1
0.11886,633.575,warm,-1
0.11886,650.127,warm,-1
0.11886,685.497,warm,-1
0.11886,687.243,warm,-1
0.11886,720.392,warm,-1
0.11886,669.956,warm,-1
0.11886,610.429,warm,-1
0.11886,665.963,warm,-1
0.11886,641.173,warm,-1
0.11886,610.323,warm,-1
0.11886,661.654,warm,-1
0.11886,646.510,warm,-1
0.11886,617.558,warm,-1
0.11886,604.674,warm,-1
0.10515,549.040,down,0
0.08800,473.137,down,0
0.07086,655.529,down,0
0.05372,971.463,down,0
0.03657,913.614,down,0
0.01943,776.260,down,0
0.00229,704.081,down,0
-0.01486,610.696,down,0
-0.03200,557.817,down,0
-0.04914,526.772,down,0
-0.06628,459.378,down,0
-0.08343,509.496,down,0
-0.10057,548.290,down,0
-0.11771,552.564,down,0
-0.13486,537.881,down,0
-0.15200,462.264,down,0
-0.16914,456.833,down,0
-0.18629,397.345,down,0
-0.20000,329.343,contact,0
-0.20000,348.575,contact,0
-0.20000,362.787,contact,0
-0.20000,343.829,contact,0
-0.20000,367.654,contact,0
-0.20000,349.012,contact,0
-0.20000,336.073,contact,0
-0.20000,399.278,contact,0
-0.20000,348.695,contact,0
-0.20000,298.583,contact,0
-0.20000,329.258,contact,0
-0.20000,304.598,contact,0
-0.18971,339.221,up,0
-0.17257,343.795,up,0
-0.15543,334.696,up,0
-0.13829,384.892,up,0
-0.12114,450.969,up,0
-0.10400,501.604,up,0
-0.08686,500.851,up,0
-0.06971,441.525,up,0
-0.05257,439.498,up,0
-0.03543,436.778,up,0
-0.01828,367.304,up,0
-0.00114,423.508,up,0
0.01600,492.753,up,0
0.03314,738.369,up,0
0.05029,858.842,up,0
0.06743,896.535,up,0
0.08457,760.252,up,0
0.10172,531.496,up,0
0.11886,516.590,up,0
0.11886,478.491,air,0
0.11886,652.787,air,0
0.11886,692.980,air,0
0.11886,690.837,air,0
0.11886,707.127,air,0
0.11886,714.625,air,0
0.11886,683.133,air,0
0.11886,685.871,air,0
0.11886,641.691,air,0
0.11886,676.267,air,0
0.11886,695.018,air,0
