# freq=54.70 accel_per_hz=120.0 speed=0.2000
# win_n=351 step_z=0.01000
# warmup=0.800
# halt_floor=0.0380,0.1840,0.1240
# deriv_floor=0.0800,0.2760,0.1860
# drawdown_thresh=unset,unset,unset
# trigger_kind=None trigger_axis=None
# halt_gradient=0
# note=textured-PEI-side
mm_below_arm,amp_x,amp_y,amp_z
0.00000,4178.516,550.912,67.506
0.01000,4196.766,540.388,64.652
0.01999,4175.125,518.770,48.190
0.02999,4186.140,511.390,49.717
0.03999,4174.821,562.790,48.831
0.04999,4174.834,554.863,34.162
0.05999,4165.366,522.510,31.146
0.06999,4194.842,500.072,35.122
0.07999,4170.045,506.405,48.899
0.08999,4136.133,491.808,60.943
0.09999,4119.333,477.903,54.076
0.10999,4127.966,471.833,46.679
0.11998,4100.723,423.546,59.607
0.12998,4115.051,426.580,56.564
0.13998,4110.021,439.213,46.069
0.14998,4120.032,418.543,40.685
0.15998,4112.295,429.058,41.024
0.16997,4122.547,459.563,48.867
0.17997,4117.775,458.794,35.336
