# freq=112.70 accel_per_hz=120.0 speed=0.2000
# win_n=141 step_z=0.01000
# warmup=0.800
# halt_floor=0.0540,0.5520,0.0930
# deriv_floor=0.0810,0.8280,0.1395
# drawdown_thresh=0.1000,1.4140,0.1367
# trigger_kind=drawdown trigger_axis=0
# halt_gradient=0
# note=smooth-PEI-side
mm_below_arm,amp_x,amp_y,amp_z
0.00000,3480.348,166.983,1238.568
0.01000,3449.017,130.815,1247.222
0.02001,3449.189,196.382,1248.745
0.03001,3486.263,210.786,1248.593
0.04002,3502.011,223.987,1242.253
0.05002,3415.955,181.798,1218.893
0.06002,3425.710,204.740,1233.348
0.07002,3517.490,175.210,1261.847
0.08003,3469.588,147.778,1240.146
0.09003,3443.793,256.460,1243.092
0.10003,3489.969,227.214,1231.741
0.11003,3505.024,221.279,1250.603
0.12003,3463.467,179.799,1186.232
0.13004,3473.276,244.962,1225.041
0.14004,3467.692,158.462,1246.203
0.15005,3495.144,201.007,1263.140
0.16005,3480.870,170.857,1234.488
0.17005,3486.568,169.175,1236.242
0.18006,3448.383,221.930,1246.433
0.19006,3478.562,215.238,1251.271
0.20007,3488.659,226.113,1260.856
0.21007,3467.784,271.864,1223.222
0.22007,3472.541,160.649,1240.789
0.23008,3457.955,195.721,1198.121
0.24008,3473.793,197.953,1217.813
0.25008,3420.241,164.564,1246.302
0.26008,3428.058,137.948,1224.898
0.27009,3509.570,198.645,1213.307
0.28009,3481.736,158.289,1246.389
0.29009,3456.144,199.239,1246.189
0.30010,3448.276,180.427,1214.653
0.31010,3463.203,192.783,1244.220
0.32010,3478.386,193.142,1246.909
0.33010,3465.629,196.597,1232.861
0.34011,3463.455,157.544,1264.383
0.35011,3441.284,167.828,1220.707
0.36011,3520.452,133.809,1270.580
0.37012,3499.526,196.601,1243.581
0.38012,3456.757,192.758,1233.754
0.39012,3505.285,173.270,1231.177
0.40013,3469.153,126.971,1250.449
0.41013,3443.803,205.571,1220.707
0.42013,3473.786,151.388,1242.521
0.43014,3496.910,202.120,1273.938
0.44014,3484.753,198.534,1261.230
0.45014,3488.559,186.059,1275.589
0.46015,3482.075,199.248,1228.066
0.47015,3509.604,146.582,1270.069
0.48015,3464.923,205.038,1272.900
0.49015,3425.178,207.403,1221.849
0.50016,3506.590,171.214,1270.004
0.51016,3435.319,213.637,1223.046
0.52017,3467.353,235.223,1211.556
0.53017,3506.027,189.466,1228.421
0.54017,3454.665,156.373,1227.932
0.55018,3470.081,229.622,1206.703
0.56018,3474.544,197.218,1251.347
0.57018,3501.957,147.115,1268.527
0.58018,3498.806,213.806,1230.335
0.59019,3467.765,190.250,1223.449
0.60019,3539.874,244.655,1247.191
0.61019,3457.487,158.493,1212.196
0.62019,3498.818,198.270,1235.608
0.63020,3532.181,178.349,1266.047
0.64020,3517.091,193.727,1263.255
0.65020,3485.537,208.011,1241.239
0.66021,3512.136,216.460,1232.278
0.67021,3491.370,200.670,1269.427
0.68021,3448.691,150.360,1217.346
0.69022,3530.783,197.577,1259.061
0.70022,3458.127,175.632,1225.910
0.71022,3453.169,206.132,1251.864
0.72022,3492.618,168.359,1270.632
0.73023,3488.426,176.143,1239.480
0.74023,3439.600,203.411,1223.032
0.75023,3435.158,211.001,1229.611
0.76023,3491.192,155.134,1257.539
0.77023,3474.933,188.160,1264.656
0.78024,3448.908,198.593,1221.607
0.79024,3501.137,183.745,1247.380
0.80024,3511.116,207.376,1244.787
0.81024,3422.107,166.834,1206.808
0.82025,3477.326,214.824,1230.507
0.83025,3493.099,226.646,1269.755
0.84025,3508.983,161.126,1250.260
0.85025,3445.820,225.195,1226.630
