# freq=104.06 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=-0.20000 reps=1
# x=20.000 y=25.000
# air_amp=499.195 contact_amp=362.393
# note=textured-PEI-side
z,amp,tag,rep
0.60000,25.800,warm,-1
0.60000,22.041,warm,-1
0.60000,31.244,warm,-1
0.60000,14.181,warm,-1
0.60000,78.550,warm,-1
0.60000,296.299,warm,-1
0.60000,450.813,warm,-1
0.60000,507.305,warm,-1
0.60000,552.367,warm,-1
0.60000,502.255,warm,-1
0.60000,481.944,warm,-1
0.60000,479.195,warm,-1
0.60000,520.125,warm,-1
0.60000,516.223,warm,-1
0.60000,494.811,warm,-1
0.60000,506.191,warm,-1
0.60000,521.043,warm,-1
0.60000,569.369,warm,-1
0.60000,550.330,warm,-1
0.60000,486.617,warm,-1
0.60000,483.516,warm,-1
0.60000,485.809,warm,-1
0.60000,456.841,warm,-1
0.60000,478.188,warm,-1
0.60000,506.376,warm,-1
0.60000,502.335,warm,-1
0.60000,505.243,warm,-1
0.60000,513.706,warm,-1
0.60000,472.682,warm,-1
0.60000,469.883,warm,-1
0.60000,516.592,warm,-1
0.60000,468.808,warm,-1
0.60000,516.988,warm,-1
0.60000,552.377,warm,-1
0.60000,512.277,warm,-1
0.60000,471.387,warm,-1
0.60000,483.320,warm,-1
0.60000,483.753,warm,-1
0.59520,480.674,down,0
0.58318,478.191,down,0
0.57117,490.250,down,0
0.55916,538.987,down,0
0.54715,504.376,down,0
0.53514,496.242,down,0
0.52312,503.268,down,0
0.51111,489.058,down,0
0.49910,479.555,down,0
0.48709,473.010,down,0
0.47508,477.705,down,0
0.46306,474.931,down,0
0.45105,475.229,down,0
0.43904,480.570,down,0
0.42703,465.928,down,0
0.41502,456.243,down,0
0.40300,491.032,down,0
0.39099,475.718,down,0
0.37898,432.647,down,0
0.36697,427.517,down,0
0.35495,407.388,down,0
0.34294,432.419,down,0
0.33093,478.241,down,0
0.31892,481.938,down,0
0.30691,470.578,down,0
0.29489,486.408,down,0
0.28288,487.723,down,0
0.27087,481.925,down,0
0.25886,510.736,down,0
0.24685,525.991,down,0
0.23483,496.230,down,0
0.22282,485.856,down,0
0.21081,475.703,down,0
0.19880,468.636,down,0
0.18679,482.042,down,0
0.17477,451.703,down,0
0.16276,435.346,down,0
0.15075,468.018,down,0
0.13874,519.458,down,0
0.12673,476.357,down,0
0.11471,454.427,down,0
0.10270,513.386,down,0
0.09069,512.531,down,0
0.07868,508.465,down,0
0.06667,489.286,down,0
0.05465,457.604,down,0
0.04264,485.753,down,0
0.03063,491.214,down,0
0.01862,488.199,down,0
0.00661,489.867,down,0
-0.00541,446.537,down,0
-0.01742,402.789,down,0
-0.02943,408.217,down,0
-0.04144,401.530,down,0
-0.05345,440.262,down,0
-0.06547,426.710,down,0
-0.07748,397.256,down,0
-0.08949,407.410,down,0
-0.10150,417.316,down,0
-0.11351,429.234,down,0
-0.12553,416.033,down,0
-0.13754,412.302,down,0
-0.14955,416.790,down,0
-0.16156,386.515,down,0
-0.17357,362.393,down,0
-0.18559,339.466,down,0
-0.19760,356.112,down,0
-0.20000,383.114,contact,0
-0.20000,423.672,contact,0
-0.20000,469.396,contact,0
-0.20000,457.346,contact,0
-0.20000,500.982,contact,0
-0.20000,491.269,contact,0
-0.20000,446.543,contact,0
-0.20000,468.092,contact,0
-0.20000,491.876,contact,0
-0.20000,517.979,contact,0
-0.20000,511.455,contact,0
-0.20000,476.543,contact,0
-0.20000,507.981,contact,0
-0.20000,535.580,contact,0
-0.20000,510.071,contact,0
-0.20000,485.754,contact,0
-0.20000,497.620,contact,0
-0.18799,499.629,up,0
-0.17598,439.801,up,0
-0.16396,408.114,up,0
-0.15195,422.636,up,0
-0.13994,426.074,up,0
-0.12793,423.452,up,0
-0.11592,432.727,up,0
-0.10390,450.877,up,0
-0.09189,440.293,up,0
-0.07988,466.164,up,0
-0.06787,512.048,up,0
-0.05586,484.295,up,0
-0.04384,493.899,up,0
-0.03183,503.315,up,0
-0.01982,458.625,up,0
-0.00781,498.038,up,0
0.00420,519.482,up,0
0.01622,493.918,up,0
0.02823,520.325,up,0
0.04024,483.097,up,0
0.05225,463.600,up,0
0.06426,473.670,up,0
0.07628,423.197,up,0
0.08829,421.601,up,0
0.10030,452.651,up,0
0.11231,472.567,up,0
0.12432,484.002,up,0
0.13634,525.834,up,0
0.14835,511.134,up,0
0.16036,466.728,up,0
0.17237,456.535,up,0
0.18438,482.965,up,0
0.19640,476.280,up,0
0.20841,474.836,up,0
0.22042,469.262,up,0
0.23243,503.008,up,0
0.24444,573.789,up,0
0.25646,561.339,up,0
0.26847,520.737,up,0
0.28048,524.620,up,0
0.29249,474.776,up,0
0.30450,456.033,up,0
0.31652,486.979,up,0
0.32853,516.233,up,0
0.34054,482.563,up,0
0.35255,459.192,up,0
0.36456,481.177,up,0
0.37658,472.924,up,0
0.38859,465.955,up,0
0.40060,470.908,up,0
0.41261,462.230,up,0
0.42462,482.810,up,0
0.43664,498.599,up,0
0.44865,529.498,up,0
0.46066,513.925,up,0
0.47267,488.397,up,0
0.48468,513.538,up,0
0.49670,552.442,up,0
0.50871,532.610,up,0
0.52072,475.083,up,0
0.53273,472.182,up,0
