# freq=112.70 accel_per_hz=120.0 speed=0.2000
# win_n=141 step_z=0.01000
# warmup=0.800
# halt_floor=0.0520,0.2850,0.0740
# deriv_floor=0.0800,0.4275,0.1110
# drawdown_thresh=0.1000,1.1231,0.1173
# trigger_kind=drawdown trigger_axis=2
# halt_gradient=0
# note=smooth-PEI-side
mm_below_arm,amp_x,amp_y,amp_z
0.00000,3109.440,226.418,1448.683
0.01001,3085.109,211.684,1402.794
0.02002,3141.503,283.497,1426.353
0.03002,3127.387,244.460,1446.763
0.04003,3100.396,253.069,1413.145
0.05004,3133.265,236.254,1442.869
0.06004,3103.216,206.491,1435.903
0.07005,3096.043,235.937,1382.563
0.08006,3122.802,227.072,1434.412
0.09007,3115.749,192.092,1421.897
0.10007,3115.648,280.773,1446.322
0.11008,3157.391,245.648,1433.711
0.12009,3145.908,249.612,1441.560
0.13010,3132.032,213.104,1450.099
0.14010,3110.780,222.520,1418.529
0.15011,3139.432,207.435,1452.193
0.16012,3119.599,239.632,1426.464
0.17012,3133.652,225.846,1471.286
0.18013,3156.621,224.278,1465.409
0.19014,3095.390,229.777,1429.996
0.20015,3087.196,268.730,1423.223
0.21015,3103.184,151.899,1419.690
0.22016,3100.964,281.649,1449.375
0.23017,3084.728,237.898,1405.618
0.24017,3084.333,256.911,1401.092
0.25018,3117.795,252.999,1437.927
0.26019,3078.238,233.907,1469.587
0.27020,3093.038,236.308,1426.761
0.28020,3125.670,214.956,1457.125
0.29021,3123.200,226.177,1441.659
0.30022,3116.923,286.020,1392.262
0.31023,3122.147,220.396,1442.792
0.32023,3162.971,266.538,1436.869
0.33024,3100.624,239.593,1425.415
0.34025,3131.378,287.149,1438.203
0.35025,3132.360,136.732,1463.131
0.36026,3081.945,169.797,1427.899
0.37027,3086.245,267.354,1430.103
0.38027,3117.896,180.323,1452.965
0.39028,3118.086,171.066,1456.246
0.40029,3074.388,178.538,1442.768
0.41030,3148.297,307.636,1450.180
0.42030,3120.216,220.967,1444.511
0.43031,3061.511,192.352,1423.454
0.44031,3134.860,250.997,1439.800
0.45032,3122.451,244.627,1470.981
0.46033,3102.427,242.701,1460.674
0.47033,3113.442,201.820,1432.065
0.48034,3094.573,275.401,1458.261
0.49034,3082.443,210.869,1422.725
