# freq=112.70 accel_per_hz=120.0 speed=0.2000
# win_n=141 step_z=0.01001
# warmup=0.800
# halt_floor=1.0000,1.0000,1.0000
# deriv_floor=off,off,off
# drawdown_thresh=unset,unset,unset
# trigger_kind=None trigger_axis=None
# halt_gradient=0
# note=smooth-PEI-side
mm_below_arm,amp_x,amp_y,amp_z
0.00000,3492.723,102.189,996.929
0.01000,3407.822,69.324,959.016
0.02001,3436.611,60.957,980.090
0.03002,3456.100,79.978,994.835
0.04002,3423.389,57.418,1029.262
0.05003,3454.784,60.292,1021.213
0.06003,3468.111,100.267,939.178
0.07003,3477.822,52.509,980.403
0.08004,3435.116,35.176,992.744
0.09004,3464.059,71.656,1012.169
0.10005,3462.782,116.068,996.367
0.11006,3435.430,27.533,1027.130
0.12006,3454.467,62.959,1011.731
0.13007,3448.556,55.773,1005.928
0.14007,3464.380,46.306,993.833
0.15008,3419.454,107.091,971.881
0.16008,3471.462,48.241,1011.613
0.17009,3394.557,83.168,999.648
0.18009,3416.722,41.310,1013.961
0.19010,3462.480,76.447,988.783
0.20010,3457.125,85.252,1027.479
0.21011,3406.098,84.031,949.676
0.22012,3455.989,63.338,976.076
0.23012,3438.600,109.391,991.342
0.24012,3446.524,46.444,988.866
0.25013,3429.344,59.136,1032.404
0.26013,3447.274,41.847,986.510
0.27014,3420.025,58.484,987.628
0.28014,3447.535,62.421,993.313
0.29014,3443.874,53.821,970.561
0.30015,3412.568,81.940,966.754
0.31015,3419.978,37.563,951.788
0.32016,3489.335,78.735,1010.743
0.33016,3455.583,68.268,1013.483
0.34017,3433.232,96.214,1006.500
0.35017,3417.170,143.600,969.039
0.36018,3502.043,73.661,1020.172
0.37018,3425.235,43.060,977.674
0.38019,3428.258,42.843,981.845
0.39019,3446.911,81.892,991.250
0.40020,3424.293,113.551,954.676
0.41020,3424.496,62.686,991.876
0.42021,3499.837,101.828,1047.531
0.43021,3425.918,71.968,996.311
0.44022,3389.756,67.169,981.200
0.45022,3409.974,67.788,1001.669
0.46022,3426.008,22.114,1000.439
0.47023,3464.601,66.520,1035.383
0.48023,3416.303,55.090,1008.542
