# freq=54.70 accel_per_hz=120.0 speed=0.2000
# win_n=351 step_z=0.01000
# warmup=0.800
# halt_floor=0.0380,0.1840,0.1240
# deriv_floor=0.0800,0.2760,0.1860
# drawdown_thresh=unset,unset,unset
# trigger_kind=None trigger_axis=None
# halt_gradient=0
# note=textured-PEI-side
mm_below_arm,amp_x,amp_y,amp_z
0.00000,5422.966,173.377,220.443
0.01000,5381.069,180.012,218.813
0.02001,5353.352,178.856,191.592
0.03002,5241.392,217.147,123.017
0.04002,5191.959,295.378,78.152
0.05003,5059.274,309.393,62.052
0.06004,5008.564,333.051,97.756
0.07004,4870.125,305.933,88.165
0.08005,4879.982,297.432,99.718
0.09006,4840.093,290.020,77.428
0.10007,4852.580,280.101,74.455
0.11008,4847.290,291.775,90.803
0.12008,4895.732,293.878,108.352
0.13009,4883.132,291.895,118.988
0.14010,4923.422,281.553,127.047
0.15010,4909.343,249.327,132.443
0.16011,4909.778,225.121,131.452
0.17012,4885.606,242.483,131.141
0.18012,4895.742,252.729,142.227
0.19013,4856.911,261.016,130.440
0.20014,4874.988,236.559,128.645
0.21015,4884.993,224.048,131.001
0.22016,4902.204,186.854,134.704
0.23017,4856.651,190.012,134.101
0.24017,4828.821,220.694,136.291
0.25018,4804.249,199.810,141.803
0.26019,4794.996,165.263,156.607
0.27020,4795.410,174.761,172.500
0.28021,4751.143,180.708,161.815
0.29021,4696.273,165.640,140.155
0.30022,4681.591,168.555,122.682
0.31023,4646.363,170.005,130.519
0.32023,4634.232,146.649,125.562
0.33024,4587.015,127.342,123.737
0.34024,4554.454,124.942,153.197
0.35025,4482.078,111.565,148.936
0.36026,4450.690,117.616,147.483
0.37027,4400.739,127.566,155.497
0.38027,4386.847,123.168,157.644
