# freq=112.70 accel_per_hz=120.0 speed=0.2000
# win_n=141 step_z=0.01001
# warmup=0.800
# halt_floor=0.0550,0.3590,0.0880
# deriv_floor=0.0825,0.5385,0.1320
# drawdown_thresh=0.1000,1.2056,0.1315
# trigger_kind=drawdown trigger_axis=2
# halt_gradient=0
# note=smooth-PEI-side
mm_below_arm,amp_x,amp_y,amp_z
0.00000,3112.073,163.277,1330.612
0.01001,3145.228,228.893,1352.921
0.02002,3117.112,224.157,1324.128
0.03002,3101.602,157.681,1335.606
0.04003,3114.858,249.547,1301.742
0.05004,3113.222,213.079,1328.343
0.06004,3129.817,199.533,1308.389
0.07005,3090.108,172.543,1316.601
0.08006,3126.852,229.655,1341.411
0.09007,3094.046,148.678,1342.237
0.10007,3084.264,218.439,1340.259
0.11008,3129.799,172.081,1313.191
0.12008,3088.224,189.787,1308.097
0.13009,3071.759,203.740,1315.777
0.14010,3108.712,242.676,1344.784
0.15010,3068.079,166.474,1316.621
0.16011,3037.830,231.769,1320.365
0.17012,3111.163,250.395,1369.913
0.18013,3109.093,147.203,1335.083
0.19013,3080.652,171.160,1350.214
0.20014,3103.935,177.714,1334.604
0.21015,3140.558,183.924,1363.239
0.22016,3068.948,163.094,1339.566
0.23016,3086.552,169.799,1311.419
0.24017,3103.136,162.629,1323.088
0.25018,3112.275,207.760,1308.703
0.26018,3066.589,168.801,1367.508
0.27019,3114.591,183.658,1351.347
0.28020,3084.241,235.471,1373.257
0.29021,3108.742,197.304,1317.278
0.30021,3117.896,218.132,1339.570
0.31022,3104.984,188.945,1370.340
0.32023,3034.078,155.504,1305.545
0.33024,3098.720,197.245,1307.373
0.34024,3136.488,198.673,1297.164
0.35025,3106.646,228.795,1340.822
0.36026,3108.105,199.367,1336.539
0.37027,3120.604,228.929,1310.390
0.38027,3148.780,187.314,1365.692
0.39028,3084.135,185.834,1346.347
0.40029,3097.302,182.902,1326.359
0.41030,3111.295,244.324,1336.570
0.42030,3077.311,216.980,1313.466
0.43031,3108.573,219.489,1322.735
0.44032,3087.580,151.187,1371.058
0.45032,3080.198,227.439,1285.526
0.46033,3080.742,179.620,1340.347
0.47034,3113.767,191.233,1317.725
0.48035,3116.381,188.723,1320.450
0.49036,3085.774,157.185,1302.688
