# freq=99.40 accel_per_hz=120.0 speed=0.1000
# win_n=159 step_z=0.01001
# warmup=0.800
# halt_floor=0.0540,0.2600,0.1770
# deriv_floor=0.0810,0.3900,0.2655
# drawdown_thresh=0.1000,0.5549,0.3779
# trigger_kind=None trigger_axis=None
# halt_gradient=0
# note=textured-PEI-side
mm_below_arm,amp_x,amp_y,amp_z
0.00000,6621.451,468.495,696.460
0.01000,6627.516,452.681,701.483
0.02001,6592.267,447.325,637.915
0.03001,6542.414,504.479,696.106
0.04001,6601.387,484.743,628.846
0.05001,6560.323,545.511,693.808
0.06002,6565.644,507.465,673.051
0.07002,6554.705,514.661,684.529
0.08002,6571.960,449.459,618.404
0.09003,6602.191,571.645,676.919
0.10003,6623.331,505.460,690.086
0.11003,6613.484,471.474,641.312
0.12003,6665.799,500.689,715.273
0.13004,6598.973,411.251,679.755
0.14004,6590.749,477.491,624.768
0.15004,6613.460,458.404,664.158
0.16005,6587.166,463.186,632.600
0.17005,6577.926,490.294,677.353
0.18005,6569.817,503.797,652.794
0.19005,6574.670,466.775,676.900
0.20006,6571.507,436.411,653.727
0.21006,6516.302,492.550,638.542
0.22006,6595.441,530.313,687.872
0.23006,6618.274,475.717,695.615
0.24007,6603.023,423.958,663.854
0.25007,6678.701,516.260,718.928
0.26007,6620.799,482.719,638.450
0.27007,6643.651,522.759,689.210
0.28008,6618.223,472.190,596.452
0.29008,6616.946,504.660,672.876
0.30008,6666.106,492.243,671.436
0.31008,6585.201,475.676,668.461
0.32009,6544.371,508.294,630.422
0.33009,6589.454,464.170,641.927
0.34009,6535.646,544.157,659.316
0.35009,6551.523,485.486,647.828
0.36010,6610.292,470.941,687.019
0.37010,6617.894,428.235,677.317
0.38010,6659.478,522.291,661.177
0.39011,6631.877,519.064,691.406
0.40011,6636.001,491.281,714.573
0.41012,6631.840,501.348,646.117
0.42012,6611.382,491.966,679.852
0.43012,6619.087,519.255,701.127
0.44013,6573.790,488.990,688.051
0.45013,6619.949,509.668,679.306
0.46013,6603.375,507.391,658.976
0.47013,6549.236,513.032,635.961
0.48014,6595.665,481.855,687.506
0.49014,6609.110,523.252,691.782
0.50014,6656.045,450.339,754.891
0.51015,6619.974,492.747,708.773
0.52015,6612.449,526.143,630.648
0.53015,6623.606,460.229,680.767
0.54016,6658.011,456.621,682.510
0.55016,6590.047,508.695,667.456
0.56016,6585.649,486.151,654.232
0.57016,6615.812,476.086,638.645
0.58017,6617.038,518.400,675.514
0.59017,6612.303,487.094,685.005
0.60017,6581.683,474.167,640.380
0.61017,6561.715,523.149,675.300
0.62017,6607.907,500.973,696.320
0.63018,6650.279,464.152,690.478
0.64018,6623.192,471.646,699.910
0.65018,6620.345,502.163,673.734
0.66019,6645.259,513.861,671.505
0.67019,6693.250,501.172,670.829
0.68019,6605.361,464.072,622.077
0.69020,6644.624,495.982,676.129
0.70020,6612.773,505.717,715.514
0.71020,6534.882,458.900,628.453
0.72020,6567.852,516.245,703.596
0.73021,6575.980,496.964,615.782
0.74021,6580.961,519.631,638.191
0.75021,6576.143,491.339,690.036
0.76022,6621.344,492.010,691.650
0.77022,6617.582,491.947,720.486
0.78022,6650.716,445.344,734.683
0.79023,6637.662,487.322,713.560
0.80023,6610.246,506.637,705.303
0.81023,6633.139,498.182,680.759
0.82023,6642.417,445.721,715.627
0.83023,6637.973,485.411,738.404
0.84024,6603.719,482.361,688.075
0.85024,6583.295,518.216,675.853
0.86024,6622.232,472.743,677.463
0.87024,6586.097,482.665,668.231
0.88025,6665.367,504.769,703.269
0.89025,6634.792,492.779,706.403
0.90025,6595.372,477.212,691.807
0.91026,6621.298,505.445,678.339
0.92026,6636.500,469.371,721.278
0.93027,6647.351,467.536,676.735
0.94027,6641.422,479.247,704.453
0.95027,6668.654,524.410,721.557
0.96027,6615.050,486.777,647.728
0.97028,6570.652,480.718,687.398
0.98028,6577.622,454.377,638.397
0.99028,6584.364,513.082,670.460
1.00028,6576.513,485.888,638.649
1.01029,6581.690,453.642,634.981
1.02029,6590.867,463.545,675.079
1.03030,6594.493,466.427,662.282
1.04030,6651.699,531.971,680.072
1.05030,6634.415,448.627,705.446
1.06030,6635.729,469.754,677.432
1.07031,6611.253,483.526,669.264
1.08031,6622.826,419.222,662.567
1.09031,6623.664,506.297,685.845
1.10031,6575.469,510.826,671.309
1.11032,6594.789,458.799,669.697
1.12032,6602.366,405.561,664.366
1.13032,6586.695,549.593,684.594
1.14033,6619.357,494.016,697.211
1.15033,6605.681,560.850,658.603
1.16033,6645.858,520.279,716.578
1.17033,6633.330,486.183,625.671
1.18034,6649.791,477.377,639.345
1.19034,6626.063,467.488,691.182
1.20034,6686.805,461.030,750.824
1.21034,6683.765,487.333,667.939
