# freq=87.70 accel_per_hz=120.0 speed=0.2000
# win_n=182 step_z=0.00998
# warmup=0.800
# halt_floor=0.2000,0.2000,0.2000
# deriv_floor=0.3000,0.3000,0.3000
# drawdown_thresh=0.1000,2.3317,0.1554
# trigger_kind=derivative trigger_axis=1
# halt_gradient=0
# note=textured-PEI-side
mm_below_arm,amp_x,amp_y,amp_z
0.00000,8174.419,88.031,1444.629
0.00998,8073.567,73.262,1404.191
0.01996,8082.150,95.709,1455.911
0.02995,8097.945,54.838,1451.371
0.03993,8227.404,117.907,1474.341
0.04991,8092.306,172.341,1501.263
0.05989,8137.261,149.153,1435.847
0.06987,8112.716,161.356,1459.136
0.07986,8112.056,121.053,1525.783
0.08984,8197.723,67.859,1492.879
0.09982,8206.842,145.215,1459.197
0.10980,8159.601,121.191,1510.770
0.11979,8150.859,133.386,1488.696
0.12977,8239.628,81.311,1558.490
0.13975,8170.211,81.169,1488.696
0.14973,8138.309,118.245,1476.815
0.15972,8135.051,86.569,1496.711
0.16970,8152.212,107.681,1503.429
0.17968,8221.642,115.195,1512.524
0.18967,8093.883,124.020,1484.318
0.19965,8097.882,45.012,1512.995
0.20963,8132.925,62.374,1545.755
0.21962,8148.816,102.388,1508.549
0.22960,8171.445,137.345,1496.949
0.23958,8161.503,132.114,1466.358
0.24956,8185.157,141.186,1526.978
0.25954,8179.999,79.574,1515.816
0.26953,8208.630,131.060,1553.719
0.27951,8119.075,106.648,1481.456
0.28949,8166.167,160.848,1500.443
0.29948,8179.374,104.493,1527.891
0.30946,8135.978,115.559,1490.825
0.31945,8184.603,163.132,1517.445
0.32943,8132.473,104.722,1546.278
0.33942,8030.903,181.244,1456.851
0.34940,8131.175,145.259,1504.670
0.35938,8206.046,145.523,1544.328
0.36936,8180.800,105.859,1555.845
0.37935,8149.141,119.895,1526.592
0.38933,8136.029,129.874,1507.772
0.39931,8201.356,126.234,1499.891
0.40929,8154.249,78.920,1537.223
0.41927,8138.697,151.427,1464.337
0.42925,8140.895,176.780,1505.765
0.43924,8222.063,104.369,1527.006
0.44922,8227.774,132.342,1542.187
0.45920,8128.228,82.329,1483.612
0.46919,8122.390,161.035,1525.621
0.47917,8148.306,62.045,1497.012
0.48915,8118.765,70.233,1483.283
0.49913,8198.302,143.495,1557.349
0.50912,8148.491,126.404,1534.532
0.51910,8146.125,144.540,1488.078
0.52909,8175.953,84.164,1541.670
0.53907,8154.415,99.329,1466.750
0.54905,8191.381,164.741,1533.378
0.55904,8097.134,96.651,1564.732
0.56902,8116.495,77.281,1455.581
0.57900,8197.934,132.075,1551.460
0.58899,8215.686,151.661,1510.647
0.59897,8168.466,89.892,1528.005
0.60895,8057.765,132.514,1509.512
0.61893,8079.825,157.633,1503.208
0.62892,8118.927,94.271,1523.330
0.63890,8069.448,95.394,1471.587
0.64888,8050.029,115.383,1484.028
0.65887,8161.686,75.560,1497.678
0.66885,8139.603,114.484,1465.052
0.67883,8136.666,135.893,1572.915
0.68881,8073.147,124.527,1451.934
0.69879,8122.938,94.447,1428.090
0.70878,8066.152,77.514,1427.742
0.71876,8109.491,84.142,1466.374
0.72874,8112.039,91.425,1517.199
0.73872,8065.751,63.180,1473.530
0.74871,8088.064,167.750,1487.152
0.75869,8153.627,143.725,1547.586
0.76867,8134.271,123.217,1500.185
0.77865,8109.622,73.755,1554.622
0.78863,8035.950,93.772,1482.047
0.79861,8092.505,73.683,1479.578
0.80859,8102.853,67.740,1516.805
0.81858,8084.320,71.671,1525.398
0.82856,8090.042,74.837,1550.983
0.83854,8121.037,121.866,1462.277
0.84852,8100.852,56.159,1451.948
0.85851,8060.100,76.038,1478.670
0.86849,8011.043,59.691,1446.350
0.87847,8044.861,52.463,1494.492
0.88846,8097.860,28.641,1469.447
0.89844,8070.596,66.119,1457.991
0.90842,8136.202,73.325,1511.622
0.91840,8024.742,101.447,1463.676
0.92839,7993.435,58.773,1418.372
0.93837,8099.830,127.528,1459.181
0.94835,8160.386,54.479,1487.870
0.95833,8051.763,98.761,1472.728
0.96832,8091.034,84.672,1454.267
0.97830,8084.956,43.619,1493.132
0.98828,8085.883,51.586,1470.019
0.99826,8000.885,60.508,1441.082
1.00825,8101.233,105.278,1477.689
1.01823,7976.473,113.541,1425.005
1.02821,8079.762,21.438,1458.685
1.03819,8112.698,67.552,1480.736
1.04818,8101.242,33.340,1420.712
1.05816,8075.561,42.935,1516.105
1.06814,8050.187,96.225,1480.775
1.07812,8062.859,56.213,1470.199
1.08811,8023.712,53.396,1454.866
1.09809,8036.894,88.183,1446.841
1.10807,8052.045,56.659,1493.553
1.11806,8029.998,56.112,1473.113
1.12804,7989.764,52.631,1421.529
1.13802,7987.141,91.429,1414.449
1.14801,7970.210,96.349,1433.617
1.15799,7997.117,51.003,1405.999
1.16797,7968.553,44.372,1399.206
1.17796,7993.934,64.839,1489.958
1.18794,7972.192,85.567,1418.695
1.19792,8056.351,78.270,1489.120
1.20791,8019.079,100.149,1425.139
1.21789,8075.441,25.802,1476.485
1.22787,8088.805,102.536,1455.708
1.23786,8028.720,68.627,1438.074
1.24784,8057.584,38.627,1483.253
