# freq=112.70 accel_per_hz=120.0 speed=0.2000
# win_n=141 step_z=0.01001
# warmup=0.800
# halt_floor=1.0000,1.0000,1.0000
# deriv_floor=off,off,off
# drawdown_thresh=unset,unset,unset
# trigger_kind=None trigger_axis=None
# halt_gradient=0
# note=smooth-PEI-side
mm_below_arm,amp_x,amp_y,amp_z
0.00000,3266.429,181.651,1370.913
0.01001,3299.421,214.410,1408.945
0.02001,3250.951,281.214,1396.000
0.03002,3217.613,249.404,1383.612
0.04002,3274.565,219.454,1426.047
0.05003,3291.554,223.199,1428.094
0.06004,3274.049,271.947,1405.458
0.07004,3270.382,286.574,1392.727
0.08005,3260.731,220.109,1397.601
0.09005,3252.669,192.987,1383.049
0.10006,3255.788,226.173,1381.395
0.11007,3277.231,205.962,1378.440
0.12007,3283.261,224.573,1391.976
0.13008,3241.231,226.872,1339.803
0.14009,3278.627,171.995,1421.912
0.15009,3260.754,190.287,1393.715
0.16010,3260.408,240.232,1396.838
0.17011,3282.387,227.846,1405.976
0.18012,3278.814,281.526,1419.819
0.19012,3305.104,161.025,1380.317
0.20013,3270.122,206.552,1450.250
0.21014,3269.371,211.435,1420.973
0.22015,3262.546,234.949,1402.358
0.23016,3268.287,212.341,1360.021
0.24016,3287.159,267.781,1387.171
0.25017,3224.726,260.757,1351.486
0.26018,3213.934,216.056,1386.003
0.27019,3262.502,185.623,1385.082
0.28019,3268.783,289.289,1408.706
0.29020,3183.258,221.111,1383.798
0.30021,3255.472,222.260,1392.469
0.31022,3245.450,303.797,1341.332
0.32022,3210.073,253.040,1345.888
0.33023,3245.928,213.663,1390.332
0.34024,3215.240,196.074,1342.487
0.35024,3223.726,194.761,1374.340
0.36025,3200.318,276.400,1329.876
0.37026,3229.010,227.480,1370.223
0.38026,3254.760,231.651,1398.107
0.39027,3242.007,152.393,1371.416
0.40028,3254.343,222.151,1375.841
0.41028,3220.498,225.592,1396.659
0.42029,3235.139,264.144,1356.714
0.43029,3264.337,161.613,1365.859
0.44030,3228.428,214.474,1331.643
0.45031,3210.925,266.486,1381.809
0.46031,3255.352,264.352,1376.525
0.47032,3273.134,189.533,1408.791
0.48033,3227.195,214.567,1368.952
0.49033,3210.809,208.408,1375.598
0.50034,3215.449,229.605,1369.310
0.51035,3186.018,227.000,1357.768
0.52035,3213.088,255.128,1360.872
0.53036,3233.716,209.476,1365.626
0.54037,3207.833,245.409,1362.446
0.55037,3216.597,252.733,1378.800
0.56038,3239.221,254.827,1425.933
0.57039,3249.475,271.000,1396.602
0.58039,3229.811,206.205,1397.243
0.59040,3214.425,261.751,1403.724
0.60041,3250.051,227.197,1389.047
0.61041,3226.447,175.599,1387.668
0.62042,3179.878,238.280,1355.007
0.63043,3204.152,253.906,1364.337
0.64043,3213.479,253.066,1377.209
0.65044,3185.255,258.212,1369.727
0.66045,3205.259,224.652,1339.789
0.67046,3239.086,232.493,1392.772
0.68046,3221.536,241.766,1366.755
0.69047,3247.807,238.934,1355.606
0.70048,3235.422,245.135,1377.333
0.71048,3196.453,224.025,1347.589
0.72049,3187.592,222.546,1339.744
0.73050,3210.435,204.585,1359.755
0.74050,3199.849,215.279,1364.831
0.75051,3225.077,204.384,1406.632
0.76052,3232.785,240.482,1393.185
0.77052,3237.462,199.285,1445.107
0.78053,3212.196,234.956,1375.280
0.79053,3211.000,319.428,1368.151
0.80054,3165.458,214.323,1344.267
0.81054,3171.646,255.576,1332.180
0.82055,3216.507,219.024,1402.726
0.83056,3235.314,241.867,1388.178
0.84056,3210.343,218.113,1351.745
0.85057,3223.527,294.150,1406.807
0.86057,3217.423,244.679,1374.603
0.87058,3202.351,238.603,1364.550
0.88058,3225.040,233.370,1375.809
0.89059,3208.497,262.192,1357.272
0.90059,3210.156,242.197,1376.432
0.91060,3188.809,232.457,1327.401
0.92061,3226.152,222.050,1363.023
0.93061,3215.939,235.963,1430.117
0.94062,3206.037,274.182,1341.656
0.95063,3213.127,236.144,1374.446
0.96063,3198.311,246.151,1368.632
0.97064,3216.217,213.821,1359.550
0.98065,3207.688,288.929,1369.283
0.99065,3213.258,223.595,1372.278
1.00066,3210.016,213.297,1385.661
1.01067,3180.784,251.482,1388.057
1.02068,3246.643,219.550,1387.711
1.03068,3233.588,216.372,1408.370
1.04069,3163.763,224.567,1339.770
1.05070,3175.702,275.482,1356.940
1.06070,3180.512,223.510,1397.433
1.07071,3192.328,262.484,1364.701
1.08072,3182.609,278.021,1389.828
1.09073,3177.064,246.873,1379.269
1.10074,3190.293,290.787,1367.047
1.11074,3181.306,225.065,1349.263
1.12075,3217.493,224.992,1360.427
1.13076,3194.092,232.952,1378.733
1.14077,3164.843,218.537,1345.326
1.15077,3232.633,231.808,1395.450
1.16078,3182.255,257.786,1383.734
1.17079,3134.629,197.276,1369.737
1.18080,3198.210,217.191,1345.238
1.19080,3167.886,234.497,1393.035
1.20081,3194.304,202.173,1394.133
1.21082,3196.240,182.373,1391.502
1.22082,3199.486,229.768,1350.447
1.23083,3195.673,169.311,1387.343
1.24084,3190.493,259.517,1348.740
1.25084,3231.742,178.560,1367.024
1.26085,3178.948,215.678,1356.966
1.27086,3211.427,196.902,1353.035
1.28087,3229.759,274.189,1398.170
1.29088,3193.146,228.731,1361.058
1.30088,3163.558,222.222,1335.792
1.31089,3239.833,270.161,1368.828
1.32090,3220.429,206.734,1367.148
1.33091,3179.357,221.145,1343.647
1.34092,3218.493,205.838,1393.001
1.35092,3214.303,191.894,1330.614
1.36093,3193.778,252.500,1341.628
1.37094,3198.769,249.745,1324.859
1.38094,3203.784,281.475,1377.210
1.39095,3197.647,240.245,1334.248
1.40096,3189.696,254.217,1356.932
1.41097,3231.577,192.943,1366.445
1.42098,3169.237,239.620,1338.554
1.43098,3179.159,218.161,1324.421
1.44099,3229.532,262.965,1373.925
1.45100,3212.044,203.085,1387.531
1.46101,3181.199,250.965,1317.127
1.47101,3210.659,255.192,1345.214
1.48102,3225.362,173.848,1360.814
1.49103,3192.432,214.565,1354.838
1.50103,3224.447,221.138,1362.611
1.51104,3233.409,198.363,1366.013
1.52105,3206.658,236.822,1355.092
1.53106,3197.943,238.440,1345.450
1.54106,3235.471,241.754,1365.981
1.55107,3217.221,181.531,1341.731
1.56108,3183.201,234.112,1340.305
1.57109,3214.421,183.779,1364.449
1.58110,3192.711,207.917,1332.195
1.59110,3145.155,221.361,1315.497
1.60111,3238.786,272.251,1341.254
1.61112,3242.213,239.811,1380.930
1.62113,3184.653,233.060,1294.305
1.63113,3201.596,205.719,1341.676
1.64114,3233.986,239.414,1409.835
1.65115,3207.931,266.621,1347.330
1.66115,3237.019,215.468,1342.245
1.67116,3206.627,251.842,1335.430
1.68117,3192.448,219.965,1347.207
1.69117,3225.470,157.275,1352.700
1.70118,3222.772,212.301,1359.745
