# freq=81.36 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=-0.11770 reps=1
# x=60.785 y=100.000
# air_amp=2374.153 contact_amp=909.147
# note=textured-PEI-side
z,amp,tag,rep
0.03230,630.643,warm,-1
0.03230,1466.504,warm,-1
0.03230,1935.719,warm,-1
0.03230,2258.621,warm,-1
0.03230,2312.191,warm,-1
0.03230,2292.798,warm,-1
0.03230,2331.745,warm,-1
0.03230,2340.049,warm,-1
0.03230,2307.123,warm,-1
0.03230,2338.229,warm,-1
0.03230,2389.135,warm,-1
0.03230,2348.202,warm,-1
0.03230,2313.150,warm,-1
0.03230,2462.501,warm,-1
0.03230,2464.641,warm,-1
0.03230,2362.050,warm,-1
0.03230,2383.197,warm,-1
0.03230,2376.169,warm,-1
0.03230,2374.144,warm,-1
0.03230,2372.655,warm,-1
0.03230,2365.754,warm,-1
0.03230,2414.500,warm,-1
0.03230,2481.921,warm,-1
0.03230,2446.354,warm,-1
0.03230,2430.086,warm,-1
0.03230,2407.878,warm,-1
0.02925,2406.461,down,0
0.01396,2335.681,down,0
-0.00132,2270.344,down,0
-0.01660,2178.165,down,0
-0.03188,2227.643,down,0
-0.04717,2073.251,down,0
-0.06245,2010.754,down,0
-0.07773,1908.616,down,0
-0.09302,1851.001,down,0
-0.10830,1783.248,down,0
-0.12358,1578.469,down,0
-0.13887,1419.329,down,0
-0.15415,1179.001,down,0
-0.16943,1182.454,down,0
-0.18472,1095.702,down,0
-0.20000,1064.817,down,0
-0.20000,1023.642,contact,0
-0.20000,1018.453,contact,0
-0.20000,958.928,contact,0
-0.20000,915.378,contact,0
-0.20000,917.571,contact,0
-0.20000,909.147,contact,0
-0.20000,902.080,contact,0
-0.20000,898.368,contact,0
-0.20000,928.436,contact,0
-0.20000,925.891,contact,0
-0.20000,928.023,contact,0
-0.20000,977.491,contact,0
-0.20000,1022.184,contact,0
-0.18472,1008.683,up,0
-0.16943,1007.289,up,0
-0.15415,1092.427,up,0
-0.13887,1237.231,up,0
-0.12358,1374.158,up,0
-0.10830,1593.160,up,0
-0.09302,1754.645,up,0
-0.07773,1956.470,up,0
-0.06245,2093.795,up,0
-0.04717,2076.909,up,0
-0.03188,2135.438,up,0
-0.01660,2337.628,up,0
-0.00132,2399.517,up,0
0.01396,2365.920,up,0
0.02925,2260.739,up,0
0.03230,2115.633,air,0
0.03230,2189.950,air,0
0.03230,2374.153,air,0
0.03230,2432.866,air,0
0.03230,2338.321,air,0
0.03230,2257.400,air,0
0.03230,2275.728,air,0
0.03230,2375.900,air,0
0.03230,2393.919,air,0
0.03230,2411.982,air,0
0.03230,2424.635,air,0
