# freq=112.70 accel_per_hz=120.0 speed=0.2000
# win_n=141 step_z=0.01001
# warmup=0.800
# halt_floor=1.0000,1.0000,1.0000
# deriv_floor=off,off,off
# drawdown_thresh=unset,unset,unset
# trigger_kind=None trigger_axis=None
# halt_gradient=0
# note=smooth-PEI-side
mm_below_arm,amp_x,amp_y,amp_z
0.00000,3529.118,395.733,1674.805
0.01001,3481.168,371.977,1638.991
0.02001,3537.723,388.034,1694.922
0.03002,3514.387,430.683,1652.564
0.04002,3450.333,408.958,1645.213
0.05003,3469.451,377.523,1637.332
0.06003,3555.512,378.317,1661.571
0.07003,3479.682,420.693,1643.194
0.08004,3466.256,407.929,1624.216
0.09004,3505.574,409.158,1625.349
0.10005,3468.264,340.386,1644.112
0.11006,3490.303,339.706,1642.236
0.12006,3528.835,322.801,1660.131
0.13006,3507.380,417.285,1674.432
0.14007,3464.039,415.043,1648.290
0.15007,3500.820,333.340,1609.289
0.16007,3513.889,390.886,1656.849
0.17008,3533.197,365.510,1652.690
0.18008,3461.372,369.692,1665.773
0.19009,3516.585,365.721,1624.399
0.20010,3533.142,382.032,1639.615
0.21010,3475.777,339.602,1689.490
0.22011,3508.268,376.895,1669.041
0.23012,3492.911,441.739,1633.573
0.24012,3409.317,395.666,1625.078
0.25013,3465.208,476.025,1659.354
0.26013,3513.383,313.772,1680.512
0.27013,3489.461,396.075,1669.252
0.28014,3449.569,369.320,1680.875
0.29014,3496.756,360.149,1667.241
0.30015,3475.951,413.379,1653.216
0.31015,3480.206,361.391,1637.711
0.32016,3521.061,391.168,1645.540
0.33016,3489.916,351.366,1602.807
0.34017,3495.042,362.671,1632.227
0.35017,3536.997,412.018,1675.605
0.36018,3526.289,392.253,1645.739
0.37019,3400.504,432.363,1605.932
0.38019,3496.100,409.516,1639.144
0.39020,3464.754,362.936,1620.329
0.40021,3491.038,376.514,1615.604
0.41021,3489.822,403.798,1648.118
0.42022,3519.019,383.604,1669.524
0.43022,3492.980,376.667,1661.833
0.44023,3479.126,412.570,1615.698
0.45023,3504.477,407.195,1647.501
0.46024,3457.052,406.374,1653.505
0.47024,3467.039,368.391,1638.165
0.48025,3486.330,342.792,1664.131
0.49026,3502.137,396.667,1671.921
0.50026,3434.023,442.051,1617.245
0.51027,3462.409,441.231,1650.427
0.52027,3500.873,359.430,1700.687
0.53028,3433.386,449.966,1636.984
0.54029,3495.777,392.142,1638.894
