# freq=73.00 accel_per_hz=120.0 ramp_speed=0.5000
# z_cand=-0.20000 reps=1
# x=60.000 y=100.000
# air_amp=978.758 contact_amp=187.669
# note=textured-PEI-side
z,amp,tag,rep
0.60000,72.800,warm,-1
0.60000,598.872,warm,-1
0.60000,1180.388,warm,-1
0.60000,1318.434,warm,-1
0.60000,1418.152,warm,-1
0.60000,1439.126,warm,-1
0.60000,1342.708,warm,-1
0.60000,1261.879,warm,-1
0.60000,1272.040,warm,-1
0.60000,1261.802,warm,-1
0.60000,1297.652,warm,-1
0.60000,1289.293,warm,-1
0.60000,1314.172,warm,-1
0.60000,1345.719,warm,-1
0.60000,1322.592,warm,-1
0.60000,1289.627,warm,-1
0.60000,1215.677,warm,-1
0.60000,1152.779,warm,-1
0.60000,1128.717,warm,-1
0.60000,1177.647,warm,-1
0.60000,1173.672,warm,-1
0.60000,1137.939,warm,-1
0.60000,1134.543,warm,-1
0.60000,1068.909,warm,-1
0.59658,1083.315,down,0
0.57949,1072.729,down,0
0.56239,1048.801,down,0
0.54530,1069.308,down,0
0.52821,1037.546,down,0
0.51111,1007.873,down,0
0.49402,1112.739,down,0
0.47692,1076.233,down,0
0.45983,1014.398,down,0
0.44274,931.840,down,0
0.42564,936.891,down,0
0.40855,985.704,down,0
0.39145,955.885,down,0
0.37436,903.103,down,0
0.35726,1091.538,down,0
0.34017,1062.169,down,0
0.32308,903.315,down,0
0.30598,922.236,down,0
0.28889,920.857,down,0
0.27179,1060.584,down,0
0.25470,1048.382,down,0
0.23761,1077.979,down,0
0.22051,1081.463,down,0
0.20342,1086.150,down,0
0.18632,868.866,down,0
0.16923,194.491,down,0
0.15214,760.664,down,0
0.13504,684.604,down,0
0.11795,154.677,down,0
0.10085,313.818,down,0
0.08376,472.684,down,0
0.06667,837.874,down,0
0.04957,1196.511,down,0
0.03248,1241.518,down,0
0.01538,1267.220,down,0
-0.00171,1179.501,down,0
-0.01880,1081.732,down,0
-0.03590,879.385,down,0
-0.05299,729.312,down,0
-0.07009,849.291,down,0
-0.08718,1017.754,down,0
-0.10427,800.342,down,0
-0.12137,603.098,down,0
-0.13846,522.722,down,0
-0.15556,475.444,down,0
-0.17265,450.885,down,0
-0.18974,557.685,down,0
-0.20000,596.259,contact,0
-0.20000,624.608,contact,0
-0.20000,667.577,contact,0
-0.20000,578.923,contact,0
-0.20000,539.888,contact,0
-0.20000,584.071,contact,0
-0.20000,603.593,contact,0
-0.20000,588.445,contact,0
-0.20000,579.615,contact,0
-0.20000,585.289,contact,0
-0.20000,589.235,contact,0
-0.20000,525.809,contact,0
-0.18974,468.307,up,0
-0.17265,555.066,up,0
-0.15556,550.994,up,0
-0.13846,544.220,up,0
-0.12137,658.622,up,0
-0.10427,735.470,up,0
-0.08718,830.708,up,0
-0.07009,872.456,up,0
-0.05299,928.999,up,0
-0.03590,810.847,up,0
-0.01880,865.385,up,0
-0.00171,833.155,up,0
0.01538,869.139,up,0
0.03248,1186.036,up,0
0.04957,1101.092,up,0
0.06667,904.754,up,0
0.08376,611.488,up,0
0.10085,224.191,up,0
0.11795,187.669,up,0
0.13504,146.003,up,0
0.15214,653.801,up,0
0.16923,934.227,up,0
0.18632,336.253,up,0
0.20342,828.872,up,0
0.22051,991.596,up,0
0.23761,998.777,up,0
0.25470,1064.764,up,0
0.27179,1079.374,up,0
0.28889,1078.317,up,0
0.30598,1062.640,up,0
0.32308,997.337,up,0
0.34017,978.855,up,0
0.35726,878.524,up,0
0.37436,890.423,up,0
0.39145,902.782,up,0
0.40855,873.414,up,0
0.42564,850.070,up,0
0.44274,836.619,up,0
0.45983,769.264,up,0
0.47692,834.651,up,0
0.49402,882.130,up,0
0.51111,939.765,up,0
0.52821,947.627,up,0
0.54530,1033.048,up,0
0.56239,976.246,up,0
0.57949,803.472,up,0
0.59658,896.594,up,0
0.60000,978.758,air,0
0.60000,949.316,air,0
0.60000,894.790,air,0
0.60000,888.144,air,0
0.60000,987.988,air,0
0.60000,978.249,air,0
0.60000,906.627,air,0
0.60000,982.346,air,0
0.60000,1019.099,air,0
0.60000,1032.383,air,0
0.60000,1024.854,air,0
